#,company,domain,hq_country,niche,employees_est,size_band,tag,affordability,why_f1,already_in_master,source_batch
16,Baoji Titanium Industry (Baoti Group),baotigroup.com,China,Titanium alloy materials,"~8,000 (est)",5k-10k,core,"High – large private/PE-owned group, ~$1.5B revenue est. (SHA:600456) est, credible sponsorship capacity",Baoti's titanium alloy materials serve aerospace-grade lightweight structural applications comparable to F1 parts.,,X04a
17,Barnes Group Inc.,barnesgroupinc.com,United States,Springs & Dampers,5000,1k-5k,core,high,"Formerly NYSE-listed (Apollo take-private 2022), revenue ~$1.3B; precision springs and aerospace components.",,X04b
18,Beijer Alma AB (Lesjofors),beijeralma.se,Sweden,Springs & Dampers,3300,1k-5k,core,high,"Stockholm-listed, revenue ~SEK 4.4B; Lesjofors industrial springs division gives global scale.",,X04b
19,Bharat Forge Limited,bharatforge.com,India,Castings & Forgings,11000,10k+,core,high,"NSE/BSE-listed, revenue ~$1.3B; forgings for auto/aerospace/defense; no known F1 supplier ties found.",yes,X04b
20,Borealis AG,borealisgroup.com,Austria,Polyolefins and base chemicals,"~7,300",5k-10k,core,"High – large-cap, ~€8.5B revenue, established budget for sponsorship/technical partnerships",Borealis' advanced polyolefin materials support lightweight automotive component innovation relevant to F1.,yes,X04a
21,Bossard Group,bossard.com,Switzerland,Fasteners,3200,1k-5k,core,high,"SIX-listed, revenue ~CHF 1.1B; fastening/assembly-technology solutions provider.",yes,X04b
22,Bufab Group,bufab.com,Sweden,Fasteners,2900,1k-5k,core,high,"Stockholm-listed, revenue ~SEK 8B; fastener supply-chain solutions provider with global reach.",,X04b
23,Bulten AB,bulten.com,Sweden,Fasteners,2200,1k-5k,core,medium,"Stockholm-listed, revenue ~SEK 4.5B; automotive fastener specialist clearing the core revenue gate.",,X04b
24,Burkert Fluid Control Systems,burkert.com,Germany,Flow Control,3500,1k-5k,core,high,"Private, discloses revenue ~€900M; fluid-control systems leader for process and lab automation.",yes,X04b
25,C&U Group,cugroup.com,China,Bearings,10000,5k-10k,core,medium,"Shenzhen-listed bearing maker serving China's auto industry; staff scale clears the 6,000+ headcount gate.",,X04b
26,Cabot Corporation,cabotcorp.com,USA,Carbon black and specialty chemicals (tire-grade materials),"~4,500",1k-5k,core,"High – large-cap, ~$3.6B revenue (NYSE:CBT), established budget for sponsorship/technical partnerships",Cabot's carbon black is a core input into performance tire compounds — directly material to F1 tire technology.,yes,X04a
27,Carpenter Technology Corp,cartech.com,USA,Specialty alloys and powder metals,"~4,700",1k-5k,core,"High – large-cap, ~$2.3B revenue (NYSE:CRS), established budget for sponsorship/technical partnerships",Carpenter's specialty alloys and powder metals are used in high-stress aerospace/motorsport components like F1 parts.,,X04a
28,Celanese Corporation,celanese.com,USA,Engineered materials and acetyl chemistry,"~11,500",10k+,core,"High – large-cap, ~$9B revenue (NYSE:CE), established budget for sponsorship/technical partnerships","Celanese's engineered thermoplastics are used in precision, heat-resistant components similar to F1 part demands.",yes,X04a
29,CeramTec GmbH,ceramtec.com,Germany,"Advanced technical ceramics (private, Cinven-owned)","~3,600",1k-5k,core,"High – large private/PE-owned group, ~€700M revenue est. est, credible sponsorship capacity","CeramTec's advanced ceramics are used in high-wear, high-temperature parts similar to motorsport applications.",yes,X04a
30,Chemours Company,chemours.com,USA,Fluoropolymers and performance chemicals,"~6,100",5k-10k,core,"High – large-cap, ~$6.2B revenue (NYSE:CC), established budget for sponsorship/technical partnerships","Chemours' fluoropolymers (Teflon) are used in low-friction, high-heat seals and components similar to F1 parts.",yes,X04a
31,China Jushi Co.,jushi.com,China,World's largest glass fiber (fiberglass) manufacturer,"~15,000",10k+,core,"High – large-cap, ~$1.7B revenue (SHA:600176), established budget for sponsorship/technical partnerships",Jushi's fiberglass reinforcements feed composite supply chains that overlap with motorsport-grade material production.,,X04a
32,Chomarat Group,chomarat.com,France,Technical textiles and composite reinforcements,"~1,400 (est)",1k-5k,core,"High – large private/PE-owned group, ~€300M revenue est., private est, credible sponsorship capacity",Chomarat's composite reinforcement fabrics supply motorsport and automotive lightweight structural applications.,,X04a
33,CIE Automotive S.A.,cieautomotive.com,Spain,Castings & Forgings,28000,10k+,core,high,"Madrid-listed, revenue ~€3.7B; automotive components group spanning forgings, castings and stampings.",,X04b
34,CIRCOR International,circor.com,United States,Flow Control,3000,1k-5k,core,high,"NYSE-listed, revenue ~$780M; flow and motion-control equipment for industrial and aerospace markets.",yes,X04b
35,Clariant AG,clariant.com,Switzerland,Specialty chemicals,"~10,600",10k+,core,"High – large-cap, ~CHF4.4B revenue (SIX:CLN), established budget for sponsorship/technical partnerships",Clariant's specialty additives and catalysts fit the performance-chemistry narrative that appeals to F1 sponsorship.,yes,X04a
36,Constellium SE,constellium.com,France,Specialty aluminum products,"~12,000",10k+,core,"High – large-cap, ~€7.2B revenue (NYSE:CSTM), established budget for sponsorship/technical partnerships",Constellium's specialty aluminum alloys serve automotive lightweighting applications comparable to F1 chassis needs.,,X04a
37,Cooper Standard Holdings,cooperstandard.com,United States,Seals & Gaskets,19000,10k+,core,high,"NYSE-listed, revenue ~$2.7B; automotive sealing systems supplier with global plant footprint.",,X04b
38,CoorsTek Inc,coorstek.com,USA,Technical/engineered ceramics (private),"~5,000 (est)",1k-5k,core,"High – large private/PE-owned group, ~$1.4B revenue est. est, credible sponsorship capacity","CoorsTek's engineered ceramics are used in wear-resistant, high-temperature components comparable to F1 part demands.",yes,X04a
39,Covestro AG,covestro.com,Germany,High-performance polymers and polycarbonates,"~17,500",10k+,core,"High – large-cap, ~€14B revenue (XETRA:1COV), established budget for sponsorship/technical partnerships",Covestro's polycarbonate and polyurethane materials are used in aerodynamic and cockpit components across motorsport.,yes,X04a
40,Crane Co.,craneco.com,United States,Flow Control,7700,5k-10k,core,high,"NYSE-listed, revenue ~$3.4B post ChemPharma/Energy split; fluid-handling and flow-control leader.",yes,X04b
41,Croda International,croda.com,UK,Specialty chemicals,"~5,800",5k-10k,core,"High – large-cap, ~£1.5B revenue (LSE:CRDA), established budget for sponsorship/technical partnerships",Croda's specialty chemical formulations for performance materials align with F1's technical-innovation sponsorship fit.,yes,X04a
42,Curtiss-Wright Corporation,curtisswright.com,United States,Flow Control,9000,5k-10k,core,high,"NYSE-listed, revenue ~$2.7B; one entry per brief covering its industrial/naval flow-control business.",yes,X04b
43,Daicel Corporation,daicel.com,Japan,Specialty chemicals and cellulose-based materials,"~7,500",5k-10k,core,"High – large-cap, ~$3B revenue (TYO:4202), established budget for sponsorship/technical partnerships",Daicel's specialty polymer and safety-system materials (airbag inflators) connect to F1 safety-technology themes.,,X04a
44,Datwyler Holding AG,datwyler.com,Switzerland,Seals & Gaskets,7700,5k-10k,core,high,"SIX-listed, revenue ~CHF 900M; sealing solutions for healthcare and industry with global reach.",,X04b
45,Denka Company,denka.co.jp,Japan,Advanced ceramics and specialty elastomers,"~3,500",1k-5k,core,"High – large-cap, ~$2.3B revenue (TYO:4061), established budget for sponsorship/technical partnerships",Denka's advanced ceramic and elastomer materials serve thermal/wear applications comparable to F1 componentry.,yes,X04a
46,Dow Inc.,dow.com,USA,"Performance materials, plastics and specialty polymers","~35,900",10k+,core,"High – large-cap, ~$45B revenue (NYSE:DOW), established budget for sponsorship/technical partnerships",Dow's performance polymers and materials science R&D mirror the innovation narrative F1 partners seek.,yes,X04a
47,Dowlais Group plc (GKN Automotive),dowlais.com,United Kingdom,Castings & Forgings,29000,10k+,core,high,"LSE-listed, revenue ~£3.5B; driveline and automotive components group spun off from Melrose in 2023.",,X04b
48,DuPont de Nemours,dupont.com,USA,"High-performance materials (Kevlar, Nomex, Tyvek)","~24,000",10k+,core,"High – large-cap, ~$12B revenue (NYSE:DD), established budget for sponsorship/technical partnerships","DuPont's Kevlar/Nomex are used in driver safety equipment (suits, HANS devices), a direct F1 safety-material tie.",yes,X04a
49,Eastman Chemical,eastman.com,USA,Specialty chemicals and advanced materials,"~14,000",10k+,core,"High – large-cap, ~$9.3B revenue (NYSE:EMN), established budget for sponsorship/technical partnerships",Eastman's specialty polymers and coatings innovation narrative aligns with F1's technology-showcase sponsorships.,yes,X04a
50,Element Six,e6.com,UK,Synthetic diamond and superhard materials (De Beers Group),"~1,500",1k-5k,core,"High – large private/PE-owned group, ~$250-390M revenue est. (De Beers Group) est, credible sponsorship capacity",Element Six's synthetic diamond and superhard materials are used in precision cutting tools that manufacture F1 components.,yes,X04a
51,Emerson Electric Co.,emerson.com,United States,Flow Control,85000,10k+,core,high,"NYSE-listed, revenue ~$17B; Fisher valves and automation/flow-control portfolio.",yes,X04b
52,Endurance Technologies Limited,endurancegroup.com,India,Castings & Forgings,13000,10k+,core,high,"NSE/BSE-listed, revenue ~$1.1B; castings, forgings and suspension components for two-wheeler and auto OEMs.",,X04b
53,EnPro Industries (Garlock),enproindustries.com,United States,Seals & Gaskets,4200,1k-5k,core,high,"NYSE-listed, revenue ~$1B; Garlock sealing and advanced-materials portfolio, no F1 exposure.",,X04b
54,Ensinger GmbH,ensingerplastics.com,Germany,High-performance engineering plastics,"~2,700",1k-5k,core,"High – large private/PE-owned group, ~€700M revenue est., private est, credible sponsorship capacity","Ensinger's engineering plastics (PEEK, PAI) match the extreme-condition material specs used in F1 components.",,X04a
55,Envalior,envalior.com,Netherlands,Engineering plastics (DSM Engineering Materials + Lanxess HPM JV),"~4,000",1k-5k,core,"High – large-cap, ~€2.2B revenue, established budget for sponsorship/technical partnerships",Envalior's high-performance engineering plastics serve automotive powertrain and lightweighting applications akin to F1 parts.,,X04a
56,Evonik Industries,evonik.com,Germany,Specialty chemicals,"~32,000",10k+,core,"High – large-cap, ~€15.3B revenue (XETRA:EVK), established budget for sponsorship/technical partnerships","Evonik's high-performance polymers (e.g., PEEK precursors, composites additives) target F1-grade lightweighting needs.",yes,X04a
57,Ferrotec Holdings,ferrotec.com,Japan,Advanced ceramics and semiconductor materials,"~13,000",10k+,core,"High – large-cap, ~$1.7B revenue (TYO:6890), established budget for sponsorship/technical partnerships",Ferrotec's advanced ceramics and thermal materials align with the precision-engineering theme of F1 sponsorship.,yes,X04a
58,Festo SE & Co. KG,festo.com,Germany,Flow Control,21000,10k+,core,high,"Private, revenue ~€3.7B; automation/pneumatics group, one entry per brief despite automation overlap.",yes,X04b
59,Flowserve Corporation,flowserve.com,United States,Flow Control,16000,10k+,core,high,"NYSE-listed, revenue ~$4.4B; flow control, valves and pumps leader across energy and industrial markets.",yes,X04b
60,Freudenberg Sealing Technologies,fst.com,Germany,Seals & Gaskets,26000,10k+,core,high,"Part of Freudenberg Group, revenue >€11B; global sealing technology leader, no F1 sponsorship conflicts.",,X04b
61,Georg Fischer AG,georgfischer.com,Switzerland,Castings & Forgings,15500,10k+,core,high,"SIX-listed, revenue ~CHF 4.1B; casting and flow/piping solutions group, one consolidated GF entry per brief.",,X04b
62,Gurit Holding AG,gurit.com,Switzerland,"Composite materials (prepregs, core materials) for motorsport, marine, wind","~1,700",1k-5k,core,"High – large-cap, ~CHF412M revenue (SIX:GURN), established budget for sponsorship/technical partnerships",Gurit's composite prepregs and structural core materials are used directly in motorsport chassis and bodywork.,,X04a
63,H.B. Fuller Company,hbfuller.com,USA,Specialty adhesives,"~7,000",5k-10k,core,"High – large-cap, ~$3.6B revenue (NYSE:FUL), established budget for sponsorship/technical partnerships",H.B. Fuller's specialty adhesives support composite bonding applications relevant to F1 manufacturing.,,X04a
64,Hanwha Solutions,hanwhasolutions.com,South Korea,Specialty chemicals and advanced materials,"~9,500",5k-10k,core,"High – large-cap, ~$8B revenue (KRX:009830), established budget for sponsorship/technical partnerships",Hanwha Solutions' advanced materials portfolio spans performance chemicals relevant to automotive lightweighting.,,X04a
65,Haynes International,haynesintl.com,USA,High-performance nickel and cobalt alloys,"~1,200",1k-5k,core,"High – large-cap, ~$600M revenue (NASDAQ:HAYN), established budget for sponsorship/technical partnerships",Haynes' high-temperature nickel/cobalt alloys serve exhaust and turbocharger applications directly relevant to F1 power units.,,X04a
66,Hexcel Corporation,hexcel.com,USA,Aerospace/motorsport-grade carbon fiber prepreg & composite reinforcements,"~6,300",5k-10k,core,"High – large-cap, ~$1.9B revenue (NYSE:HXL), established budget for sponsorship/technical partnerships",F1 monocoques and bodywork are carbon-fiber composite showcases; Hexcel is a long-standing aerospace/motorsport composites leader.,yes,X04a
67,HIWIN Technologies,hiwin.com,Taiwan,Bearings,4000,1k-5k,core,high,"Taiwan-listed, revenue ~$800M; precision linear motion/robotics brand fit for motorsport-adjacent engineering story.",yes,X04b
68,Howmet Aerospace,howmet.com,USA,Titanium and superalloy components,"~20,500",10k+,core,"High – large-cap, ~$6.6B revenue (NYSE:HWM), established budget for sponsorship/technical partnerships",Howmet's titanium and superalloy castings/forgings represent the extreme-performance materials engineering F1 showcases.,,X04a
69,Huntsman Corporation,huntsman.com,USA,Polyurethanes and performance chemical products,"~6,300",5k-10k,core,"High – large-cap, ~$6.2B revenue (NYSE:HUN), established budget for sponsorship/technical partnerships",Huntsman's polyurethane composites are used in lightweight structural foams relevant to motorsport applications.,yes,X04a
70,Hutchinson SA (TotalEnergies),hutchinson.com,France,Seals & Gaskets,40000,10k+,core,high,"Subsidiary of TotalEnergies (parent revenue >$200B); verified TotalEnergies is not a current F1 team sponsor (Alpine's fuel partner is Eni), so no conflict.",,X04b
71,Hyosung Advanced Materials,hyosungtansome.com,South Korea,Carbon fiber (TANSOME brand),"~2,000 (est)",1k-5k,core,"High – large private/PE-owned group, sizable division of >$1B Hyosung Corp est, credible sponsorship capacity","Hyosung's TANSOME carbon fiber targets automotive lightweighting, directly aligned with F1 material demands.",,X04a
72,igus GmbH,igus.com,Germany,Bearings,4900,1k-5k,core,high,"Private, discloses revenue ~€1.16B; polymer/plain-bearing innovator with strong brand marketing history.",yes,X04b
73,Illinois Tool Works Inc.,itw.com,United States,Fasteners,45000,10k+,core,high,"NYSE-listed, revenue ~$16B; diversified industrial group with a significant fastener/construction products segment.",yes,X04b
74,IMI plc,imiplc.com,United Kingdom,Flow Control,10000,5k-10k,core,high,"LSE-listed, revenue ~£2B; precision flow and motion control across critical industries.",yes,X04b
75,Johnson Matthey,matthey.com,UK,Sustainable technologies and catalysts,"~12,600",10k+,core,"High – large-cap, ~£13.9B revenue (LSE:JMAT), established budget for sponsorship/technical partnerships",Johnson Matthey's catalyst and hydrogen technologies connect to F1's sustainable-fuel and emissions agenda.,,X04a
76,JSR Corporation,jsr.co.jp,Japan,Advanced materials and elastomers,"~8,000",5k-10k,core,"High – large-cap, ~$3.3B revenue, established budget for sponsorship/technical partnerships",JSR's advanced elastomer and materials science expertise mirrors the innovation story F1 partners look to tell.,yes,X04a
77,Kaiser Aluminum Corp,kaiseraluminum.com,USA,Specialty aluminum products,"~2,600",1k-5k,core,"High – large-cap, ~$1.4B revenue (NASDAQ:KALU), established budget for sponsorship/technical partnerships",Kaiser's specialty aluminum products serve aerospace and high-performance automotive applications like F1 parts.,,X04a
78,Kaneka Corporation,kaneka.co.jp,Japan,Specialty chemicals and functional plastics,"~10,000",5k-10k,core,"High – large-cap, ~$4.5B revenue (TYO:4118), established budget for sponsorship/technical partnerships","Kaneka's functional plastics and modifiers target the lightweight, high-performance material space F1 occupies.",,X04a
79,Kennametal Inc,kennametal.com,USA,Tungsten carbide tooling materials,"~8,300",5k-10k,core,"High – large-cap, ~$2B revenue (NYSE:KMT), established budget for sponsorship/technical partnerships",Kennametal's tungsten carbide materials are used in the precision tooling that machines F1 components.,yes,X04a
80,Kordsa,kordsa.com,Turkey,Technical/reinforcement textiles and composite materials,"~4,700",1k-5k,core,"High – large-cap, ~$700M revenue (IST:KORDS), established budget for sponsorship/technical partnerships","Kordsa's reinforcement technologies (tire cord, composites) sit adjacent to the performance-material story F1 tells.",,X04a
81,KSB SE & Co. KGaA,ksb.com,Germany,Flow Control,16000,10k+,core,high,"Frankfurt-listed, revenue ~€2.9B; global pumps and valves manufacturer.",yes,X04b
82,Kuraray Co.,kuraray.com,Japan,Specialty polymers and resins,"~9,500",5k-10k,core,"High – large-cap, ~$4B revenue (TYO:3405), established budget for sponsorship/technical partnerships","Kuraray's specialty resins (EVAL, Genestar) target high-performance, heat-resistant applications relevant to F1 parts.",,X04a
83,KYB Corporation,kyb.co.jp,Japan,Springs & Dampers,30000,10k+,core,high,"Tokyo-listed, revenue ~$3.6B; shock absorber and damper manufacturer for automotive and industrial markets.",,X04b
84,Lanxess AG,lanxess.com,Germany,Specialty chemicals,"~12,800",10k+,core,"High – large-cap, ~€6.1B revenue (XETRA:LXS), established budget for sponsorship/technical partnerships",Lanxess' high-performance materials and additives support automotive component durability under extreme loads.,yes,X04a
85,LG Chem Ltd,lgchem.com,South Korea,Advanced materials and specialty polymers,"~19,000",10k+,core,"High – large-cap, ~$25B revenue (KRX:051910), established budget for sponsorship/technical partnerships",LG Chem's advanced materials and battery chemistry connect directly to F1's hybrid power unit technology.,,X04a
86,Linamar Corporation,linamar.com,Canada,Castings & Forgings,26000,10k+,core,high,"TSX-listed, revenue ~CAD 8.2B; precision machined, forged and cast components manufacturer.",yes,X04b
87,LISI Group,lisi-group.com,France,Fasteners,12500,10k+,core,high,"Euronext-listed, revenue ~€1.8B; aerospace and automotive fastener group with global scale.",,X04b
88,LyondellBasell Industries,lyondellbasell.com,Netherlands,Polymers and advanced plastics,"~18,000",10k+,core,"High – large-cap, ~$40B revenue (NYSE:LYB), established budget for sponsorship/technical partnerships",LyondellBasell's advanced polyolefins and compounds are used in automotive lightweighting comparable to F1 needs.,yes,X04a
89,MAHLE GmbH,mahle.com,Germany,Castings & Forgings,72000,10k+,core,high,"Foundation-owned, revenue ~€12.5B; pistons and engine-component maker with deep motorsport engineering heritage outside current F1.",yes,X04b
90,Martinrea International Inc.,martinrea.com,Canada,Castings & Forgings,19000,10k+,core,high,"TSX-listed, revenue ~CAD 4.7B; metal-forming and casting supplier to global automakers.",,X04b
91,Materion Corporation,materion.com,USA,Advanced/beryllium alloys and performance materials,"~2,700",1k-5k,core,"High – large-cap, ~$1.7B revenue (NYSE:MTRN), established budget for sponsorship/technical partnerships","Materion's advanced beryllium and specialty alloys serve high-performance, weight-critical applications like F1 parts.",yes,X04a
92,Melrose Industries plc (GKN Aerospace),melroseplc.net,United Kingdom,Castings & Forgings,14000,10k+,core,high,"LSE-listed, revenue ~£2.7B post-Dowlais demerger; GKN Aerospace structures and engine components, second GKN-lineage entry per brief.",,X04b
93,Metso Corporation,metso.com,Finland,Flow Control,17000,10k+,core,high,"Helsinki-listed, revenue ~€4.9B; minerals processing and flow-control technology group.",yes,X04b
94,Minebea Mitsumi Inc.,minebeamitsumi.com,Japan,Bearings,85000,10k+,core,high,"Tokyo-listed, revenue >$5B; world's largest miniature ball-bearing maker, deep precision-engineering story.",yes,X04b
95,Mitsubishi Chemical Group,mcgc.com,Japan,Carbon fiber (ex-Mitsubishi Rayon) and advanced composite materials,"~65,000 (group)",10k+,core,"High – large-cap, ~$30B+ group revenue (TYO:4188), established budget for sponsorship/technical partnerships",MCG's carbon fiber division supplies high-modulus fiber used in aerospace and motorsport composite parts.,,X04a
96,Mitsubishi Gas Chemical,mgc.co.jp,Japan,Specialty chemicals and engineering plastics,"~13,000",10k+,core,"High – large-cap, ~$5B revenue, established budget for sponsorship/technical partnerships","MGC's engineering plastics (e.g., polycarbonate) serve lightweight, impact-resistant part applications like F1 bodywork.",yes,X04a
97,Mitsui Chemicals,mitsuichemicals.com,Japan,Performance materials and specialty polymers,"~18,000",10k+,core,"High – large-cap, ~$13B revenue (TYO:4183), established budget for sponsorship/technical partnerships",Mitsui's performance elastomers and polymers support automotive lightweighting and precision-part applications.,,X04a
98,Morgan Advanced Materials,morganadvancedmaterials.com,UK,Technical ceramics and carbon materials,"~9,000",5k-10k,core,"High – large-cap, ~£1B revenue (LSE:MGAM), established budget for sponsorship/technical partnerships","Morgan's technical ceramics and carbon materials serve high-temperature, high-wear applications akin to F1 braking systems.",yes,X04a
99,Mubea (Muhr und Bender KG),mubea.com,Germany,Springs & Dampers,15000,10k+,core,high,"Private, discloses revenue ~€3B; springs and stabilizer-bar specialist with lightweighting expertise relevant to motorsport engineering.",,X04b
100,Nachi-Fujikoshi Corp.,nachi-fujikoshi.co.jp,Japan,Bearings,12000,10k+,core,high,"Tokyo-listed, revenue ~$2B; bearings/robotics/machine-tool group with global industrial footprint.",yes,X04b
101,Nedschroef Holding,nedschroef.com,Netherlands,Fasteners,2600,1k-5k,core,medium,"Established European automotive fastener maker (owned by Zhuzhou Torch), revenue ~€500M, credible industrial scale.",,X04b
102,Nemak S.A.B. de C.V.,nemak.com,Mexico,Castings & Forgings,22000,10k+,core,high,"BMV-listed, revenue ~$4B; aluminum casting specialist for powertrain and structural components.",,X04b
103,NGK Insulators,ngk-insulators.com,Japan,Technical ceramics,"~19,000",10k+,core,"High – large-cap, ~$4.5B revenue (TYO:5333), established budget for sponsorship/technical partnerships","NGK's technical ceramics for high-temperature, high-stress applications parallel F1 component engineering needs.",yes,X04a
104,"NHK Spring Co., Ltd.",nhkspg.co.jp,Japan,Springs & Dampers,29000,10k+,core,high,"Tokyo-listed, revenue ~$4.5B; automotive springs and suspension components leader.",,X04b
105,Nippon Electric Glass,neg.co.jp,Japan,Glass fiber reinforcement materials,"~9,000",5k-10k,core,"High – large-cap, ~$3B revenue (TYO:5214), established budget for sponsorship/technical partnerships",NEG's specialty glass fiber is a reinforcement material used in composite parts analogous to F1 bodywork layers.,yes,X04a
106,NOK Corporation,nok.co.jp,Japan,Seals & Gaskets,30000,10k+,core,high,"Tokyo-listed, revenue ~$5B; oil-seal and sealing-technology leader with global automotive customer base.",,X04b
107,Norma Group SE,normagroup.com,Germany,Fasteners,8500,5k-10k,core,high,"Frankfurt-listed, revenue ~€1.1B; clamp, connection and fastening technology for mobility and industry.",yes,X04b
108,Norsk Hydro ASA,hydro.com,Norway,Aluminum and advanced materials,"~30,000",10k+,core,"High – large-cap, ~$16B revenue (OSE:NHY), established budget for sponsorship/technical partnerships",Norsk Hydro's low-carbon aluminum technology fits F1's sustainability-driven lightweight materials narrative.,,X04a
109,Novelis Inc,novelis.com,USA,Aluminum rolled products (Hindalco/Aditya Birla-owned),"~13,000",10k+,core,"High – large private/PE-owned group, ~$16B revenue est. est, credible sponsorship capacity",Novelis' aluminum rolled products and recycling technology align with F1's lightweighting and sustainability agenda.,,X04a
110,NSK Ltd,nsk.com,Japan,Bearings,28000,10k+,core,high,"Global bearings leader, revenue >$5B, ~28,000 staff; automotive/industrial precision pedigree; no current F1 team or FIA supplier ties.",yes,X04b
111,NTN Corporation,ntnglobal.com,Japan,Bearings,20000,10k+,core,high,"Tokyo-listed bearings major, revenue ~$5B; strong automotive OEM base; no known F1 sponsorship conflicts.",yes,X04b
112,Orbia Advance Corporation,orbia.com,Mexico,Specialty polymers and materials,"~22,000",10k+,core,"High – large-cap, ~$7B revenue (BMV:ORBIA), established budget for sponsorship/technical partnerships",Orbia's specialty polymer solutions fit the global materials-innovation narrative attractive to F1 sponsorship.,yes,X04a
113,Outokumpu Oyj,outokumpu.com,Finland,Stainless and specialty steel,"~9,000",5k-10k,core,"High – large-cap, ~€6.9B revenue (HEL:OUT1V), established budget for sponsorship/technical partnerships",Outokumpu's specialty stainless steels serve high-performance structural and exhaust components relevant to F1.,,X04a
114,Owens Corning,owenscorning.com,USA,Glass fiber composites and reinforcement materials,"~19,000",10k+,core,"High – large-cap, ~$11B revenue (NYSE:OC), established budget for sponsorship/technical partnerships",Owens Corning's glass fiber reinforcements underpin many composite sandwich structures used in motorsport bodywork.,yes,X04a
115,Parker Hannifin Corporation,parker.com,United States,Seals & Gaskets,62000,10k+,core,high,"NYSE-listed, revenue ~$19B; motion & control technologies including seals, one consolidated entry per brief.",yes,X04b
