#,company,domain,hq_country,niche,employees_est,size_band,tag,affordability,why_f1,already_in_master,source_batch
41,Kforce Inc,kforce.com,USA,Tech & Finance Staffing,2500,1k-5k,core,Medium-High,"Kforce's tech-talent focus aligns with F1's engineering story, a differentiator versus larger unsponsored rivals.",yes,X07a
42,Korn Ferry,kornferry.com,USA,Executive Search & Talent Consulting,10000,5k-10k,core,High,Public global leadership-advisory leader with the marketing budget for a marquee F1 partnership.,yes,X07a
43,Meitec Corporation,meitec.co.jp,Japan,Engineering Staffing,7300,5k-10k,core,High,Scaled engineer-dispatch business with headcount and revenue to support global sponsorship.,,X07a
44,Nash Squared,nashsquared.com,UK,Tech Recruitment & Consulting,3000,1k-5k,core,High,Global tech talent and digital consulting group with revenue scale to rival Akkodis' F1 positioning.,,X07a
45,NES Fircroft,nesfircroft.com,UK,Energy & Engineering Staffing,3000,1k-5k,core,High,Global engineering staffing leader whose candidate pool overlaps heavily with F1's technical fanbase.,,X07a
46,Odgers Berndtson,odgersberndtson.com,UK,Executive Search,1500,1k-5k,core,Medium-High,Global executive search partnership with UK roots well-placed for a British GP-anchored sponsorship.,,X07a
47,PageGroup (Michael Page),page.com,UK,Global Professional Recruitment,7000,5k-10k,core,High,PageGroup's premium recruitment brand fits F1's premium fanbase; no staffing peer outside Akkodis owns this positioning.,yes,X07a
48,Pasona Group,pasonagroup.co.jp,Japan,Global Staffing,20000,10k+,core,High,Major Japanese staffing conglomerate seeking international brand expansion beyond Asia.,,X07a
49,Paychex,paychex.com,USA,Payroll & PEO services,16000,10k+,core,High,"Paychex (NASDAQ: PAYX) is a major publicly traded payroll and PEO provider with over $5B in revenue serving 745,000+ clients.",yes,X07b
50,Persol Holdings,persol-group.co.jp,Japan,Global Staffing,60000,10k+,core,High,One of Asia's largest staffing conglomerates with the scale for a marquee global sponsorship.,,X07a
51,Piening Personal,piening.de,Germany,Industrial & Commercial Staffing,3500,1k-5k,core,Medium-High,One of Germany's largest family-owned staffing firms with scale to anchor a German-fanbase tie.,,X07a
52,Proman Group,proman-group.com,Switzerland,Industrial Staffing,13000,10k+,core,High,Large-scale industrial staffing group with the workforce reach to justify global sports sponsorship.,,X07a
53,Quess Corp,quesscorp.com,India,Workforce Management & Staffing,500000,10k+,core,High,"India's largest staffing company by headcount managed, with the scale to fund a global sponsorship.",yes,X07a
54,Recruit Holdings,recruit-holdings.com,Japan,HR Technology & Staffing (owns Indeed),60000,10k+,core,High,Owner of Indeed/Glassdoor with global reach and a marketing budget rivaling any F1 team partner.,yes,X07a
55,Reed Global (Reed Specialist Recruitment),reed.com,UK,Professional Recruitment,3500,1k-5k,core,High,"One of the UK's best-known recruitment brands, well matched to a British GP sponsorship platform.",,X07a
56,Resources Connection (RGP),rgp.com,USA,Consulting & Professional Staffing,3500,1k-5k,core,High,Publicly listed consulting/staffing firm with global reach into F1 host markets.,yes,X07a
57,Robert Half International,roberthalf.com,USA,Professional & Finance Staffing,14000,10k+,core,High,"F1's global, affluent audience mirrors Robert Half's white-collar candidate and client base; a category-first move among staffing rivals.",yes,X07a
58,Robert Walters plc,robertwalters.com,UK,Professional Recruitment,4500,1k-5k,core,High,Global white-collar recruiter with an international footprint matching F1's calendar of host countries.,,X07a
59,Russell Reynolds Associates,russellreynolds.com,USA,Executive Search,2500,1k-5k,core,High,Global leadership advisory firm with scale to compete for premium sports sponsorship visibility.,,X07a
60,SHL,shl.com,UK,Talent assessment,2500,1k-5k,core,High,"SHL is a 40-year-old global leader in talent assessment, working with the majority of the Fortune Global 500 — deep enterprise credibility matching F1's blue-chip sponsor roster.",yes,X07b
61,Spencer Stuart,spencerstuart.com,USA,Executive Search,2500,1k-5k,core,High,Top-tier global executive search partnership with the scale and clientele to justify F1 exposure.,,X07a
62,Staffline Group,staffline.co.uk,UK,Industrial Staffing,2500,1k-5k,core,Medium-High,UK's largest industrial staffing provider seeking brand rehabilitation and visibility.,,X07a
63,SThree plc,sthree.com,UK,STEM Recruitment,3000,1k-5k,core,High,Publicly listed STEM specialist; F1's engineering talent pool is exactly SThree's candidate market.,yes,X07a
64,Synergie SA,synergie.fr,France,Global Staffing,5500,5k-10k,core,High,Publicly listed French staffing major with pan-European reach into F1 host nations.,,X07a
65,TeamLease Services,teamlease.com,India,Staffing & Workforce Solutions,300000,10k+,core,High,Publicly listed Indian staffing leader with enormous managed headcount and brand-building ambition.,,X07a
66,TechnoPro Holdings,technoproholdings.com,Japan,Engineering Staffing,24000,10k+,core,High,Japan's largest engineering-dispatch firm; F1's engineering narrative is a direct brand match.,,X07a
67,Tempton Group,tempton.de,Germany,Industrial & Commercial Staffing,12000,10k+,core,High,"One of Germany's largest temp-staffing groups, well-capitalized for a European sponsorship platform.",,X07a
68,The Judge Group,judge.com,USA,IT & Professional Staffing,1500,1k-5k,core,Medium,Established six-decade staffing brand with revenue scale to credibly enter sports sponsorship.,,X07a
69,Toptal,toptal.com,USA,Elite freelance talent network,4000,1k-5k,core,High,"Toptal is a large, profitable, fully distributed network serving enterprise clients globally with reported revenue well over $200M, aligning with F1's premium B2B audience.",yes,X07b
70,Trenkwalder,trenkwalder.com,Austria,CEE Staffing,3000,1k-5k,core,Medium-High,Leading Central/Eastern European staffing group expanding brand reach across F1's European calendar.,,X07a
71,TriNet,trinet.com,USA,PEO / HR outsourcing,3400,1k-5k,core,High,"TriNet (NYSE: TNET) is a publicly traded PEO with over $1.2B in annual revenue serving 23,000+ small and midsize businesses — deep budget and brand credibility for premium sponsorship.",yes,X07b
72,TrueBlue Inc,trueblue.com,USA,Industrial & IT Staffing,3000,1k-5k,core,High,"Public industrial staffing leader (PeopleReady, PeopleScout) with the revenue base for major sponsorship.",yes,X07a
73,Upwork,upwork.com,USA,Freelance marketplace,3000,1k-5k,core,High,"Upwork is a publicly traded (NASDAQ: UPWK) global freelance marketplace with $700M+ revenue and a freelancer base skewing toward the affluent, mobile professionals F1 targets.",yes,X07b
74,Volt Information Sciences,volt.com,USA,IT & Engineering Staffing,3000,1k-5k,core,High,Long-standing public staffing firm with a billion-dollar revenue base for brand investment.,,X07a
75,WorkPac Group,workpac.com,Australia,Industrial & Resources Staffing,2500,1k-5k,core,Medium-High,"Australia's largest privately-owned labour-hire firm, well placed to leverage F1's Australian GP.",,X07a
76,Accurate Background,accurate.com,USA,Enterprise background screening,1500,1k-5k,funded-150m,High,"Accurate Background is one of the largest global background-screening firms, backed by major private-equity investment and serving Fortune 500 clients.",yes,X07b
77,Andela,andela.com,USA,Global tech talent network,800,250-1k,funded-150m,Medium,"Andela has raised over $180M, including from the Chan Zuckerberg Initiative, to build a global tech talent network — a growth story resonating with F1's push into new markets.",yes,X07b
78,Ashby,ashbyhq.com,USA,All-in-one recruiting software,250,250-1k,funded-150m,Medium,"Ashby has raised over $130M, including a $50M round in 2025, fast-growing recruiting software adopted by leading tech companies.",,X07b
79,Beamery,beamery.com,UK,Talent lifecycle / CRM platform,500,250-1k,funded-150m,Medium,"Beamery has raised over $200M, including a Series E at a $1B valuation, to build enterprise talent CRM software for global enterprise clients.",yes,X07b
80,Braintrust,usebraintrust.com,USA,Tech talent marketplace,150,100-250,funded-150m,Low,"Braintrust has raised over $150M and built a distinctive token-based, talent-owned marketplace model it could tell a differentiated brand story through via sponsorship.",,X07b
81,CodeSignal,codesignal.com,USA,Technical assessment & interview platform,300,250-1k,funded-150m,Medium,"CodeSignal has raised over $115M, including a $50M Series C, to build a leading technical skills-assessment platform for engineering hiring.",,X07b
82,Employ Inc.,employinc.com,USA,"Recruiting software (JazzHR, Jobvite, Lever)",500,250-1k,funded-150m,Medium,"Employ Inc., backed by Rubicon Technology Partners, unifies JazzHR, Jobvite and Lever under one platform serving thousands of SMB and mid-market recruiting teams.",,X07b
83,Fountain,fountain.com,USA,High-volume hourly hiring platform,400,250-1k,funded-150m,Medium,"Fountain has raised over $185M, including a $100M round at a $1.4B valuation, to power high-volume hourly hiring for logistics and gig-economy giants.",,X07b
84,G-P (Globalization Partners),g-p.com,USA,EOR pioneer,1000,250-1k,funded-150m,Medium,"G-P raised $150M+ as the category creator of EOR, serving global enterprise customers of the kind that track international sports sponsorships.",,X07b
85,Gem,gem.com,USA,Recruiting CRM & sourcing platform,300,250-1k,funded-150m,Medium,"Gem has raised over $145M, including a $100M Series C, to build a leading recruiting CRM used by hundreds of tech companies' talent teams.",,X07b
86,HackerRank,hackerrank.com,USA,Technical skills assessment,400,250-1k,funded-150m,Medium,"HackerRank has raised over $115M and is used by 2,500+ companies including major tech and finance firms to assess developer talent.",,X07b
87,HireVue,hirevue.com,USA,Video interviewing & assessment platform,800,250-1k,funded-150m,Medium,"HireVue has raised over $190M and serves 700+ enterprise customers with AI-driven video interviewing, giving it enterprise marketing scale.",yes,X07b
88,Instawork,instawork.com,USA,On-demand hourly staffing,600,250-1k,funded-150m,Medium,"Instawork has raised over $300M to build one of the largest flexible hourly-work marketplaces in the US, serving hospitality and logistics brands akin to F1 trackside vendors.",,X07b
89,Malt,malt.com,France,European freelance marketplace,700,250-1k,funded-150m,Medium,"Malt has raised over $180M and dominates the French/European freelance market, a strong fit for F1's European race calendar.",,X07b
90,Multiplier,usemultiplier.com,Singapore,EOR / global payroll,600,250-1k,funded-150m,Medium,Multiplier has raised $150M+ from investors including Sequoia to scale EOR across Asia and beyond — an audience overlapping with F1's fastest-growing race markets.,yes,X07b
91,Omnipresent,omnipresent.com,UK,EOR,400,250-1k,funded-150m,Medium,"Omnipresent raised $220M in a 2022 growth round to expand global employment infrastructure, giving it real marketing capacity.",yes,X07b
92,Oyster HR,oysterhr.com,UK,EOR for distributed teams,400,250-1k,funded-150m,Medium,"Oyster has raised over $220M from top VCs to power distributed hiring across 180+ countries, matching F1's global race calendar.",yes,X07b
93,Papaya Global,papayaglobal.com,Israel,Global payroll & EOR,500,250-1k,funded-150m,Medium,"Papaya Global has raised $250M+ at a reported $3.7B valuation from investors like Insight Partners, positioning it as a well-capitalized challenger in global workforce payments.",yes,X07b
94,Paradox,paradox.ai,USA,Conversational AI recruiting,500,250-1k,funded-150m,Medium,"Paradox has raised over $200M, including a round at a $1.5B valuation, for its Olivia AI recruiting assistant, used by McDonald's, CVS and other massive global employers.",yes,X07b
95,Phenom,phenom.com,USA,AI talent experience platform,2000,1k-5k,funded-150m,High,"Phenom has raised over $220M, including a round at a $1.4B valuation, to build AI-driven talent experience software for large global enterprises.",yes,X07b
96,Safeguard Global,safeguardglobal.com,USA,"Global EOR, payroll & PEO",1200,1k-5k,funded-150m,Medium,"Safeguard Global has raised over $250M, including a $300M investment from PSG, to build a global payroll and EOR platform spanning 170+ countries.",yes,X07b
97,SeekOut,seekout.com,USA,AI talent search platform,400,250-1k,funded-150m,Medium,"SeekOut has raised over $170M, including a $115M Series C at a $1.2B valuation, to power AI-driven talent sourcing for major enterprises and government agencies.",yes,X07b
98,Skuad,skuad.io,Singapore,EOR / global payroll,300,250-1k,funded-150m,Medium,"Skuad has raised over $150M, including backing from Sequoia and Anthemis, to build EOR services across 160+ countries.",yes,X07b
99,SmartRecruiters,smartrecruiters.com,USA,Enterprise ATS / hiring platform,600,250-1k,funded-150m,Medium,"SmartRecruiters has raised over $230M to build a leading enterprise hiring platform used by Visa, McDonald's and other global brands.",yes,X07b
100,TestGorilla,testgorilla.com,Netherlands,Skills-based hiring platform,300,250-1k,funded-150m,Medium,"TestGorilla has raised over $80M and grown to serve 10,000+ companies with skills-based assessments in just a few years.",,X07b
101,Traba,traba.work,USA,Industrial / warehouse staffing marketplace,300,250-1k,funded-150m,Medium,"Traba has raised over $150M, including a Series C at a $500M+ valuation, to digitize industrial staffing, a fast-growing logistics-adjacent workforce brand.",,X07b
102,Turing,turing.com,USA,AI-vetted remote developer marketplace,900,250-1k,funded-150m,Medium,"Turing has raised $150M+, backed by Foundation Capital, to build an AI-matched global developer marketplace spanning 150+ countries.",yes,X07b
103,Velocity Global,velocityglobal.com,USA,EOR / global workforce management,1000,250-1k,funded-150m,Medium,"Velocity Global has raised over $400M, including a large PE growth investment, to build global EOR infrastructure, giving it real marketing budget for a premium sports platform.",yes,X07b
104,Zenjob,zenjob.com,Germany,Student / flexible shift marketplace,500,250-1k,funded-150m,Medium,"Zenjob has raised over $80M total, including a $50M Series D, to run Germany's largest flexible-work marketplace for students, based near several European race markets.",,X07b
105,Checkr,checkr.com,USA,Background check platform,1200,1k-5k,growth-projected,High,"Checkr has raised over $500M and reached a reported $5B valuation, one of the largest background-screening platforms in the US serving thousands of enterprise clients.",yes,X07b
106,Eightfold AI,eightfold.ai,USA,AI talent intelligence platform,500,250-1k,growth-projected,High,"Eightfold AI has raised over $400M and reached a reported $2.1B valuation, one of the best-funded AI talent platforms and a strong candidate for premium sports sponsorship.",yes,X07b
107,Job&Talent,jobandtalent.com,Spain,Workforce-as-a-service platform,1500,1k-5k,growth-projected,High,"Jobandtalent has raised over $700M total, including a $500M Series E led by Kinnevik, a unicorn-scale European staffing platform with major logistics clients like DHL and IKEA.",,X07b
108,Medical Solutions,medicalsolutions.com,USA,Travel Nurse Staffing,2000,1k-5k,growth-projected,High,"Backed by a $2.3B Centerbridge/CDPQ take-private, giving Medical Solutions the capital base for a marquee sponsorship push.",,X07a
109,Remote.com,remote.com,USA,EOR / global employment,1500,1k-5k,growth-projected,High,Remote has raised $500M+ at roughly a $3B valuation and markets itself as infrastructure for global teams — a natural fit for F1's borderless brand story.,yes,X07b
110,Rippling,rippling.com,USA,EOR / global HR & IT platform,3500,1k-5k,growth-projected,High,"Rippling has raised well over $1B and is valued near $13.5B, giving it a large marketing war chest and global expansion ambitions that align with F1's international calendar.",yes,X07b
111,A.Team,a.team,USA,Tech talent collectives,150,100-250,sentiment,Low,"A.Team organizes vetted 'builder' teams for enterprise clients and has raised notable early-stage funding, positioning it as a premium tech-talent brand.",,X07b
112,Approach People Recruitment,approachpeople.com,Belgium,Multilingual / Pan-European Recruitment,150,100-250,sentiment,Low,Boutique pan-European recruiter leveraging F1's multi-country calendar for continental brand reach.,,X07a
113,Atlas HXM,atlashxm.com,USA,EOR & global payroll,800,250-1k,sentiment,Medium,Atlas HXM serves large multinational enterprise clients across 160+ countries; its enterprise-grade global payroll brand suits a high-visibility international platform like F1.,,X07b
114,Barrington James,barringtonjames.com,UK,Life Sciences Recruitment,400,250-1k,sentiment,Medium,Global life sciences recruitment specialist scaling into new regions and verticals.,,X07a
115,Battalia Winston,battaliawinston.com,USA,Executive Search,150,100-250,sentiment,Low-Medium,Long-established US executive search boutique seeking modern brand relevance.,,X07a
116,Boundless,boundlesshq.com,UK,EOR,100,100-250,sentiment,Low,Boundless is an early-stage EOR platform focused on compliant employment across Europe; a niche prospect worth tracking as it scales.,,X07b
117,Catalant,gocatalant.com,USA,Expert / consulting marketplace,100,100-250,sentiment,Low,"Catalant connects Fortune 500 companies with independent consultants and boutique firms, an enterprise audience overlapping with F1's corporate hospitality guest list.",,X07b
118,Certn,certn.co,Canada,Background check platform,200,100-250,sentiment,Low,Certn is a fast-growing North American background-screening platform serving thousands of employers with AI-driven checks.,yes,X07b
119,Cielo Talent,cielotalent.com,USA,Recruitment Process Outsourcing,2500,1k-5k,sentiment,Medium-High,Advent International-backed global RPO leader competing for enterprise employer-brand mindshare.,yes,X07a
120,CoAdvantage,coadvantage.com,USA,PEO / HR outsourcing,500,250-1k,sentiment,Medium,CoAdvantage is a leading mid-market PEO serving thousands of small and midsize businesses across the US.,,X07b
121,Codility,codility.com,UK,Technical hiring assessment platform,300,250-1k,sentiment,Low,Codility is an established technical-assessment platform used by thousands of engineering teams worldwide to screen developer talent.,,X07b
122,Compunnel Inc,compunnel.com,USA,IT Staffing,2000,1k-5k,sentiment,Medium,Established IT staffing and consulting firm expanding its enterprise brand footprint.,,X07a
123,Contra,contra.com,USA,Commission-free freelance marketplace,100,100-250,sentiment,Low,"Contra is a venture-backed, commission-free freelance platform popular with younger creative and tech talent, a demographic F1 has actively courted via Drive to Survive.",,X07b
124,Coople,coople.com,Switzerland,On-demand staffing platform,200,100-250,sentiment,Low,Coople is a leading Swiss/European on-demand staffing platform for flexible and temporary work.,,X07b
125,Cornerstone International Group,cornerstone-group.com,Canada,Executive Search Network,500,250-1k,sentiment,Medium,Global executive search alliance seeking a unifying international brand platform.,,X07a
126,Criteria Corp,criteriacorp.com,USA,Pre-employment testing,300,250-1k,sentiment,Low,"Criteria Corp provides pre-employment assessments to 4,000+ organizations, a steadily growing, profitable HR-tech firm.",,X07b
127,Crossover,crossover.com,USA,Global remote work platform,300,250-1k,sentiment,Low,"Crossover matches high-performing remote professionals with global companies, operating at scale across dozens of countries.",,X07b
128,DHR Global,dhrglobal.com,USA,Executive Search,500,250-1k,sentiment,Medium,Global boutique executive search network competing against larger sponsored search peers.,,X07a
129,Dover,dover.com,USA,Recruiting automation platform,100,100-250,sentiment,Low,Dover is a YC-backed recruiting automation startup helping companies run their hiring pipeline end-to-end.,,X07b
130,Eliassen Group,eliassen.com,USA,IT & Life Sciences Staffing,1000,250-1k,sentiment,Medium,PE-backed (New MainStream Capital) specialized staffing firm building premium brand equity.,,X07a
131,en Japan Inc,en-japan.com,Japan,HR/Recruitment Platform,1800,1k-5k,sentiment,Medium,Digital recruitment platform seeking premium brand differentiation in a crowded Japanese market.,,X07a
132,Engage PEO,engagepeo.com,USA,PEO / HR outsourcing,300,250-1k,sentiment,Low,Engage PEO is a growing Florida-based PEO serving small and midsize businesses across the Southeast US with HR and benefits outsourcing.,,X07b
133,Expert360,expert360.com,Australia,On-demand consulting talent,100,100-250,sentiment,Low,"Expert360 is Australia/NZ's largest on-demand talent marketplace for consultants, positioned near the Melbourne Grand Prix's home market.",,X07b
134,ExtensisHR,extensishr.com,USA,PEO / HR outsourcing,500,250-1k,sentiment,Medium,"ExtensisHR is a top-ranked national PEO providing HR, payroll and benefits outsourcing to thousands of SMB clients.",,X07b
135,Fetcher,fetcher.ai,USA,AI candidate sourcing,100,100-250,sentiment,Low,"Fetcher provides AI-driven outbound candidate sourcing for recruiting teams, a venture-backed challenger in the sourcing-automation space.",,X07b
136,Findem,findem.ai,USA,AI talent data platform,150,100-250,sentiment,Low,Findem has raised institutional venture funding to build an AI-driven talent data and sourcing platform for enterprise TA teams.,,X07b
137,Frank Recruitment Group,frankgroup.com,UK,Niche Tech Recruitment (Microsoft/AWS/Salesforce),1500,1k-5k,sentiment,Medium,Fast-growing PE-backed niche tech recruiter competing for premium employer-brand share of voice.,,X07a
138,G&A Partners,gnapartners.com,USA,PEO / HR outsourcing,600,250-1k,sentiment,Medium,"G&A Partners is a fast-growing regional PEO serving thousands of businesses across the US with HR, payroll and benefits outsourcing.",,X07b
139,Gigged.AI,gigged.ai,UK,AI-matched freelance tech talent,50,100-250,sentiment,Low,"Gigged.AI is an early-stage, grant-backed Scottish platform with 25,000+ contractors; small today but an emerging name in AI-driven talent matching worth early engagement.",,X07b
140,Gigpro,gigpro.com,USA,Restaurant / hospitality gig staffing,100,100-250,sentiment,Low,"Gigpro connects hospitality venues with on-demand shift workers, a category directly serving the trackside and event staffing world F1 races depend on.",,X07b
141,GigSmart,gigsmart.com,USA,On-demand labor marketplace,50,100-250,sentiment,Low,GigSmart connects local businesses with on-demand gig workers across blue-collar sectors.,,X07b
142,GoodHire,goodhire.com,USA,Background check platform,200,100-250,sentiment,Low,GoodHire is a well-known SMB-focused background-screening platform serving tens of thousands of businesses.,,X07b
143,Gun.io,gun.io,USA,Vetted developer marketplace,50,100-250,sentiment,Low,Gun.io is a boutique vetted-developer marketplace serving enterprise engineering teams.,,X07b
144,Guru.com,guru.com,USA,Freelance marketplace,50,100-250,sentiment,Low,Guru.com is a long-running freelance marketplace; a smaller legacy brand worth monitoring for growth.,,X07b
145,Harver,harver.com,Netherlands,Pre-hire assessment platform,300,250-1k,sentiment,Low,Harver provides pre-hire assessment and scheduling software for high-volume hiring at large enterprises across Europe and the US.,,X07b
146,hireEZ,hireez.com,USA,AI sourcing platform,300,250-1k,sentiment,Low,hireEZ (formerly Hiretual) has raised over $60M to build an AI outbound recruiting platform serving thousands of talent teams.,,X07b
