#,company,domain,hq_country,sector,subsector,employees_est,affordability,why_f1
106,OpenBet,openbet.com,United Kingdom,Betting & iGaming,Sportsbook platform & content provider,"~1,200","Revenue ~USD 300M (2023, within Endeavor); acquired by OB Global for USD 450M (2024) with expansion mandate",Powers many of the world's largest sportsbooks; under new ownership seeking brand elevation - team-level F1 hospitality is the classic B2B platform play
107,PMU,pmu.fr,France,Betting & iGaming,Horserace & sports betting operator (mutuel),"~1,000",Net gaming revenue ~EUR 1.1B on ~EUR 8B+ stakes (2023); profitable state-adjacent operator with long sponsorship history,Racing heritage brand seeking younger bettors; motorsport is a natural adjacency and a French-team-level partnership (e.g. Alpine) is an on-brand domestic play
108,Pollard Banknote,pollardbanknote.com,Canada,Betting & iGaming,Lottery instant-ticket & iLottery supplier,"~2,300","Revenue ~CAD 566M (~USD 415M, FY2024, TSX: PBL), profitable",Top-two global instant-ticket supplier courting lottery commissions worldwide; team-level F1 co-branding/hospitality supports government-client wins and licensed-game IP
109,PrizePicks,prizepicks.com,United States,Betting & iGaming,Daily fantasy / pick'em operator,~500,Reported revenue >USD 500M and profitable (2024); largest independent DFS operator with MLB/NBA team partnerships >USD 1M/yr,"Young, sports-obsessed US user base and a need for mainstream-brand legitimacy; F1's booming US audience via a team-level deal fits its category-building spend"
110,Rush Street Interactive (BetRivers / RushBet),rushstreetinteractive.com,United States,Betting & iGaming,Online casino & sportsbook operator (US + LatAm),"~1,800","Revenue ~USD 924M, first full-year profitability (FY2024, NYSE: RSI)",US iGaming leader also #1 online operator in Colombia (RushBet) and live in Mexico/Peru; a team-level F1 deal uniquely covers both its US and LatAm markets
111,Scientific Games,scientificgames.com,United States,Betting & iGaming,"Lottery systems, instant games & iLottery provider","~3,400","Revenue ~USD 1.2B (2024 est.), profitable; owned by Brookfield Business Partners (acquired USD 5.8B, 2022)",Serves 130+ lottery clients globally; team-level F1 branding and paddock hospitality is a proven B2B vehicle for government-client relationship building
112,SkyCity Entertainment Group,skycityentertainmentgroup.com,New Zealand,Betting & iGaming,"Casino operator (NZ/Australia, incl. online)","~4,000","Revenue ~NZD 930M (~USD 560M, FY2024, NZX/ASX listed)",ANZ casino operator entering NZ's new regulated online casino market (2026); team-level F1 (Lawson/Hartley-era Kiwi interest) offers premium brand reach for its launch
113,Sportradar,sportradar.com,Switzerland,Betting & iGaming,Sports betting data & integrity provider,"~4,200","Revenue ~EUR 1.1B, profitable (FY2024, NASDAQ: SRAD)","Former F1 betting-data supplier (role passed to ALT Sports Data in 2025, so no current F1 deal); a team-level partnership re-establishes motorsport credentials and B2B visibility"
114,Superbet Group,superbet.com,Romania,Betting & iGaming,Omnichannel sportsbook & casino (CEE + Brazil),"~4,500","Revenue >EUR 1B (2024), profitable; Blackstone-backed (EUR 175M investment) and spending heavily on Brazil launch","Aggressive multi-market expansion (Romania, Poland, Belgium, Brazil) needs one global brand vehicle; team-level F1 deal covers CEE and LatAm growth markets in one buy"
115,Svenska Spel,svenskaspel.se,Sweden,Betting & iGaming,State betting & lottery operator,"~1,500","Revenue ~SEK 8.9B (~USD 850M, FY2023), profitable; Sweden's largest sports sponsor (football/ice hockey national teams)",Already the country's biggest sports sponsor defending share in an open license market; a team-level motorsport property extends reach to bettors it loses to private brands
116,Tabcorp,tabcorp.com.au,Australia,Betting & iGaming,Wagering & media operator (TAB),"~4,000","Revenue ~AUD 2.3-2.4B (FY2024, ASX: TAH); major Australian sports wagering partnerships (incl. NFL Australia)","No current F1/AGP wagering deal found; defending TAB brand against Sportsbet/Ladbrokes, and the Melbourne GP audience is its home turf - team-level or AGP-level deal both plausible"
117,The Lottery Corporation,thelotterycorporation.com,Australia,Betting & iGaming,Lottery & Keno operator (The Lott),"~1,700","Revenue ~AUD 3.5B+, NPAT ~AUD 400M (FY2024, ASX: TLC)",Australia's lottery monopoly with huge marketing budgets and a digital-growth agenda; team-level F1 aligns with the Melbourne GP moment and a mass-market adult audience
118,Tipico Group,tipico.com,Malta,Betting & iGaming,Sportsbook operator (Germany/Austria market leader),"~1,500-2,000","Est. revenue >EUR 1B GGR, highly profitable (CVC-backed, ~2023); long-time FC Bayern and Bundesliga betting partner at 8-figure spend","German market leader with no F1 presence as German F1 interest rebounds (Audi entry 2026); team-level deal viable since gambling category is team-sold, not centrally locked"
119,Tipsport Group,tipsport.cz,Czechia,Betting & iGaming,Sportsbook operator (Czechia/Slovakia leader),"~2,500","GGR ~CZK 10B+ (~USD 450M, ~2023), consistently profitable; funds Tipsport Extraliga naming rights and league sponsorships >USD 1M/yr","CEE market leader with proven naming-rights appetite; team-level partnership elevates the brand as regulated competition (Betano, Fortuna) intensifies"
120,Totalizator Sportowy (LOTTO Polska),totalizator.pl,Poland,Betting & iGaming,State lottery & online casino operator,"~2,300","Sales >PLN 25B stakes with GGR well above USD 500M (2023), profitable state monopoly; long-running LOTTO sports sponsorships",Poland's state gaming champion with existing sports portfolio; team-level F1 rides surging Polish motorsport interest and reaches its online casino monopoly audience
121,Underdog,underdogfantasy.com,United States,Betting & iGaming,Daily fantasy sports & pick'em operator,~500,"Projected revenue ~USD 500M (2025); USD 70M round at USD 1.2B+ valuation (Mar 2025), official MLB DFS partner",Challenger brand out-marketing bigger rivals with sports partnerships; F1's young US growth demo via a team-level deal extends its content-led acquisition engine
122,Veikkaus,veikkaus.fi,Finland,Betting & iGaming,National lottery & betting operator,"~1,000","GGR ~EUR 1.0B (2023), profitable state operator now preparing for Finland's 2026-27 license-market opening","Facing open competition from 2027, needs brand defense; Finland's deep F1 culture (Bottas, Hakkinen heritage) makes a team-level deal a high-affinity retention play"
123,Winamax,winamax.fr,France,Betting & iGaming,Online poker & sports betting operator,~700,Profitable market leader in French online poker; est. revenue EUR 400M+ (~2023) with multi-club Ligue 1/La Liga shirt sponsorships >USD 1M/yr,Proven shirt-deal buyer in France and Spain; team-level branding (category restrictions preclude F1 global deals) suits its irreverent challenger-brand marketing
124,BellRing Brands (Premier Protein),bellring.com,United States,"Beverages, Food & CPG",Protein shakes / nutrition,"~2,500","NYSE-listed; revenue ~$2.0B (FY2024), profitable",Category leader in RTD protein wants mainstream sports credibility; athlete-performance narrative plus retail displays
125,Black Rifle Coffee Company,blackriflecoffee.com,United States,"Beverages, Food & CPG",Coffee / RTD coffee,"~700-1,000",NYSE-listed; revenue ~$396M (2023),Growing US motorsport fanbase overlap; RTD energy-coffee line suits race-weekend retail and military/veteran US GP activations
126,BrewDog,brewdog.com,United Kingdom,"Beverages, Food & CPG",Craft beer,"~2,000",Revenue ~£321M (2023),Attention-seeking challenger marketing DNA; bars in F1 cities and alcohol-free Punk AF for track-side rights
127,Campari Group,camparigroup.com,Italy,"Beverages, Food & CPG",Spirits / aperitifs,"~4,900","Milan-listed; revenue ~€3.0B (2024), profitable",Aperol/Espolon global push; race-weekend bar takeovers and terrace culture fit F1's lifestyle audience; no current F1 deal
128,Carabao Group,carabaogroup.com,Thailand,"Beverages, Food & CPG",Energy drinks,"~1,500-2,000","SET-listed; revenue ~THB 25B (~$700M, 2023), profitable; proven $1M+/yr sports spend (EFL Carabao Cup title)",Already buys global football sponsorship for Western reach; F1 extends brand into Europe/Middle East ahead of Red Bull rivalry
129,Chobani,chobani.com,United States,"Beverages, Food & CPG",Yogurt / coffee / better-for-you CPG,"~2,500-3,000",Revenue ~$2.5B+ (2024); raised $650M growth funding (Oct 2024),Scaling into beverages (La Colombe); health-forward global audience play and US GP retail programs
130,Clase Azul Mexico,claseazul.com,Mexico,"Beverages, Food & CPG",Ultra-premium tequila,"~1,500-2,000","Private; est. revenue $500M+ (2023), highly profitable ultra-premium pricing",Mexico City GP home race; luxury hospitality (Paddock Club pours) and US/Middle East expansion
131,Congo Brands (PRIME Hydration),congobrands.com,United States,"Beverages, Food & CPG",Hydration / energy drinks,"~800-1,200",PRIME hit ~$1.2B retail sales (2023); est. company revenue >$500M (2024),"Creator-driven Gen Z brand needs global credibility platforms; already spends big on sports (UFC, Arsenal, Barcelona)"
132,Duvel Moortgat,duvelmoortgat.com,Belgium,"Beverages, Food & CPG",Beer (craft/premium),"~2,000","Private; revenue ~€740M (2023), profitable","Spa GP home race; premium craft portfolio (Duvel, Vedett) for European race-weekend hospitality"
133,Edrington (The Macallan),edrington.com,United Kingdom,"Beverages, Food & CPG",Premium spirits (Scotch),"~3,000","Revenue ~£1.1B core (FY2024), profitable",Ultra-premium Macallan targets same HNW collectors as F1 Paddock Club; limited-edition race liveries/bottlings
134,Familia Torres,torres.es,Spain,"Beverages, Food & CPG",Wine / brandy,"~1,300","Private; revenue ~€300M (2023), profitable, sold in 150 countries",Madrid/Barcelona GP home races; premium wine + 0.0% Natureo range for hospitality and retail tie-ins
135,Fever-Tree,fever-tree.com,United Kingdom,"Beverages, Food & CPG",Premium mixers,~500-700,LSE-listed; revenue ~£364M (2023); Molson Coors US partnership (2025),"Official-mixer style deal fits F1 hospitality (G&T terrace culture); proven premium sports sponsor (tennis, cricket); no F1 deal"
136,Fifth Generation (Tito's Handmade Vodka),titosvodka.com,United States,"Beverages, Food & CPG",Spirits (vodka),"~1,500","Est. revenue >$1B, profitable; proven multi-million sports sponsorship spend (golf, tennis, NHL)",US spirits leader seeking global expansion; bar pours across Miami/Austin/Vegas GPs; heavy activation category
137,Grupo Penaflor,grupopenaflor.com.ar,Argentina,"Beverages, Food & CPG",Wine,"~2,500","Private; est. revenue ~$400M+, largest Argentine wine exporter, profitable",Colapinto-driven Argentine F1 fever; Trapiche premium wines for hospitality and LatAm race activations
138,Heaven Hill Brands,heavenhill.com,United States,"Beverages, Food & CPG",Spirits (bourbon),"~1,800","Private; est. revenue ~$800M, profitable; established sports sponsorship spend",American whiskey global boom; Austin/Miami GP home-turf hospitality plus travel-retail exclusives
139,Hell Energy,hellenergy.com,Hungary,"Beverages, Food & CPG",Energy drinks,"~2,000","Est. revenue ~€400M+ (2023), sold in 60+ countries; profitable with heavy sports sponsorship (boxing, football)",Former Williams F1 sponsor (2009) seeking global stage vs Red Bull; Hungarian GP home-race angle; not a current F1 sponsor
140,Henkell Freixenet,henkell-freixenet.com,Germany,"Beverages, Food & CPG",Sparkling wine / cava,"~3,500","Revenue ~€1.2B (2023), profitable (Oetker Group backing)",Podium-adjacent sparkling category with Ferrari Trento's slot contested; global cava/prosecco portfolio for race hospitality
141,illycaffe,illy.com,Italy,"Beverages, Food & CPG",Premium coffee,"~1,400","Revenue ~€600M (2023), profitable; Rhone Capital minority investment (2021)",Italian premium-lifestyle brand; Paddock Club hospitality pours and travel-retail tie-ins across 140 markets
142,La Martiniquaise-Bardinet,la-martiniquaise.com,France,"Beverages, Food & CPG","Spirits (Label 5, Poliakov)","~3,000","Private; revenue ~€1.4B (2023), profitable",France's #2 spirits group with global whisky/vodka brands needing international brand-building vs Pernod/Diageo
143,Liquid Death,liquiddeath.com,United States,"Beverages, Food & CPG",Water / functional beverages,~250-350,"Revenue ~$333M (2024); raised $67M (2024) at $1.4B valuation, ~$270M total funding",Marketing-first challenger chasing culturally loud global platforms; race-weekend merch and non-alc bar activations
144,Living Essentials (5-hour Energy),5hourenergy.com,United States,"Beverages, Food & CPG",Energy shots,~500,"Est. retail sales ~$1B/yr; highly profitable; long history of motorsport sponsorship (NASCAR, IndyCar) >$1M/yr","Proven motorsport spender; F1's US boom (Miami, Austin, Vegas) matches core convenience-retail footprint"
145,Loacker,loacker.com,Italy,"Beverages, Food & CPG",Confectionery / wafers,"~1,000","Private; revenue ~€400M (2023), profitable, sold in 100+ countries",Italian family brand with global travel-retail strength; Monza home race and airport/race-city sampling
146,Mahou San Miguel,mahou-sanmiguel.com,Spain,"Beverages, Food & CPG",Beer,"~4,000","Private; revenue ~€1.9B (2023), profitable; long sports sponsorship record (LaLiga clubs)",Madrid GP debuts 2026 — home-race beer rights play; Alonso/Sainz fanbase; 0.0 line for alcohol-free activation
147,Mark Anthony Group (White Claw),markanthony.com,Canada,"Beverages, Food & CPG",RTD / hard seltzer,"~1,500-2,500","Private; est. revenue >$3B, profitable; major sports marketing spend",White Claw's young social drinkers match F1's new US/Gen Z audience; huge race-weekend RTD sampling potential
148,Massimo Zanetti Beverage Group (Segafredo),mzb-group.com,Italy,"Beverages, Food & CPG",Coffee,"~3,000","Revenue ~€1.0B (2023), profitable family group","Segafredo has motorsport heritage (McLaren 1980s, 2014-16, not current); global cafe network for race-city activations"
149,Mast-Jaegermeister,mast-jaegermeister.de,Germany,"Beverages, Food & CPG",Spirits (liqueur),"~1,000","Revenue ~€500M+ (2023), profitable; long history of motorsport sponsorship >$1M/yr",Iconic orange F1 livery heritage (70s-80s) primed for revival; nightlife shot culture matches race-city activations
150,Nutrabolt (C4 Energy),nutrabolt.com,United States,"Beverages, Food & CPG",Energy drinks / sports nutrition,"~600-1,000","Est. revenue >$500M; Keurig Dr Pepper paid $863M for 30% stake (2022, ~$3B valuation)",Performance-energy positioning built for motorsport; young male audience overlap and race-weekend sampling/retail activation
151,Oatly,oatly.com,Sweden,"Beverages, Food & CPG",Oat milk / plant-based,"~1,500",NASDAQ-listed; revenue ~$824M (2024),Irreverent global marketing brand; barista partnerships across F1 hospitality and sustainability storyline
152,Olipop,drinkolipop.com,United States,"Beverages, Food & CPG",Functional soda,~250-400,Revenue ~$400M+ (2024); raised $50M Series C (Feb 2025) at $1.85B valuation,Better-for-you soda scaling internationally; young health-conscious F1 audience and grid-side sampling
153,"Osotspa (M-150, Shark)",osotspa.com,Thailand,"Beverages, Food & CPG",Energy drinks / functional beverages,"~3,500-4,000","SET-listed; revenue ~THB 26B (~$750M, 2023), profitable",APAC energy-drink leader with international ambitions; F1's Asian races give activation-heavy retail tie-ins
154,Paulig,pauliggroup.com,Finland,"Beverages, Food & CPG",Coffee / Tex-Mex CPG,"~2,300","Revenue ~€1.1B (2023), profitable family-owned group",Nordic driver fanbases (Bottas heritage markets); coffee + Santa Maria snacking brands for hospitality and retail tie-ins
155,Radico Khaitan,radicokhaitan.com,India,"Beverages, Food & CPG","Spirits (Magic Moments, Rampur)","~3,500","NSE-listed; net revenue ~$550M (FY2025), profitable",Premiumizing Indian spirits house chasing global luxury image; F1's huge young Indian fanbase without a home race
156,Remy Cointreau,remy-cointreau.com,France,"Beverages, Food & CPG",Premium spirits (cognac),"~1,900","Euronext-listed; revenue ~€1.0B (FY2025), profitable",Luxury cognac needs younger global HNW audience; podium/hospitality luxury positioning as LVMH locks rivals out
157,Royal Unibrew,royalunibrew.com,Denmark,"Beverages, Food & CPG",Beer / energy / soft drinks,"~3,000","Copenhagen-listed; revenue ~DKK 13B (~$1.9B, 2023), profitable","Multi-beverage portfolio (Faxe, Cult energy) with export focus; Nordic F1 fandom and 0.0/energy activation angles"
158,"Sazerac Company (Fireball, Buffalo Trace)",sazerac.com,United States,"Beverages, Food & CPG",Spirits,"~2,500","Private; est. revenue >$1B, profitable; large marketing/sponsorship budgets",Fireball's party-activation playbook fits race weekends; Buffalo Trace premium tier for hospitality
159,Stock Spirits Group,stockspirits.com,United Kingdom,"Beverages, Food & CPG",Spirits (Central Europe),"~1,200-1,500","CVC-owned; revenue ~€700M after Clement/Dugas acquisitions (2023), profitable",Building pan-European premium portfolio; F1 reach across Poland/Czech/Italy fanbases hungry for a home hero
160,The Simply Good Foods Company,thesimplygoodfoodscompany.com,United States,"Beverages, Food & CPG","Nutrition snacking (Quest, Atkins, OWYN)","~1,900","NASDAQ-listed; revenue ~$1.4B (FY2024), profitable",Quest protein snacks target fitness-minded young consumers; sampling + RTD shakes suit paddock performance story
161,The Vita Coco Company,thevitacococompany.com,United States,"Beverages, Food & CPG",Coconut water / hydration,~600-800,"NASDAQ-listed; revenue $516M (2024), profitable",Hydration story fits athlete performance; global distribution matches F1 calendar markets
162,Utz Brands,utzsnacks.com,United States,"Beverages, Food & CPG",Salty snacks,"~3,500","NYSE-listed; revenue ~$1.4B (2024), profitable",Snacking is an activation-heavy race-weekend category; national expansion needs big cultural platforms (US GPs)
163,Vina Concha y Toro,conchaytoro.com,Chile,"Beverages, Food & CPG",Wine,"~3,000-3,500","Santiago-listed; revenue ~$950M (2023), profitable; past global sports sponsorship (Man Utd) >$1M/yr",Casillero del Diablo proved global sport works for wine; F1 gives LatAm brand premium worldwide reach
164,A10 Networks,a10networks.com,United States,Cybersecurity,DDoS defense & application security,"~1,300","Revenue ~$260M (2024), NYSE-listed, consistently profitable",Already an active pro-sports sponsor (NHL San Jose Sharks) seeking global reach; proven cyber F1 category and service-provider buyers concentrated at flyaway races.
165,Abnormal AI,abnormal.ai,United States,Cybersecurity,Email & cloud account security (AI),"~1,100",Raised $250M Series D (Aug 2024) at $5.1B valuation,"Hyper-growth AI security brand chasing global enterprise logos; F1's data/AI narrative and paddock hospitality fit, in a category already proven by Darktrace-McLaren."
166,Armis,armis.com,United States,Cybersecurity,Asset intelligence / OT & IoT security,"~1,000","Raised $200M (Oct 2024) at $4.2B valuation; ARR >$250M, IPO-track",Connected-asset security maps directly to an F1 team's sensor-covered operation; pre-IPO brand push in a proven cyber category.
167,Barracuda Networks,barracuda.com,United States,Cybersecurity,"Email, network & application security","~2,300","Revenue ~$700M est., KKR-owned",Prior big-league motorsport sponsor (IndyCar team naming rights) with proven appetite; mid-market cyber brand that can leverage F1's global reach.
168,BeyondTrust,beyondtrust.com,United States,Cybersecurity,Privileged access management (identity),"~1,700","ARR >$400M (2024), Francisco Partners/Clearlake-backed","Direct competitor set (Keeper, 1Password, CyberArk/PANW) is all over F1; hospitality-led selling to identity buyers plus competitor pressure make the case."
169,Black Duck Software,blackduck.com,United States,Cybersecurity,Application security testing,"~2,000","Revenue ~$500M+ (2024 Synopsys SIG carve-out), Clearlake/Francisco-backed",Newly independent appsec leader that must rebuild brand fast; F1's software-defined-car era gives appsec a natural story in a proven category.
170,Chainguard,chainguard.dev,United States,Cybersecurity,Software supply chain security,~500,Raised $356M Series D (Apr 2025) at $3.5B valuation,"Heavily funded appsec/supply-chain leader building a developer-to-CISO brand; F1's engineering-excellence story fits, in a sponsorship category cyber has validated."
171,Claroty,claroty.com,United States,Cybersecurity,Cyber-physical systems / OT security,~750,Raised $150M Series F (Jan 2026) at ~$3B; ~$885M total raised,Cyber-physical security is literally what an F1 car-and-garage runs on; fresh IPO-track funding and a proven cyber category with no OT rival on the grid.
172,Commvault,commvault.com,United States,Cybersecurity,Cyber resilience & data protection,"~3,300","Revenue ~$1.0B (FY2025), NASDAQ-listed, profitable",Direct competitor Rubrik just signed with McLaren F1 (Jan 2026) — immediate category pressure; profitable at $1B scale with global enterprise buyers.
173,Cribl,cribl.io,United States,Cybersecurity,Security data pipeline / telemetry,~800,Raised $319M Series E (Aug 2024) at $3.5B; ARR >$200M,F1's data-torrent story is a literal product demo for telemetry pipelines; well-funded pre-IPO brand in a proven cyber sponsorship category.
174,Cyera,cyera.com,United States,Cybersecurity,Data security posture management (AI),~600,Raised $540M (Jun 2025) at $6B valuation; >$1.2B total raised,"One of cyber's fastest-funded companies, needing global brand at AI speed; F1 is the proven premium stage for exactly this stage of scale-up."
175,Delinea,delinea.com,United States,Cybersecurity,Privileged access management (identity),"~2,000","ARR ~$400M (2024 est.), profitable, TPG-owned","Identity security is now an F1 category (Keeper-Williams, 1Password-Red Bull); Delinea is the scaled PAM rival without a grid presence."
176,DigiCert,digicert.com,United States,Cybersecurity,PKI / digital trust & certificates,"~1,600","Revenue ~$600M est., Clearlake/TA/Crosspoint-owned",'Digital trust' message maps neatly to F1's connected-car/data story; profitable scale player in a proven cyber category with no grid rival in PKI.
177,Entrust,entrust.com,United States,Cybersecurity,"Identity, payments & data security","~2,900","Revenue ~$900M est. (2024), privately held (Quandt family)","Identity is a proven F1 category (Keeper, 1Password); Entrust's global bank/government buyers are exactly who F1 Paddock Club hospitality convenes."
178,Forcepoint,forcepoint.com,United States,Cybersecurity,Data security / SSE,"~1,700","Revenue ~$500M+ est. (2024), Francisco Partners-owned",Established data-security vendor seeking renewed global relevance; cyber is a proven F1 category and F1 hospitality suits its government/enterprise buyers.
179,Fortra,fortra.com,United States,Cybersecurity,"Data protection, offensive security & automation","~3,000","Revenue ~$800M est., PE-owned (TA Associates/HGGC/Charlesbank)","Rolled-up portfolio (Digital Guardian, Cobalt Strike, GoAnywhere) needing one global brand; F1 is a proven vehicle for exactly that consolidation story."
180,Gigamon,gigamon.com,United States,Cybersecurity,Network visibility / deep observability,"~1,100","ARR >$400M (2024), Elliott/Siris-owned, profitable",Telemetry-and-visibility positioning mirrors F1's data obsession; profitable scale with a proven cyber sponsorship category and no direct rival on the grid.
181,Halcyon,halcyon.ai,United States,Cybersecurity,Anti-ransomware platform,~300,Raised $100M (Jan 2025) at $1B valuation; >$270M total raised,Single-issue ransomware brand with fresh unicorn funding; F1 offers instant global CISO awareness in a proven cyber sponsorship category.
182,Huntress,huntress.com,United States,Cybersecurity,Managed detection & response (MDR),~600,Raised $150M Series D (Jun 2025) at ~$1.56B valuation,Fast-scaling MDR brand with a challenger identity; cyber is a proven F1 category and rival Arctic Wolf just took the Alpine F1 cybersecurity slot.
183,Imprivata,imprivata.com,United States,Cybersecurity,Healthcare identity & access management,"~1,500","Revenue ~$400M est., Thoma Bravo-owned",Profitable identity vendor expanding beyond healthcare; identity is a validated F1 category and hospitality suits its executive-level health-system buyers.
184,Infoblox,infoblox.com,United States,Cybersecurity,DNS / network security (Protective DNS),"~2,100","Revenue ~$700M est., Vista Equity/Warburg Pincus-owned",Profitable networking-security incumbent with low brand salience; F1's uptime-critical infrastructure story and CIO hospitality suit its sales motion.
185,Island,island.io,United States,Cybersecurity,Enterprise browser security,~500,Raised $250M (Mar 2025) at $4.8B valuation; ~$730M total raised,Category-creating unicorn that must build global enterprise awareness fast; F1 offers the premium B2B stage cyber brands have repeatedly validated.
186,Ivanti,ivanti.com,United States,Cybersecurity,"Endpoint & network access security, ITSM","~2,700","Revenue ~$1B est., Clearlake Capital-owned",Needs a trust-rebuilding brand play after high-profile CVEs; F1's reliability-under-pressure narrative and CIO hospitality access fit a proven cyber category.
187,KnowBe4,knowbe4.com,United States,Cybersecurity,Security awareness / human risk management,"~1,900","ARR ~$450M+ (2024 est.), profitable, Vista Equity-owned","Consumer-friendly brand voice suits mass-reach F1 audiences; profitable at scale with history of splashy marketing, in a proven cyber category."
188,NetScout Systems,netscout.com,United States,Cybersecurity,DDoS protection & network performance,"~2,200","Revenue ~$820M (FY2025), NASDAQ-listed, profitable",Network performance + DDoS story fits F1's zero-downtime broadcast/ops narrative; profitable public company able to fund multi-year hospitality-led deals.
189,Netskope,netskope.com,United States,Cybersecurity,SASE / cloud security (SSE),"~3,300",Revenue >$550M ARR; Nasdaq IPO Sept 2025 raised ~$900M,Newly public SASE leader needing brand build vs Palo Alto and Cato (both F1/motorsport-active); cyber is a validated F1 category with hospitality-led enterprise selling.
190,Persona,withpersona.com,United States,Cybersecurity,Identity verification & fraud prevention,~400,Raised $200M Series D (Apr 2025) at $2B valuation,Identity verification rides the AI-fraud wave; identity is a validated F1 category and F1's global digital fanbase mirrors its customers' user bases.
191,Ping Identity,pingidentity.com,United States,Cybersecurity,Identity & access management,"~1,800","Revenue ~$650M est. (with ForgeRock), Thoma Bravo-owned",Enterprise IAM leader whose identity-category rivals already bought into F1; hospitality-led selling to Fortune 500 identity buyers fits perfectly.
192,Proofpoint,proofpoint.com,United States,Cybersecurity,Email security & human risk,"~4,500","Revenue ~$1.5B+ (2024 est.), Thoma Bravo-owned, pre-IPO scale",Billion-dollar vendor prepping a return to public markets; F1 delivers global brand lift and CISO hospitality in a category proven by smaller rivals on the grid.
193,Qualys,qualys.com,United States,Cybersecurity,Cloud security & compliance,"~2,500","Revenue ~$610M (2024), highly profitable, NASDAQ-listed",Strongly profitable challenger brand in a proven F1 cyber category; needs global awareness lift vs grid-present rivals and sells to the CIO/CISO audience F1 hospitality convenes.
194,Rapid7,rapid7.com,United States,Cybersecurity,Detection & response / vulnerability management,"~2,500","Revenue ~$840M (2024), NASDAQ-listed",Proven F1 cyber category with direct competitor CrowdStrike on the grid; global paddock hospitality fits its enterprise SecOps sales motion.
195,ReliaQuest,reliaquest.com,United States,Cybersecurity,Managed detection & response / security operations,"~1,200",Raised >$500M (Mar 2025) at $3.4B valuation; ARR >$300M,Already a marquee US sports sponsor (ReliaQuest Bowl) with demonstrated seven-figure appetite; F1 extends that playbook globally as rival Arctic Wolf joins Alpine.
196,RSA Security,rsa.com,United States,Cybersecurity,Identity & access management / risk,"~2,700","Revenue ~$700M est., STG/Ontario Teachers'-backed",Storied brand seeking modern relevance vs grid-present identity rivals; global CISO recognition plus F1 hospitality suits its install-base upsell motion.
197,SailPoint,sailpoint.com,United States,Cybersecurity,Identity security / governance,"~2,600",Revenue ~$860M (FY2025); re-listed on Nasdaq Feb 2025,Newly re-public identity leader needing brand elevation; identity security is a validated F1 category and its buyers are classic Paddock Club guests.
198,Sumo Logic,sumologic.com,United States,Cybersecurity,Cloud SIEM & security analytics,~800,"Revenue ~$300M+ (2024 est.), Francisco Partners-owned",Log-analytics-at-race-pace is a natural F1 narrative; needs brand differentiation vs Splunk/CrowdStrike in a category F1 has proven.
199,Tailscale,tailscale.com,Canada,Cybersecurity,Zero-trust networking / VPN mesh,~250,Raised $160M Series C (Apr 2025) at ~$1.5B valuation,Developer-loved network security brand moving into enterprise; F1 tech partnerships are a proven fast-lane for exactly this credibility jump.
200,Tanium,tanium.com,United States,Cybersecurity,Endpoint management & security (XEM),"~2,000","ARR >$600M (2024 est.), private at ~$9B valuation",Big-ticket endpoint player with no motorsport footprint while CrowdStrike owns the Mercedes garage; F1's precision-at-scale story maps to converged endpoint management.
201,Tenable,tenable.com,United States,Cybersecurity,Exposure & vulnerability management,"~1,900","Revenue ~$900M (2024), NASDAQ-listed","Cyber is a proven F1 category (CrowdStrike, Keeper, Bitdefender); F1 hospitality suits CISO-level enterprise selling and rivals Rapid7/Qualys have no grid presence to counter."
202,Trellix,trellix.com,United States,Cybersecurity,XDR / endpoint & network security,"~3,400","Revenue ~$1.5B+ est. (McAfee Enterprise+FireEye merger), STG-owned",Needs brand rebuild post-merger against CrowdStrike's Mercedes-fueled visibility; large XDR install base to entertain via F1 hospitality.
203,Vanta,vanta.com,United States,Cybersecurity,Trust management / compliance automation,"~1,000","Raised $150M (Jul 2025) at $4.15B valuation, atop $150M in 2024",Well-funded category creator moving upmarket; F1 offers instant global B2B brand credibility in a proven cyber category with C-suite hospitality access.
204,Varonis Systems,varonis.com,United States,Cybersecurity,Data security & DSPM,"~2,400","Revenue ~$560M (2024), NASDAQ-listed","Data-security leader riding the AI-data-governance wave; proven F1 cyber category, hospitality-led enterprise selling, and no DSPM rival on the grid yet."
205,ADATA Technology,adata.com,Taiwan,"Electronics, Gaming & Esports","Memory, storage & XPG gaming brand","~1,100","TWSE-listed; revenue ~NT$37B (~US$1.1B) 2024, profitable",XPG gaming sub-brand already sponsors esports; F1 gives global stage vs. larger memory rivals.
206,Anker Innovations,anker.com,China,"Electronics, Gaming & Esports","Charging, audio (Soundcore) & smart devices","~4,500","Shenzhen-listed; revenue ~RMB 24.7B (~US$3.4B) 2024, profitable",Global consumer brand build beyond Amazon; charging/power tech placement and Soundcore youth audience fit.
207,ASRock,asrock.com,Taiwan,"Electronics, Gaming & Esports",Motherboards & graphics cards,"~1,000","TWSE-listed (Pegatron group); revenue ~US$2B (2024), profitable and growing on servers/GPU boards","Challenger brand vs. Asus/MSI wanting global awareness; PC-DIY audience skews young male, heavy sim-racing overlap."
208,Audio-Technica,audio-technica.com,Japan,"Electronics, Gaming & Esports",Headphones & audio,"~1,300","Private; est. revenue ~US$500-600M, long-standing profitable global audio brand",Japanese heritage audio brand courting younger global buyers; Suzuka tie-ins and driver-lifestyle headphone placement.
