#,company,domain,hq_country,niche,employees_est,size_band,tag,affordability,why_f1,already_in_master,source_batch
18,Asyad Group,asyad.om,Oman,"State logistics, ports & shipping champion",5000,1k-5k,core,Wholly owned by the Omani sovereign wealth fund (Oman Investment Authority),Ports-and-logistics scale mirrors F1's global freight and supply-chain operation.,,X08a
19,Azadea Group,azadea.com,Lebanon,"Franchise retail group (Zara, Mango, Sephora across the Gulf)","10,000+",5k-10k,core,High — large regional franchise retail operator,Major Gulf fashion/beauty franchisee with broad consumer reach; no existing F1 sponsorship.,,X08b
20,Bahri (National Shipping Company of Saudi Arabia),bahri.sa,Saudi Arabia,National shipping & maritime logistics giant,1500,1k-5k,core,PIF/state-anchor-owned; one of the Gulf's largest shipping companies,Global shipping and logistics footprint mirrors F1's freight/logistics sponsorship category.,yes,X08a
21,Bank Muscat,bankmuscat.com,Oman,Oman's largest bank,3500,1k-5k,core,Omani state pension funds among top shareholders; largest bank in the sultanate by assets,Flagship national bank fits a banking-partner sponsorship slot targeting the Gulf business audience.,,X08a
22,Bapco Energy (Bahrain Petroleum Company),bapco.net,Bahrain,Bahrain state oil & refining champion,4000,1k-5k,core,Wholly owned by the Kingdom of Bahrain; the country's founding national energy company,State energy champion fits the fuel/energy sponsorship category on the Bahrain GP weekend.,,X08a
23,beIN Media Group,bein.com,Qatar,Qatar-owned global sports broadcaster,3000,1k-5k,core,Wholly owned by a member of Qatar's ruling family; broadcasts F1 across MENA and other regions,Existing F1 broadcast-rights relationship is a natural base to expand into a branded sponsorship.,,X08a
24,Beyon (Batelco Group),beyon.com,Bahrain,Bahrain telecom national champion,3000,1k-5k,core,Bahrain government-majority owned; kingdom's original and largest telecom operator,National telecom champion could anchor a connectivity sponsorship on the Bahrain GP weekend.,yes,X08a
25,Chalhoub Group,chalhoubgroup.com,UAE,"Luxury goods and retail distributor (LVMH, Chanel partner in the Gulf)","10,000+",5k-10k,core,High — major private luxury retail conglomerate,Dominant Gulf luxury retail partner for global fashion houses; no existing F1 sponsorship despite F1's luxury-audience overlap.,,X08b
26,DAMAC Hospitality,damacproperties.com,UAE,Hospitality arm of listed developer DAMAC (Cavalli-branded properties),"1,000-5,000",1k-5k,core,"High — publicly listed developer, luxury brand positioning","Publicly listed developer known for celebrity/luxury branding tie-ins (Cavalli, Versace); no existing F1 sponsorship.",,X08b
27,DEWA (Dubai Electricity & Water Authority),dewa.gov.ae,United Arab Emirates,Utilities national champion,11000,10k+,core,Wholly owned by Dubai government; one of the world's largest listed utilities,Utility-and-sustainability story fits F1's energy-transition sponsorship narrative.,,X08a
28,Diriyah Company,diriyah.sa,Saudi Arabia,Heritage & lifestyle giga-project developer (Diriyah Gate),2000,1k-5k,core,PIF-owned giga-project with reported $63bn+ development budget,Riyadh-adjacent heritage destination gains international exposure via Saudi Arabia's home Grand Prix.,,X08a
29,du (Emirates Integrated Telecommunications Company),du.ae,United Arab Emirates,National telecom operator,3000,1k-5k,core,UAE government (EIT/Mubadala-adjacent) co-owned telecom operator at national scale,Second national telecom champion could contest the connectivity-partner slot around Abu Dhabi GP.,yes,X08a
30,Dubai Airports,dubaiairports.ae,United Arab Emirates,Operator of Dubai International (DXB),2000,1k-5k,core,Dubai government-owned; operates the world's busiest airport for international passenger traffic,Aviation-gateway brand aligns with F1's global fan-travel demand into Gulf race weekends.,,X08a
31,Dubai Department of Economy and Tourism (Visit Dubai),visitdubai.com,UAE,Dubai's official destination marketing organization,"1,000+",250-1k,core,High — Dubai government-funded,"Dubai hosts no Grand Prix and has no F1 team/race sponsorship of its own, unlike Emirates airline (a separate entity) — a clean, well-funded prospect.",yes,X08b
32,Dubai Duty Free,dubaidutyfree.com,UAE,"Airport retail operator and major sports sponsor (tennis, horse racing)","5,000+",1k-5k,core,"Very high — one of the world's largest airport retailers, billions in annual revenue",Long-time title sponsor of the Dubai Tennis Championships and a backer of Dubai World Cup horse racing but has no F1/motorsport sponsorship — a clear poach-angle prospect given its proven appetite for marquee sports deals.,yes,X08b
33,Dubai Holding,dubaiholding.com,United Arab Emirates,"Dubai ruler's diversified holding company (Jumeirah, Meraas, Nakheel)",30000,10k+,core,Wholly owned by the Dubai ruler; one of the emirate's largest diversified conglomerates,"Portfolio spans hospitality, retail and real estate — a natural multi-brand F1 activation umbrella.",,X08a
34,e& (Etisalat Group),eand.com,United Arab Emirates,Telecom & technology national champion,19000,10k+,core,UAE government majority-owned; one of the region's largest telecom groups by market cap,Connectivity/5G and fan-engagement tech is a well-established F1 sponsorship category.,yes,X08a
35,EDGE Group,edgegrouppjsc.com,United Arab Emirates,UAE defense-industry national champion,15000,10k+,core,Wholly owned by Abu Dhabi government (via Mubadala/ADQ lineage); one of the world's top-25 defense groups by revenue,"Precision-engineering credentials fit F1's technology story, though defense branding needs careful activation vetting.",,X08a
36,Emaar Properties,emaar.com,United Arab Emirates,Dubai real-estate national champion,14000,10k+,core,"Dubai government-linked; developer of Burj Khalifa and Downtown Dubai, multi-billion-dollar market cap",Iconic-development brand fits F1's luxury-lifestyle sponsorship tier around the Gulf races.,yes,X08a
37,Emirates Global Aluminium (EGA),ega.ae,United Arab Emirates,National aluminium-production champion,7000,5k-10k,core,Jointly owned by Mubadala and Investment Corporation of Dubai; one of the world's largest aluminium producers,Advanced-materials supplier story (lightweight aluminium) resonates with F1 engineering audiences.,,X08a
38,Emirates NBD,emiratesnbd.com,United Arab Emirates,Dubai government-majority largest regional bank,30000,10k+,core,Dubai government (via ICD) majority-owned; one of the Middle East's largest banking groups by assets,Flagship regional bank could anchor a banking/payments partner slot on the Abu Dhabi/Gulf race calendar.,yes,X08a
39,Empower (DCCC),empower.ae,United Arab Emirates,Dubai district-cooling national champion,1300,1k-5k,core,Dubai government-majority-owned; world's largest district-cooling utility,Efficiency and sustainability engineering story matches F1's climate-focused sponsorship positioning.,,X08a
40,ENOC Group,enoc.com,United Arab Emirates,Dubai national oil & fuel-retail champion,3000,1k-5k,core,Wholly owned by Dubai government; vertically integrated national energy company,Fuel and energy-supply category is a long-standing F1 sponsorship slot (see other national oil majors).,,X08a
41,Etihad Rail,etihadrail.ae,United Arab Emirates,National freight & passenger rail champion,1500,1k-5k,core,UAE federal government-owned; multi-billion-dirham national rail network build,New national rail network benefits from the international exposure of UAE's two F1 race weekends.,,X08a
42,First Abu Dhabi Bank (FAB),bankfab.com,United Arab Emirates,UAE's largest bank,5000,1k-5k,core,Abu Dhabi government-linked majority ownership; largest bank in the UAE by assets,National banking champion fits F1's finance/payments sponsorship category around home races.,yes,X08a
43,General Entertainment Authority (GEA) / Riyadh Season,gea.gov.sa,Saudi Arabia,"Saudi government entertainment authority (Riyadh Season, major event programming)","1,000+",250-1k,core,Very high — government authority with multi-billion-riyal event budgets,"Runs Saudi Arabia's largest entertainment programming with a track record of marquee sports/entertainment deals (boxing, WWE); no F1 team sponsorship despite the country's F1 presence elsewhere.",,X08b
44,GMG (Gulf Marketing Group),gmg.com,UAE,"Sports, health and lifestyle retail/distribution (Sun & Sand Sports, Nike/Adidas licenses)","5,000+",1k-5k,core,High — established sports retail/distribution conglomerate,"Direct sports-retail relevance via its Sun & Sand Sports chain and global sportswear licenses; no existing F1 sponsorship, a strong strategic fit.",,X08b
45,International Holding Company (IHC),ihcuae.com,United Arab Emirates,Abu Dhabi royal-family-linked diversified conglomerate,100000,10k+,core,Chaired by an Abu Dhabi royal-family member; one of the world's most valuable listed holding companies,Vast multi-sector portfolio gives IHC a broad rationale to anchor a headline sponsorship platform.,,X08a
46,Jumeirah Group,jumeirah.com,UAE,"Luxury hotel group (Burj Al Arab), owned by Dubai Holding","10,000+",5k-10k,core,"High — Dubai Holding-backed, established luxury brand",Owned by Dubai Holding (not an F1 sponsor); global luxury brand with no motorsport tie.,,X08b
47,Katara Hospitality,katarahospitality.com,Qatar,Global luxury hotels champion,5000,1k-5k,core,Wholly owned by Qatar Investment Authority; owns a global portfolio of landmark hotels,Global luxury-hospitality footprint suits F1's paddock-club and VIP hospitality sponsorship tier.,,X08a
48,Kerzner International,kerzner.com,UAE,"Ultra-luxury resort operator (Atlantis The Palm/The Royal, One&Only)","10,000+",5k-10k,core,High — backed by Investment Corporation of Dubai,Backed by Investment Corporation of Dubai; ultra-luxury global brand with no F1 tie.,,X08b
49,King Salman Park Foundation,kingsalmanpark.sa,Saudi Arabia,PIF giga-park & urban-lifestyle project (Riyadh),500,250-1k,core,PIF-funded; one of the world's largest urban parks under construction,A flagship Riyadh lifestyle project gains global visibility through Saudi Arabia's home race.,,X08a
50,Kuwait Airways,kuwaitairways.com,Kuwait,Kuwait's national flag carrier,4000,1k-5k,core,Wholly state-owned national flag carrier undergoing fleet modernization,National carrier positioning could benefit from F1's international fan-travel visibility.,yes,X08a
51,Kuwait Finance House (KFH),kfh.com,Kuwait,Regional Islamic-banking champion,14000,10k+,core,Kuwait state-linked shareholding; one of the world's largest Islamic banks by assets,Islamic-finance leadership positions KFH for a Gulf-focused F1 banking sponsorship.,yes,X08a
52,Kuwait Petroleum Corporation (KPC),kpc.com.kw,Kuwait,Kuwait state oil giant,19000,10k+,core,Wholly owned by the State of Kuwait; one of the world's largest national oil companies,National oil champion fits the fuel/energy sponsorship category alongside other Gulf state energy majors.,yes,X08a
53,Landmark Group,landmarkgroup.com,UAE,"Retail and hospitality conglomerate (Lifestyle, Centrepoint, Splash)","10,000+",5k-10k,core,High — one of the region's largest retail employers,Mass-market retail conglomerate with broad Gulf consumer reach; no existing F1 sponsorship.,,X08b
54,Lucid Group,lucidmotors.com,United States,"Premium EV manufacturer, PIF-majority owned",7000,5k-10k,core,PIF holds majority stake; access to sovereign growth capital despite public-market losses,"PIF's EV champion could use F1 to build global premium-EV credibility, echoing other manufacturer tie-ins.",,X08a
55,Lulu Group International,luluinternational.com,UAE,Hypermarket and retail conglomerate (largest in the Gulf),"50,000+",10k+,core,Very high — one of the largest retail employers in the Gulf,Massive hypermarket footprint across the Gulf and Asia with mass-market brand reach; no existing F1 sponsorship.,,X08b
56,"Mabanee Company (The Avenues, Kuwait)",mabanee.com,Kuwait,"Developer/operator of The Avenues, Kuwait's largest mall and entertainment complex","500-1,000",250-1k,core,High — publicly listed on Boursa Kuwait,Publicly listed operator of the Gulf's largest retail-entertainment destination; no existing F1 sponsorship.,,X08b
57,Majid Al Futtaim,majidalfuttaim.com,UAE,"Malls, retail (Carrefour ME license) and leisure conglomerate","10,000+",5k-10k,core,"Very high — major private conglomerate, international bond issuer","Large, creditworthy private conglomerate with a leisure/entertainment portfolio (VOX Cinemas, Ski Dubai); no existing F1 sponsorship.",,X08b
58,Masdar,masdar.ae,United Arab Emirates,Clean-energy & renewables champion,800,250-1k,core,Mubadala/ADNOC/TAQA-backed clean-energy investor with multi-billion-dollar global project pipeline (Mubadala-linked — verify no overlap with existing F1 sovereign-wealth sponsorships before outreach),Renewable-energy leadership story fits F1's net-zero-2030 sustainability sponsorship positioning.,,X08a
59,Mawani (Saudi Ports Authority),mawani.gov.sa,Saudi Arabia,National ports authority,2000,1k-5k,core,State authority overseeing all Saudi commercial ports at national scale,Port-and-logistics nation-brand story fits F1's global freight/logistics sponsor slots.,,X08a
60,MBC Group,mbc.net,Saudi Arabia,Pan-Arab media & broadcasting giant,2500,1k-5k,core,Saudi/PIF-linked; region's largest media group by audience reach,Broadcast reach across MENA makes MBC a natural regional media/broadcast partner for F1's Gulf races.,,X08a
61,Meydan Group,meydan.ae,United Arab Emirates,"Dubai ruler-owned horse-racing, entertainment & real-estate champion",1500,1k-5k,core,Wholly owned by the Dubai ruling family; operator of the Dubai World Cup and Meydan racecourse,Existing elite motorsport/horse-racing hospitality expertise transfers directly to F1 paddock activation.,,X08a
62,Milaha (Qatar Navigation),milaha.com,Qatar,Maritime & logistics national champion,2000,1k-5k,core,Qatar state-linked majority ownership; publicly listed maritime and logistics conglomerate,Shipping-and-logistics category mirrors F1's own global freight and supply-chain operation.,yes,X08a
63,Miral,miral.ae,United Arab Emirates,Abu Dhabi tourism & entertainment giga-developer (Yas Island),5000,1k-5k,core,Wholly owned by Abu Dhabi government; developer of Yas Island's entertainment district,Already home to Yas Marina Circuit's neighboring attractions — a natural extension into F1 partnership.,,X08a
64,Mobily (Etihad Etisalat),mobily.com.sa,Saudi Arabia,National telecom operator,4500,1k-5k,core,Major listed Saudi telecom with sovereign PIF shareholding,"Telecom connectivity partner category is a proven F1 sponsorship slot (data, 5G, fan engagement).",yes,X08a
65,Modon Properties,modon.ae,United Arab Emirates,Abu Dhabi government real-estate developer,1000,250-1k,core,Wholly owned by Abu Dhabi government; major national land and real-estate developer,Capital-city development brand benefits from Abu Dhabi GP's international exposure.,,X08a
66,Msheireb Properties,msheireb.com,Qatar,Downtown Doha giga-project developer,800,250-1k,core,Owned by Qatar Foundation/QIA lineage; multi-billion-dollar smart-city downtown redevelopment,Smart-city sustainability story matches F1's technology and environmental sponsorship themes.,,X08a
67,Nakilat (Qatar Gas Transport Company),nakilat.com,Qatar,LNG-shipping national champion,1200,1k-5k,core,Majority owned by Qatar Investment Authority; operates the world's largest LNG shipping fleet,Global maritime-logistics scale mirrors F1's freight operation moving equipment across continents.,yes,X08a
68,Nama Group,nama.om,Oman,Oman state electricity-sector holding company,4000,1k-5k,core,Wholly owned by the Omani government; parent of the sultanate's electricity distribution companies,Utility-sector nation-brand story matches F1's energy and sustainability sponsorship themes.,,X08a
69,National Bank of Kuwait (NBK),nbk.com,Kuwait,Kuwait's largest bank,9000,5k-10k,core,State pension fund among top shareholders; largest bank in Kuwait by assets,Flagship national bank fits a banking/payments sponsorship slot targeting the Gulf business audience.,yes,X08a
70,NEOM,neom.com,Saudi Arabia,Futuristic giga-region / new-city development,5000,1k-5k,core,PIF-funded giga-project with a mandated multi-hundred-billion-dollar build budget,3 Gulf home races give NEOM's next-generation-city narrative a global stage for nation-brand projection.,,X08a
71,New Murabba Development Company,newmurabba.com,Saudi Arabia,Downtown giga-project developer (The Mukaab),500,250-1k,core,PIF-owned; reported $50bn Riyadh downtown development,A flagship Riyadh landmark project benefits from the international lens of Saudi Arabia's home race.,,X08a
72,NUPCO (National Unified Procurement Company),nupco.com,Saudi Arabia,National healthcare-procurement & logistics champion,1500,1k-5k,core,PIF-owned monopoly-scale national healthcare supply chain operator,Large state-scale logistics operator fits F1 supply-chain/logistics partner category.,,X08a
73,Oman Air,omanair.com,Oman,Oman's national flag carrier,5000,1k-5k,core,Wholly state-owned; the sultanate's flag carrier expanding its international network,National carrier could leverage F1 fan-travel demand to grow inbound Omani tourism.,yes,X08a
74,Omantel,omantel.om,Oman,Oman telecom national champion,2500,1k-5k,core,Omani government-majority owned; the sultanate's original telecom operator,Telecom connectivity story suits F1's technology-partner sponsorship slot.,yes,X08a
75,Ooredoo Group,ooredoo.com,Qatar,Telecom national champion,13000,10k+,core,Majority owned by Qatar's sovereign wealth fund (QIA); operates across 9 markets,"Former Qatar GP title sponsor with proven F1 appetite — its title naming rights have since lapsed, leaving room to re-engage.",yes,X08a
76,OQ,oq.com,Oman,Oman state energy champion,9000,5k-10k,core,Wholly owned by the Omani government; the sultanate's integrated energy conglomerate,National energy champion fits F1's fuel/energy sponsorship category.,,X08a
77,Qatar Free Zones Authority,qfz.gov.qa,Qatar,National free-zone investment authority,500,250-1k,core,State authority overseeing Qatar's strategic free-zone investment platforms,Investment-promotion mandate benefits from the global business audience F1 race weekends draw.,,X08a
78,Qatar Islamic Bank (QIB),qib.com.qa,Qatar,Largest Islamic bank in Qatar,2000,1k-5k,core,Qatari state-linked shareholding; largest Islamic bank in the country by assets,Islamic-finance national champion could anchor a banking-partner slot on the Qatar GP weekend.,,X08a
79,Qatar Museums,qm.org.qa,Qatar,Qatar's national museums and cultural authority,"1,000+",250-1k,core,High — government-funded cultural authority chaired by Qatari royal family,Distinct from Qatar Airways' existing F1 deals; a well-funded cultural authority with global exhibition partnerships and no motorsport tie.,,X08b
80,Qatar Rail,qr.com.qa,Qatar,National metro & rail operator (Doha Metro),3000,1k-5k,core,Wholly state-owned; delivered Qatar's flagship rail infrastructure for the 2022 World Cup and beyond,Mass-transit infrastructure operator benefits from Qatar GP fan-travel and legacy-infrastructure storytelling.,,X08a
81,QatarEnergy,qatarenergy.qa,Qatar,"State energy giant, world's largest LNG exporter",10000,5k-10k,core,Wholly state-owned; among the largest energy companies globally by production,Energy-transition and LNG-fuel-innovation story fits F1's sustainable-fuel sponsorship narrative.,yes,X08a
82,Qiddiya,qiddiya.com,Saudi Arabia,"Entertainment, sports & motorsport giga-city (incl. Qiddiya Speed Park)",1500,1k-5k,core,PIF-owned giga-project; includes a dedicated FIA-grade motorsport venue,Already building a motorsport park — F1 partnership is a direct extension of Qiddiya's sports-city identity.,,X08a
83,QNB Group,qnb.com,Qatar,Largest bank in the Middle East & Africa,29000,10k+,core,Majority owned by Qatar Investment Authority; MEA's largest bank by assets,Flagship national bank fits F1's banking/payments sponsorship category on the Qatar GP weekend.,yes,X08a
84,Red Sea Global,redseaglobal.com,Saudi Arabia,Regenerative luxury tourism destination developer,3000,1k-5k,core,PIF-owned; multi-billion-dollar destination build financed off sovereign balance sheet,Luxury-tourism halo pairs naturally with F1's Gulf race weekends and global affluent audience.,,X08a
85,Riyadh Air,riyadhair.com,Saudi Arabia,New PIF-backed national airline,1500,1k-5k,core,PIF-funded start-up carrier with a reported multi-billion-dollar aircraft order book,A brand-new national airline needs exactly the global-audience launch platform F1 provides.,yes,X08a
86,ROSHN Group,roshn.sa,Saudi Arabia,National housing & mixed-use giga-developer,3000,1k-5k,core,PIF-owned; national housing mandate backed by sovereign capital at giga-project scale,Mass-market national visibility of F1's Saudi GP suits ROSHN's nationwide homebuyer audience.,yes,X08a
87,Royal Commission for AlUla (RCU),rcu.gov.sa,Saudi Arabia,Giga heritage & tourism destination authority,2000,1k-5k,core,PIF/state-funded giga-tourism destination with multi-billion-dollar development plan,Global heritage-tourism brand-building fits perfectly with F1's international audience reach.,,X08a
88,Royal Commission for Riyadh City (RCRC),rcrc.gov.sa,Saudi Arabia,"Riyadh giga-growth authority (metro, Sports Boulevard)",1000,250-1k,core,State authority overseeing Riyadh's giga-scale urban growth and sports infrastructure programs,Sports Boulevard mandate gives RCRC a direct sports-infrastructure rationale for an F1 tie-in.,,X08a
89,RTA Dubai (Roads & Transport Authority),rta.ae,United Arab Emirates,Dubai mobility & public-transit authority,15000,10k+,core,"Dubai government agency operating metro, taxi and mobility infrastructure at emirate scale",Urban-mobility mandate pairs naturally with F1's motorsport and transportation-tech storytelling.,,X08a
90,Saudi Arabian Military Industries (SAMI),sami.com.sa,Saudi Arabia,PIF national defense-industry champion,2000,1k-5k,core,PIF-owned; flagship of Saudi Arabia's defense-localization strategy,Advanced-engineering and precision-manufacturing story fits F1's technology narrative (defense-optics flag — vet activation carefully).,,X08a
91,Saudi Entertainment Ventures (SEVEN),seven.sa,Saudi Arabia,PIF entertainment-venue developer,1000,250-1k,core,PIF-owned; national mandate to build entertainment destinations across the kingdom,Entertainment-experience brand naturally extends into live motorsport activation.,,X08a
92,Saudi National Bank (SNB),alahli.com,Saudi Arabia,"Largest Saudi bank, PIF-majority owned",10000,5k-10k,core,PIF holds the largest single stake; kingdom's biggest bank by assets,Flagship national bank could anchor a banking/fintech partner slot on the Saudi GP weekend.,yes,X08a
93,Saudi Real Estate Refinance Company (SRC),src.com.sa,Saudi Arabia,PIF mortgage-refinancing national champion,200,100-250,core,PIF-owned; central pillar of Saudi Arabia's national housing-finance strategy,National-scale financial champion could use F1 hospitality for institutional and consumer branding.,,X08a
94,Saudi Tourism Authority (Visit Saudi),visitsaudi.com,Saudi Arabia,National tourism marketing authority driving Vision 2030 tourism push,"1,000+",250-1k,core,"Very high — government-funded, part of multi-billion-riyal Vision 2030 tourism mandate","Saudi hosts the Jeddah GP (via stc) and Aramco backs Aston Martin, but STA runs independent global brand campaigns (WWE, boxing) with no F1 team deal of its own.",yes,X08b
95,Saudia (Saudi Arabian Airlines),saudia.com,Saudi Arabia,National flag carrier,18000,10k+,core,Wholly state-owned flag carrier undergoing fleet and network expansion,Home-market carrier can leverage F1's Jeddah race weekend for inbound tourism promotion.,yes,X08a
96,Savvy Games Group,savvygames.group,Saudi Arabia,PIF gaming & esports holding company (ESL FACEIT Group),1000,250-1k,core,PIF-capitalized with a stated $37bn+ gaming investment mandate,"Esports/gaming audience overlap with F1's younger fanbase is a natural sponsorship fit (F1 Esports, sim racing).",,X08a
97,Seera Group (Almosafer),seera.com,Saudi Arabia,"Saudi travel and tourism conglomerate (Almosafer, car rental, Umrah travel)","1,000-5,000",1k-5k,core,"High — publicly listed on Tadawul, PIF-linked heritage",Publicly listed Saudi travel group aligned with the Vision 2030 tourism agenda; no existing F1 sponsorship.,,X08b
98,SELA,sela.sa,Saudi Arabia,"PIF events, exhibitions & experiences champion",2000,1k-5k,core,PIF-owned national events company delivering giga-scale entertainment programming,Direct category overlap — SELA builds the live-event infrastructure F1 race weekends depend on.,yes,X08a
99,SRMG (Saudi Research and Media Group),srmg.com,Saudi Arabia,National media & publishing group,2000,1k-5k,core,"PIF-linked; leading Saudi media conglomerate across print, digital and events",Media-rights and content-partnership angle suits F1's growing regional broadcast footprint.,,X08a
100,SURJ Sports Investment,surj.com,Saudi Arabia,"PIF sports investment vehicle (golf, boxing, esports)",150,100-250,core,"PIF-capitalized sports investment arm with multi-billion-dollar deployed capital (LIV Golf, boxing)",Already a major global sports investor — F1 is a logical next asset in PIF's sports portfolio.,,X08a
101,TAQA (Abu Dhabi National Energy Company),taqa.com,United Arab Emirates,Utilities & energy national champion,9000,5k-10k,core,Abu Dhabi government majority-owned; one of the region's largest utilities by market cap,Energy-transition and grid-infrastructure story matches F1's sustainability sponsorship category.,,X08a
102,Zain Group,zain.com,Kuwait,Regional telecom champion,6500,5k-10k,core,Kuwait Investment Authority-linked shareholding; operates across 8 MENA markets,Pan-regional telecom footprint suits F1's connectivity-partner sponsorship category across Gulf races.,yes,X08a
103,Ajman Tourism Development Department,ajmantourism.ae,UAE,Emirate tourism authority for Ajman,<100,100-250,sentiment,Low,Smallest-tier UAE tourism authority with no sponsorship history; low-priority/exploratory prospect only.,,X08b
104,ALAT,alat.com,Saudi Arabia,"PIF industrial-tech investment company (semiconductors, EVs, robotics)",300,250-1k,sentiment,PIF-capitalized with a stated $100bn investment mandate through 2030,Tech-manufacturing nation-building story aligns with F1's advanced-engineering audience.,,X08a
105,Ali & Sons Holding,aliandsons.com,UAE,"Diversified conglomerate (automotive distribution, industrial, retail)","1,000-5,000",1k-5k,sentiment,Medium-high — established Abu Dhabi private conglomerate,"Automotive distribution ties (Mazda, Kia) give it sector relevance; no existing F1 sponsorship.",,X08b
106,AviLease,avilease.com,Saudi Arabia,PIF aircraft-leasing global champion,150,100-250,sentiment,PIF-capitalized with a multi-billion-dollar aircraft portfolio,Aviation-finance champion could use F1's global business audience for institutional brand-building.,,X08a
107,Bahrain Duty Free,bahrainairport.bh,Bahrain,Airport retail concessionaire (Bahrain International Airport),<500,250-1k,sentiment,Low-medium — small national duty-free operator,Small-scale operator in a country already carrying an F1 tie via Gulf Air's Bahrain GP sponsorship; any deal would need to avoid overlap.,,X08b
