#,company,domain,hq_country,sector,subsector,employees_est,affordability,why_f1
18,Justworks,justworks.com,United States,B2B Spend & Corporate Cards,PEO / SMB payroll & benefits,1400,"GAAP revenue ~$1B+ (incl. benefits pass-through), profitable; shelved IPO ready to revive",Profitable at scale with an IPO on the horizon; F1's surging US SMB-owner viewership is its core demo.
19,Kyriba,kyriba.com,United States,B2B Spend & Corporate Cards,Treasury & liquidity management,1400,Revenue ~$280M; Bridgepoint majority ($3B valuation); $15T payments managed annually,Treasury category leader selling to the same CFO/treasurer audience F1 hospitality convenes; 'liquidity performance' tagline built for a performance-sport tie-in.
20,MYOB,myob.com,Australia,B2B Spend & Corporate Cards,"SMB accounting, payroll & business management",2000,Revenue ~A$700M scale (~$470M USD reported); KKR-owned,ANZ market leader defending against Xero; home-market Melbourne GP anchor plus KKR backing for a bolder brand play.
21,OneStream,onestream.com,United States,B2B Spend & Corporate Cards,"CFO platform: close, consolidation & planning",1500,Public (NASDAQ: OS); revenue ~$500M,Already spends on motorsport (IndyCar Detroit GP title) — proven appetite for racing; F1 is the logical global step-up for its enterprise finance brand.
22,Paymentus,paymentus.com,United States,B2B Spend & Corporate Cards,Billing & payments platform (biller-direct),2000,"Public (NYSE: PAY); revenue >$1B, profitable, ~$10B market cap",Quietly one of the most profitable billing platforms with near-zero brand awareness; sponsorship would support enterprise and international push.
23,Sovos,sovos.com,United States,B2B Spend & Corporate Cards,"Tax, e-invoicing & regulatory compliance",3240,Revenue ~$475M; Hg and TA Associates-backed,"Strong LatAm/Europe e-invoicing franchise — F1's calendar covers its priority compliance markets (Brazil, Mexico, Spain, Italy)."
24,Thunes,thunes.com,Singapore,B2B Spend & Corporate Cards,Cross-border B2B payments network,560,"$150M Series D (Apr 2025, Apis/Vitruvian); ~$150M revenue run-rate, EBITDA positive","Fresh capital earmarked for US/global expansion; network-reach story (130+ countries) mirrors F1's footprint, and rivals (Visa, Airwallex) are already on the grid."
25,Unit4,unit4.com,Netherlands,B2B Spend & Corporate Cards,Financial management ERP for services firms,2600,Revenue ~$380M; TA Associates-owned ($2B deal),Mid-market ERP challenger to SAP/Workday needing top-of-funnel awareness in Northern Europe and North America — F1's core corporate audiences.
26,Vertex Inc,vertexinc.com,United States,B2B Spend & Corporate Cards,Indirect tax & e-invoicing compliance,1500,Public (NASDAQ: VERX); revenue ~$700M,"Competes with Avalara/Sovos for the same CFO buyer; profitable, global expansion phase, and virtually unknown outside tax — high upside from a marquee property."
27,Xero,xero.com,New Zealand,B2B Spend & Corporate Cards,"Cloud accounting, invoicing & bill pay (owns Melio)",4610,"Public (ASX: XRO); revenue ~NZ$2.1B, profitable; $2.5B Melio acquisition funds US B2B payments push",Big global sports-sponsorship history (FIFA); needs US awareness for the Melio-powered payments push — F1's US growth and global SMB reach fit.
28,Zip,ziphq.com,United States,B2B Spend & Corporate Cards,Procurement orchestration / intake-to-pay,1360,$190M Series D (Oct 2024) at $2.2B valuation; $371M total raised,Fast-scaling challenger brand entering EMEA/APAC; F1 would leapfrog awareness against incumbent Coupa/SAP Ariba among enterprise buyers.
29,Zuora,zuora.com,United States,B2B Spend & Corporate Cards,Subscription billing & monetization,1600,"Revenue ~$450M; Silver Lake take-private ($1.7B, 2025)",Post-buyout growth push into usage-based monetization; F1's own subscription/streaming economy makes a credible product tie-in.
30,Aspire,aspireapp.com,Singapore,B2B Spend & Corporate Cards,"All-in-one business finance: corporate cards, expense & payables (SEA)",1151,"Profitable since 2023; revenue $75-200M (Clay-verified band); $406M total raised, backed by Sequoia/Lightspeed","Southeast Asia's leading SMB finance OS — Singapore GP is the region's marquee corporate-hospitality event and its literal home race; profitable and expansion-minded (borderline on scale, flagged)."
31,AvidXchange,avidxchange.com,United States,B2B Spend & Corporate Cards,AP automation & virtual card B2B payments,1600,Revenue ~$440M; taken private by TPG/Corpay at $2.2B (2025),Virtual-card monetization engine needs mid-market brand reach; new PE owners investing in growth; motorsport hospitality suits its US mid-market finance-exec buyers.
32,BILL (Bill.com),bill.com,United States,B2B Spend & Corporate Cards,AP/AR automation & Divvy spend/corporate cards,2400,"Public (NYSE: BILL); revenue ~$1.4B FY25, non-GAAP profitable","Owns Divvy card/spend platform; needs consumer-grade brand awareness among SMB owners globally — F1's US+global growth audience fits, and no card-network conflict of its own."
33,Brex,brex.com,United States,B2B Spend & Corporate Cards,Corporate cards & spend management,1100,"Net revenue ~$400-500M annualized, approaching profitability; $12B+ prior valuation",Enterprise push (Brex Empower) needs global B2B brand credibility; verified no existing F1 sponsorship — F1 paddock hospitality maps directly to CFO/enterprise buyer entertainment.
34,bunq,bunq.com,Netherlands,B2B Spend & Corporate Cards,Business banking with card programs (SME & freelancer accounts),700,"Profitable at scale (net profit €85M+ 2024, deposits €8B+); EU's second-largest neobank","Profitable, founder-led, marketing-forward challenger expanding to UK/US; digital-nomad and entrepreneur base matches F1's international audience."
35,Capital on Tap,capitalontap.com,United Kingdom,B2B Spend & Corporate Cards,Small business credit cards (UK & US),700,"Profitable since 2017; revenue ~$400M; 200,000+ business customers; $870M+ credit facilities","Pure-play SMB credit card issuer expanding in the US — exactly the audience F1's US boom reaches; long profitable, already spends on mainstream sports-adjacent marketing."
36,Clara,clara.com,Mexico,B2B Spend & Corporate Cards,Corporate cards & spend management (LatAm),600,"$80M equity/growth (Apr 2025) + $70M IFC/BBVA debt (Nov 2025) = $150M raised in last 24 months; near consolidated profitability, unicorn","LatAm spend-management leader in Mexico/Brazil/Colombia — Mexico City and São Paulo GPs are home races; regional fintechs (Nubank, Mercado Pago) have validated F1's LatAm ROI."
37,Corporate Travel Management (CTM),travelctm.com,Australia,B2B Spend & Corporate Cards,Business travel management & expense,2600,"Public (ASX: CTD); revenue ~AU$700M (~$460M), profitable","Global corporate travel manager (ANZ, Asia, Europe, North America); F1 hospitality is a natural client-entertainment and travel-logistics showcase; profitable public company."
38,Coupa Software,coupa.com,United States,B2B Spend & Corporate Cards,Business spend management (procure-to-pay),3300,Revenue >$1B; owned by Thoma Bravo ($8B take-private),Literally brands itself 'Business Spend Management'; enterprise buyer entertainment at Paddock Club and data/AI storytelling with a team fits its ERP-displacement sales motion.
39,Emburse,emburse.com,United States,B2B Spend & Corporate Cards,"Travel & expense management, corporate cards",927,"Revenue ~$300M reported; PE-backed (K1/TA), 20,000+ org customers — profitable at scale",Clay-verified 927 employees; competes head-on with SAP Concur (a Mercedes partner) — F1 gives it equivalent global stage; travel-expense category has natural race-travel activation.
40,Esker,esker.com,France,B2B Spend & Corporate Cards,Procure-to-pay & AP automation (spend management suite),1050,"Revenue ~€205M, consistently profitable; acquired by Bridgepoint/General Atlantic at ~€1.6B — profitable at scale",French champion in AI-driven spend/AP automation with new PE owners funding global brand growth; enterprise CFO audience at Paul Ricard-heritage French fanbase and beyond.
41,Finom,finom.co,Netherlands,B2B Spend & Corporate Cards,SME business banking & cards (pan-European),800,Raised ~€208M in last 18 months (€92.7M General Catalyst Feb 2025 + €115M Series C Jun 2025),Racing to one million European SME customers; needs fast brand recognition across Germany/France/Italy/Spain/Netherlands — five F1 race markets; Dutch HQ ties to Zandvoort-era fan surge.
42,JAGGAER,jaggaer.com,United States,B2B Spend & Corporate Cards,Enterprise spend management / source-to-pay,1250,"Revenue ~$300M+; Vista Equity-owned, profitable enterprise SaaS",Global enterprise spend platform competing with Coupa/SAP Ariba; F1 tech-partnership model (supply-chain/procurement of a race team) is a proven B2B story.
43,Marqeta,marqeta.com,United States,B2B Spend & Corporate Cards,Card issuing infrastructure powering corporate card programs,800,"Public (NASDAQ: MQ); net revenue ~$500M+, ~$1B cash on balance sheet",Issuing rails behind many corporate card programs; F1 lets it build a brand above its fintech customers as networks (Visa/Mastercard) already do on the grid.
44,Mercury,mercury.com,United States,B2B Spend & Corporate Cards,Business banking with corporate card program (IO card),850,"Raised $300M Series C (Mar 2025, $3.5B valuation); 10+ consecutive profitable quarters, revenue $500M+",Profitable startup-banking leader expanding beyond tech founders; F1's innovation/precision branding fits its design-led positioning; verified no current F1 deal.
45,Money Forward,moneyforward.com,Japan,B2B Spend & Corporate Cards,Expense management & business cards (Money Forward Cloud/Pay for Business),2300,"Public (TSE: 3994); revenue ~¥40B+ (~$270M), EBITDA positive",Japan's leading corporate expense/back-office SaaS with its own business card; Suzuka and Honda's return give Japanese B2B brands renewed F1 relevance.
46,Monzo,monzo.com,United Kingdom,B2B Spend & Corporate Cards,Business banking arm (Monzo Business) with card programs,4300,"Revenue ~£1.2B, profitable; ~$5.9B valuation",Profitable neobank scaling Monzo Business and US/Europe expansion; young-professional and business-owner audience overlaps F1's fastest-growing demographics.
47,Motive,gomotive.com,United States,B2B Spend & Corporate Cards,Fleet spend management & Motive Card (fuel/fleet corporate card),4000,ARR $501M (up 28%); filed for NYSE IPO Dec 2025 (ticker MTVE),Vehicles + telematics + spend cards — motorsport is the most on-brand sponsorship category possible; IPO-year brand budget and precedent of fleet-tech firms in racing.
48,Navan,navan.com,United States,B2B Spend & Corporate Cards,Business travel & expense management,3000,Revenue ~$500M+; IPO on Nasdaq (2025) provides public-market capital,"Travel & expense platform — F1's global race calendar is a literal showcase for corporate travel; newly public, needs global brand campaigns to win enterprise T&E share from Amex GBT/Concur."
49,Payoneer,payoneer.com,United States,B2B Spend & Corporate Cards,Cross-border B2B payments & commercial Mastercard program,2000,"Public (NASDAQ: PAYO); revenue ~$1B, GAAP profitable","Serves SMB exporters in 190 countries — F1's global footprint (Gulf, APAC, LatAm races) mirrors its customer geographies; profitable with sponsorship-scale marketing budget."
50,Qonto,qonto.com,France,B2B Spend & Corporate Cards,SMB business banking & corporate cards,1600,"Profitable since 2023 at scale (600,000+ SME customers); €5B valuation, ~€500M cash raised",Europe's largest SMB finance platform seeking pan-European brand ubiquity ahead of possible IPO; French/Italian/Spanish/German race markets = its exact expansion map.
51,Ramp,ramp.com,United States,B2B Spend & Corporate Cards,Spend management & corporate cards,1200,"Raised ~$700M+ equity in last 24 months ($200M Mar 2025, $500M Jul 2025 at $22.5B valuation); annualized revenue ~$700M","Category leader hungry for global brand awareness vs Amex/SAP Concur incumbents; no F1 deal today while rivals (Visa, Mastercard, Amex) own the grid — F1's affluent business-decision-maker audience is exactly its buyer."
52,Razorpay,razorpay.com,India,B2B Spend & Corporate Cards,RazorpayX business banking & corporate cards,3000,"Revenue ~$300M+ FY25, turned profitable; $7.5B valuation",India's business-payments leader redomiciling for IPO; F1's massive Indian fanbase (Drive to Survive era) offers brand scale no domestic property matches.
53,Rippling,rippling.com,United States,B2B Spend & Corporate Cards,Workforce platform with Rippling Spend (corporate cards & expense),4000,"Raised $450M Series G (Jun 2025, $16.8B valuation); >$570M ARR","Aggressively cross-selling Rippling Spend cards against Ramp/Brex; huge capital reserves and a founder known for splashy brand marketing; global expansion into F1 markets (UK, Europe, APAC)."
54,Starling Bank,starlingbank.com,United Kingdom,B2B Spend & Corporate Cards,Business banking with card programs (500k+ SME accounts),3900,"Revenue ~£700M, pre-tax profit ~£220M — profitable at scale","Highly profitable UK bank with major SME banking arm and Engine software expansion abroad; F1 (Silverstone heritage, global reach) supports international licensing push."
55,Tide,tide.co,United Kingdom,B2B Spend & Corporate Cards,SME business banking platform with cards & expense tools,3427,"$120M TPG-led round (Sep 2025, $1.5B valuation); revenue ~£250M+ run-rate, 1.6M SME members (Clay-verified headcount & revenue band)",UK-India-Europe footprint matches F1 growth markets (Silverstone + India diaspora audience); TPG capital backing an aggressive international brand push.
56,Tipalti,tipalti.com,United States,B2B Spend & Corporate Cards,"AP automation, mass payables & spend management cards",1300,"$200M growth financing (Sep 2025); $200M+ ARR, $75B annualized payment volume",Fresh $200M war chest earmarked for brand/AI expansion; global payables story matches F1's multi-country logistics narrative.
57,TravelPerk,travelperk.com,Spain,B2B Spend & Corporate Cards,Business travel & expense (acquired Yokoy spend management),1500,"Raised $200M Series E (Jan 2025, $2.7B valuation); >$200M ARR",Business-travel platform whose product is getting teams to global venues — direct activation at 24 races; fresh $200M raise partly earmarked for US brand push.
58,ADATA Technology,adata.com,TW,GPU & AI Cloud,Memory/SSD for AI servers,753,"Public (TWSE: 3260); world's #2 branded DRAM/SSD module maker, ~$900M-1B annual revenue",Consumer-facing memory brand (also active in gaming/esports sponsorships) expanding into AI-server/enterprise storage — F1 fits its brand-building playbook.
59,Alchip Technologies,alchip.com,TW,GPU & AI Cloud,ASIC design services for AI chips,345,"Public (TWSE: 3661); annual revenue in the $500M-1B range, custom silicon partner for major AI accelerator programs","Behind-the-scenes enabler of custom AI silicon (2.5D/3D packaging, chiplets); Taiwan HQ strengthens APAC representation in a sponsorship portfolio."
60,Astera Labs,asteralabs.com,US,GPU & AI Cloud,AI networking/interconnect (PCIe/CXL connectivity),756,"Public (NASDAQ: ALAB); FY2025 revenue $852.5M, up from $396M in 2024",Public high-growth connectivity supplier to every major AI cluster; strong balance sheet and a growth story that benefits from marquee brand-building.
61,Axelera AI,axelera.ai,NL,GPU & AI Cloud,Edge AI chips,287,"Raised ~$200M cumulative, backed by Samsung and Arm",European edge-AI challenger with strategic backing from Samsung/Arm; a European F1 audience fit and ambition to scale brand recognition beyond the Netherlands.
62,Ayar Labs,ayarlabs.com,US,GPU & AI Cloud,Photonics for AI (optical I/O / co-packaged optics),253,"Raised ~$870M total incl. $500M Series E (Mar 2026), backed by Nvidia and AMD",Nvidia/AMD-backed optical interconnect leader with a large recent raise; benefits from a premium global stage to reach enterprise buyers beyond its investor base.
63,Cambricon Technologies,cambricon.com,CN,GPU & AI Cloud,AI accelerator chips,1107,"Public (SSE: 688256); trailing 12-month revenue ~$1.16-1.2B, turned profitable in 2025","China's leading listed AI chip designer, now profitable with an aggressive multi-year revenue target; global marketing platform fits its scale-up ambitions."
64,Credo Technology Group,credosemi.com,US,GPU & AI Cloud,"AI networking/interconnect (SerDes, active electrical cables)",700,"Public (NASDAQ: CRDO); FY2025 revenue $1.06B, >200% YoY growth, back to profitability","Public AI-datacenter connectivity supplier riding the AI networking boom; well-capitalized and profitable, a strong sponsorship affordability profile."
65,d-Matrix,d-matrix.ai,US,GPU & AI Cloud,AI inference chips (in-memory compute),300,"Raised $450M total incl. $275M Series C (Nov 2025, $2B val.)",Fast-growing inference chip challenger ($65M+ revenue in 2025) with fresh capital and ambition to build a consumer-facing brand beyond hyperscaler customers.
66,Hailo,hailo.ai,IL,GPU & AI Cloud,Edge AI chips,290,Raised $340-425M total incl. $120M Series C (Apr 2024),Edge AI for vision/robotics pairs well with trackside camera and driver-assist storytelling; Israeli deep-tech brand seeking Western consumer visibility.
67,Horizon Robotics,horizon.ai,CN,GPU & AI Cloud,Automotive/edge AI chips,2391,"Public (HKEX: 9660, IPO 2024 raised >$700M); substantial and growing revenue","Automotive/edge AI silicon leader with a natural motorsport tie-in (ADAS, real-time perception) and a public listing that supports premium sponsorship spend."
68,Kingston Technology,kingston.com,US,GPU & AI Cloud,Memory/storage for AI data centers,1723,"Privately held; world's largest independent memory maker, multi-billion-dollar annual revenue, consistently profitable","Deep-pocketed, profitable memory brand with existing esports/gaming sponsorship experience (Kingston FURY) — a logical step up into F1-scale sponsorship."
69,Lattice Semiconductor,latticesemi.com,US,GPU & AI Cloud,Low-power FPGAs for edge AI inference,800,"Public (NASDAQ: LSCC); annual revenue in the $400-500M range, historically profitable","Public, profitable low-power FPGA maker positioning into edge-AI inference; a mid-cap semiconductor brand that could use F1 to build broader recognition."
70,Lightmatter,lightmatter.co,US,GPU & AI Cloud,Photonics for AI (interconnect),363,"Raised $850M total incl. $400M Series D (Oct 2024, $4.4B val.)",Photonic computing/interconnect is a frontier-tech story; F1's precision-engineering audience is a natural fit for a company selling light-speed data movement.
71,Macronix International,macronix.com,TW,GPU & AI Cloud,NOR/NAND flash memory for edge AI,1345,Public (TWSE: 2337); annual revenue in the $500M-1B range,Leading non-volatile memory supplier for embedded/edge-AI and automotive code storage; global public semiconductor brand seeking premium visibility.
72,Monolithic Power Systems,monolithicpower.com,US,GPU & AI Cloud,Power management chips for AI servers/GPUs,3600,"Public (NASDAQ: MPWR); ~$2B+ annual revenue, consistently profitable","Power-delivery silicon powering AI GPU racks; profitable, well-capitalized public company for which F1's precision/performance branding is an easy narrative fit."
73,Moore Threads,mthreads.com,CN,GPU & AI Cloud,AI GPU / accelerator chips,1122,"Public (SSE: 688795, STAR Market IPO Dec 2025); IPO raised ~$1.1B net proceeds",China's flagship domestic GPU IPO (2025's largest STAR Market listing); a global stage supports its ambitions beyond the domestic Nvidia-alternative narrative.
74,Nanya Technology,nanya.com,TW,GPU & AI Cloud,DRAM memory for AI servers,1322,"Public (TWSE: 2408); DRAM revenue benefiting from the current AI memory supercycle, several hundred million to $1B+ annually",Pure-play DRAM maker riding the AI memory boom; a public Taiwanese semiconductor brand looking to build global recognition beyond commodity DRAM.
75,NextSilicon,nextsilicon.com,IL,GPU & AI Cloud,AI/HPC accelerator chips,381,"Raised $303M total, $1.6B valuation",Software-defined hardware challenger targeting HPC/AI workloads; sponsorship would build brand recognition to match its unicorn valuation.
76,Phison Electronics,phison.com,TW,GPU & AI Cloud,Storage/NAND controllers for AI servers,1200,Public (TWSE: 8299); trailing 12-month revenue ~$2.3B,Major storage-silicon supplier for AI/data-center SSDs with strong revenue growth; sponsorship would raise brand awareness beyond its OEM customer base.
77,Rambus,rambus.com,US,GPU & AI Cloud,Memory & interconnect IP/chips for AI,1156,"Public (NASDAQ: RMBS); established profitable semiconductor IP/chip business, hundreds of millions in annual revenue","Decades-old, profitable memory-interconnect innovator repositioning around AI memory bandwidth; fits a 'engineering heritage meets AI era' sponsorship story."
78,Rebellions,rebellions.ai,KR,GPU & AI Cloud,AI inference chips,315,Raised $850M+ total incl. $250M Series C (Sep 2025) and $400M pre-IPO round (Mar 2026),Korea's flagship 'sovereign AI chip' challenger heading toward IPO; global sponsorship would support its US/Japan/Middle East expansion narrative.
79,SambaNova Systems,sambanova.ai,US,GPU & AI Cloud,AI accelerator chips (reconfigurable dataflow),410,Raised >$1.1B total incl. $676M Series D; $5B valuation,Enterprise AI chip challenger needing marquee global exposure against hyperscaler-owned silicon; F1's data/telemetry theme fits SambaNova's inference pitch.
80,Silicon Motion Technology,siliconmotion.com,TW,GPU & AI Cloud,Storage controllers for AI/enterprise SSD,1819,"Public (NASDAQ: SIMO); 2025 revenue $885.6M, up 10.2% YoY","Public, profitable storage-controller leader supplying the SSDs behind AI data pipelines; global customer base supports a global sponsorship platform."
81,SiMa.ai,sima.ai,US,GPU & AI Cloud,Edge/physical AI chips,260,Raised $355M total incl. $85M round (Aug 2025),"'Physical AI' chip maker for robotics/automotive/drones — a strong creative fit for F1's real-time, physical-world performance narrative."
82,Socionext,socionext.com,JP,GPU & AI Cloud,ASIC/SoC design for AI infrastructure,2500,Public (TSE: 6526); annual revenue in the $700-800M range,Public Japanese ASIC/SoC design house (ex-Fujitsu/Panasonic semiconductor businesses) expanding into AI/data-center custom silicon; adds Japan market presence.
83,Vicor Corporation,vicorpower.com,US,GPU & AI Cloud,Power delivery modules for AI data centers,1400,"Public (NASDAQ: VICR); annual revenue ~$400M, power modules supply chain into major AI GPU platforms","High-density power delivery (48V-to-chip) for AI GPU racks — an engineering story (power density, efficiency) that maps naturally onto F1 power-unit marketing."
84,Winbond Electronics,winbond.com,TW,GPU & AI Cloud,Specialty memory (DRAM/NOR flash) for AI/edge devices,1557,Public (TWSE: 2244); annual revenue in the $1B+ range,Established public memory maker supplying specialty DRAM/flash for edge-AI and automotive; global sponsorship raises brand awareness beyond component-level B2B.
85,AirTrunk,airtrunk.com,Australia,GPU & AI Cloud,APAC hyperscale data center operator,944,Acquired by Blackstone/CPP Investments for A$24B (~US$16B) in the largest data center deal on record,"Largest APAC hyperscale data center platform (Australia, Japan, Malaysia, HK, Singapore) now backed by Blackstone's balance sheet"
86,Aligned Data Centers,aligneddc.com,USA,GPU & AI Cloud,Hyperscale/AI data center developer-operator (incl. ODATA LatAm),576,Annual revenue est. $200-500M; $250M+ raised/financed; backed by Macquarie Asset Management,"PE-backed hyperscale AI data center platform spanning US and Latin America (via ODATA), scaling fast and building enterprise brand recognition"
87,Applied Digital Corporation,applieddigital.com,USA,GPU & AI Cloud,Bitcoin-miner-turned-AI/HPC data center developer,256,FY2026 revenue $611.3M (+167% YoY); $36B+ in contracted AI data center lease revenue (Nasdaq: APLD),Nasdaq-listed HPC hosting operator with explosive AI-driven growth narrative and Texas/North Dakota megasites needing consumer-facing brand awareness
88,CleanSpark,cleanspark.com,USA,GPU & AI Cloud,Bitcoin-miner-turned-AI/HPC data center operator,314,"FY2026 revenue trending to ~$1.04B; signed 20-year, ~$6.6B AI hosting lease in Georgia","Nasdaq-listed (CLSK) 1.8GW+ power/land platform executing a large-scale pivot into AI/HPC hosting, seeking brand credibility with hyperscaler-grade tenants"
89,CoolIT Systems,coolitsystems.com,Canada,GPU & AI Cloud,Liquid cooling infrastructure for AI data centers,528,Annual revenue est. $200-500M; leading direct-liquid-cooling supplier to hyperscale/AI data centers globally,Calgary-based direct-liquid-cooling leader powering high-density AI/GPU racks for hyperscalers worldwide; a hardware-side AI infra story
90,CtrlS Datacenters,ctrls.in,India,GPU & AI Cloud,Data center operator / AI infrastructure,4000,"CPP Investments committing up to C$1B (~₹7,000 crore) for expansion (2026); Asia's largest Rated-4 data center network",India's largest hyperscale/Rated-4 data center network scaling aggressively with global pension-fund capital behind it
91,DAMAC Digital (Edgnex),damacdigital.com,United Arab Emirates,GPU & AI Cloud,Sovereign/regional data center operator,283,Annual revenue est. $200-500M; DAMAC Group-backed; 25+ data centers and 4+GW planned capacity across 12+ countries,Dubai-based digital infrastructure arm of DAMAC Group aggressively expanding across MENA/Asia to serve AI-driven hyperscaler demand
92,Data4 Group,data4group.com,France,GPU & AI Cloud,European hyperscale data center developer-operator,306,"PE-backed (AXA IM Alts/Vauban) pan-European platform with large-scale, multi-hundred-million-euro campus financing across 6 countries","Fast-expanding French/European data center operator serving neoclouds and hyperscalers, growing brand presence across France, Italy, Spain, Poland, Germany"
93,Digital Edge DC,digitaledgedc.com,Singapore,GPU & AI Cloud,APAC data center developer-operator,669,"$250M+ raised/financed; Stonepeak-backed platform spanning Singapore, HK, Japan, Korea, India, Indonesia, Philippines, China",Stonepeak-backed emerging-Asia data center platform ('makes Asia easy') building brand across nine APAC markets
94,Fluidstack,fluidstack.com,USA,GPU & AI Cloud,GPU cloud / AI infrastructure,329,"Backed by Google; signed ~$3B, 10-year AI hosting deal with Cipher Mining plus multiple hyperscale contracts",Google-backed GPU cloud provider deploying scaled AI infrastructure at speed for major AI labs; building brand against larger neoclouds
95,Galaxy Digital (Galaxy),galaxy.com,USA,GPU & AI Cloud,Digital-asset merchant bank turned AI data center operator (Helios campus),2637,"Nasdaq-listed (GLXY); multi-billion quarterly revenue; delivered first CoreWeave-leased AI data center hall at Helios (15-year, $1B+ lease)","Novogratz-led public company positioning its Helios AI-compute campus as its 'cornerstone' growth driver, wants a marquee global brand platform"
