#,company,domain,hq_country,niche,employees_est,size_band,tag,affordability,why_f1,already_in_master,source_batch
17,Ceratizit S.A.,ceratizit.com,Luxembourg,Carbide cutting tools and hard-material solutions,"~7,300",5k-10k,core,Private (Plansee Group / Austrian state holding); revenue >EUR900M,Precision hard-metal tooling supplier to automotive/aerospace with a credible technical-partner story for F1.,yes,X05a
18,Chervon Holdings Ltd,chervon.com,China,"Power tool OEM and brands (EGO, Flex, Chervon)","~11,000",10k+,core,Private; industry estimates put revenue above $2B,Fast-growing OEM/brand portfolio (EGO outdoor power) looking for premium Western brand halo — F1 fits that ambition.,,X05a
19,Cintas,cintas.com,United States,Uniform & workwear rental,"~44,000",10k+,core,high,Nasdaq-listed uniform/workwear rental giant (~$9B revenue) with a massive route-based B2B relationship sales force.,yes,X05b
20,City Electric Supply,cityelectricsupply.com,United States,Electrical & industrial distribution,"~7,000",5k-10k,core,high,"Privately-owned electrical wholesaler with 1,500+ branches across the US, UK and Canada — a genuine quiet giant.",,X05b
21,Consolidated Electrical Distributors (CED),cedcoop.com,United States,Electrical & industrial distribution,"~24,000",10k+,core,high,"One of the largest privately-held electrical distributors in the US, employee-owned with thousands of branch relationships.",yes,X05b
22,Core & Main,coreandmain.com,United States,Broadline MRO distribution,"~5,700",5k-10k,core,high,NYSE-listed water/wastewater infrastructure distributor (~$6B revenue) serving municipal and contractor relationships.,,X05b
23,Crescent Electric Supply Co.,cesco.com,United States,Electrical & industrial distribution,"~1,700",1k-5k,core,medium,Large private Midwest US electrical distributor (100+ branches) with long-standing contractor relationships.,,X05b
24,Delta Plus Group,delta-plus.com,France,Safety equipment & PPE,"~3,000",1k-5k,core,medium,Euronext-listed global PPE manufacturer/distributor (~€700M revenue) selling into industrial B2B accounts across 100+ countries.,,X05b
25,Distribution Solutions Group,distributionsolutionsgroup.com,United States,Broadline MRO distribution,"~3,500",1k-5k,core,medium,"Nasdaq-listed roll-up of specialty distributors (Lawson Products, Gexpro, TestEquity) built on rep-driven B2B relationships.",,X05b
26,DNOW Inc.,dnow.com,United States,"Pipes, valves & fittings distribution","~2,300",1k-5k,core,high,"NYSE-listed energy/industrial distributor of pipes, valves and fittings with strong global B2B customer relationships.",,X05b
27,DXP Enterprises,dxpe.com,United States,Bearings & power transmission distribution,"~3,300",1k-5k,core,medium,"Nasdaq-listed industrial distributor of bearings, pumps and MRO supplies (~$1.9B revenue) with strong B2B ties.",,X05b
28,Engelbert Strauss,engelbert-strauss.com,Germany,Workwear & protective clothing,"~4,000",1k-5k,core,medium,Large private German workwear brand (multi-hundred-million euro revenue) with strong trade/industrial brand recognition.,,X05b
29,ERIKS,eriks.com,Netherlands,Broadline MRO distribution,"~7,500",5k-10k,core,high,SHV Holdings-owned technical distributor across Europe — engineering B2B sales culture fits F1's client-hospitality model.,,X05b
30,ESAB Corporation,esabcorporation.com,United States,Welding and cutting equipment,"~9,000",5k-10k,core,NYSE listed; revenue >$2.7B,Fabrication-shop welding technology is core to how F1 chassis and parts are built and repaired trackside.,,X05a
31,Fastenal Company,fastenal.com,United States,"Industrial and construction supplies, fasteners","~23,000",10k+,core,NASDAQ listed; revenue >$7B,Fastener/supply-chain logistics excellence parallels the just-in-time parts logistics of an F1 paddock.,yes,X05a
32,Ferguson plc,ferguson.com,United States,Building and industrial supplies distribution,"~35,000",10k+,core,NYSE/LSE listed; revenue >$29B,Large-scale industrial distribution with a strong North American presence aligned to F1's growing US calendar.,yes,X05a
33,Fluke Corporation (Fortive Corporation),fluke.com,United States,Electronic test and measurement tools,"~3,000 (Fluke); Fortive group much larger",1k-5k,core,Part of Fortive Corp (NYSE listed); Fortive revenue >$5B,Electrical diagnostic tools are used throughout an F1 garage's telemetry and electronics systems.,yes,X05a
34,Fronius International GmbH,fronius.com,Austria,"Welding technology, solar and battery charging systems","~7,000",5k-10k,core,Private/family-owned; revenue >EUR1.5B,Advanced welding technology for lightweight materials mirrors F1's own engineering-innovation narrative.,yes,X05a
35,Generac Holdings Inc.,generac.com,United States,Power equipment and generators,"~9,000",5k-10k,core,NYSE listed; revenue >$4B,Backup power and energy equipment maker with the marketing budget and US focus to match F1's American growth.,yes,X05a
36,Global Industrial,globalindustrial.com,United States,Broadline MRO distribution,"~1,700",1k-5k,core,medium,NYSE-listed industrial/MRO catalog distributor (~$1.2B revenue) with a growing national account sales team.,,X05b
37,Gühring KG,guehring.com,Germany,"Precision drilling, milling and tapping tools","~8,000",5k-10k,core,"Private/family-owned; revenue undisclosed, industry estimates >EUR900M","Precision tooling supplier to the automotive sector, a natural technical-supplier narrative for F1 machining.",yes,X05a
38,"Harbor Freight Tools USA, Inc.",harborfreight.com,United States,Discount and mid-market tool retail,"~35,000",10k+,core,Private; revenue estimated >$8B,"Large US retail marketing budget and a growing pro-tool line (Icon, Hercules) could use F1's US audience growth.",,X05a
39,Helly Hansen,hellyhansen.com,Norway,Workwear & protective clothing,"~1,800",1k-5k,core,medium,Canadian Tire-owned workwear/outdoor brand with existing sailing-sponsorship heritage — a natural fit for motorsport-adjacent visibility.,yes,X05b
40,Hilti Corporation,hilti.com,Liechtenstein,Professional construction power tools and fastening systems,"~34,000",10k+,core,Private (Hilti Family Trust/Martin Hilti Family Trust); revenue >CHF6B,Premium professional-tool brand with global construction accounts that could use F1's paddock as a client-hospitality stage.,yes,X05a
41,Hoffmann Group,hoffmann-group.com,Germany,Tool and workshop equipment wholesale/manufacturing,"~4,000",1k-5k,core,Private; revenue >EUR1.3B,"Europe's leading tool systems partner to industrial workshops, a strong fit for a trackside tool-supply story.",yes,X05a
42,Hultafors Group,hultaforsgroup.com,Sweden,Workwear & protective clothing,"~1,800",1k-5k,core,medium,"Snickers Workwear's parent, part of the Fiskars-linked Nordic tools/workwear group, selling B2B into trade and industrial channels.",,X05b
43,Husqvarna Group,husqvarnagroup.com,Sweden,"Outdoor power equipment and construction tools (Husqvarna, Gardena)","~13,000",10k+,core,Nasdaq Stockholm listed; revenue >SEK50B,"Motorcycle heritage (Husqvarna Motorcycles) already ties the brand to racing DNA, an easy bridge to F1 sponsorship.",yes,X05a
44,Hypertherm Associates,hypertherm.com,United States,"Plasma, laser and waterjet cutting systems","~2,100",1k-5k,core,Private (100% employee-owned); revenue >$700M,Precision metal-cutting systems used to fabricate car components offer a direct technical-sponsorship story.,yes,X05a
45,"IDEAL INDUSTRIES, Inc.",idealind.com,United States,"Electrical hand tools, wire connectors and testers","~10,000",5k-10k,core,"Private/family-owned; revenue undisclosed, industry estimates >$1B",Electrical tools and testers used in vehicle wiring/telemetry work offer a direct product-relevance story for F1.,,X05a
46,Ingersoll Rand Inc.,irco.com,United States,"Pneumatic and industrial power tools, compressors","~20,000",10k+,core,NYSE listed; revenue >$6B,Compressed-air and pneumatic tool systems are used trackside; a natural technical-partner narrative for F1.,yes,X05a
47,International Paper,internationalpaper.com,United States,Corrugated & paper packaging,"~35,000",10k+,core,high,NYSE-listed global packaging and paper giant with tens of billions in revenue and major industrial B2B relationships.,yes,X05b
48,Iscar Ltd. (IMC Group / Berkshire Hathaway),iscar.com,Israel,Carbide metal-cutting tools,"~14,000 (IMC Group)",10k+,core,"Wholly owned by Berkshire Hathaway; large scale, revenue undisclosed but in the billions",Precision carbide tooling for motorsport-grade metal parts is a strong technical-fit story for an F1 partnership.,yes,X05a
49,Kaman Distribution / Kaman Industrial Technologies,kamandistribution.com,United States,Industrial parts and MRO distribution,"~1,700",1k-5k,core,Formerly NYSE-listed Kaman Corp (now Arcline-owned distribution arm); revenue >$1.5B,Industrial bearings and power-transmission distribution ties into the reliability-engineering story F1 tells.,,X05a
50,Kloeckner Metals,kloeckner.com,Germany,Metals service centers,"~7,500",5k-10k,core,high,Frankfurt-listed global steel and metals distributor with deep automotive and industrial manufacturing relationships.,,X05b
51,"Kobe Steel, Ltd. (Kobelco Welding)",kobelco.com,Japan,Welding consumables and equipment (Kobelco Welding brand),"~35,000 (group)",10k+,core,Tokyo Stock Exchange listed; group revenue >$15B,Large industrial conglomerate with a welding-consumables business relevant to chassis fabrication in motorsport.,,X05a
52,"Koki Holdings Co., Ltd. (HiKOKI Power Tools)",hikoki-powertools.com,Japan,"Power tools (formerly Hitachi Koki), cordless and pneumatic","~7,000",5k-10k,core,Owned by KKR; disclosed historical revenue >$1.5B,Rebranding push (Hitachi Koki to HiKOKI) needs a global stage; pit-lane tool visibility is a ready-made platform.,,X05a
53,Makita Corporation,makita.com,Japan,Cordless power tools and outdoor power equipment,"~18,000",10k+,core,Tokyo Stock Exchange listed; revenue >$4B annually,Global cordless-tool leader with no F1 presence; garage tool-wall branding fits its trade-pro positioning.,yes,X05a
54,Mapal Dr. Kress KG,mapal.com,Germany,Precision cutting tools and tooling systems,"~5,600",5k-10k,core,"Private/family-owned; revenue undisclosed, industry estimates >EUR700M",Automotive-industry precision tooling specialist positioned for a technical-partner F1 story.,yes,X05a
55,Mirka Ltd. (KWH Group),mirka.com,Finland,Sanding and polishing abrasive systems,"~1,700",1k-5k,core,Private (KWH Group); group revenue ~EUR900M,Widely used in automotive body-shop and composite finishing — F1 livery and bodywork prep is a natural fit.,,X05a
56,Mitsubishi Materials Corporation,mmc.co.jp,Japan,Cutting tools and advanced materials (tooling division),"~24,000 (group)",10k+,core,Tokyo Stock Exchange listed; revenue >$10B (group),Deep automotive-materials supply chain relationships make F1 a credible showcase for its tooling division.,,X05a
57,Mitutoyo Corporation,mitutoyo.com,Japan,Precision measuring instruments,"~10,000",5k-10k,core,Private; revenue estimated >$1.5B,Precision measurement is central to F1 manufacturing tolerances — a direct technical-credibility story.,yes,X05a
58,Mondi Group,mondigroup.com,United Kingdom,Corrugated & paper packaging,"~22,000",10k+,core,high,FTSE 100-listed global packaging and paper group with major industrial and FMCG B2B customer relationships.,yes,X05b
59,MonotaRO,monotaro.com,Japan,Broadline MRO distribution,"~3,500",1k-5k,core,medium,Tokyo-listed (Grainger-affiliated) MRO e-commerce distributor with strong industrial B2B relationships across Japan/Asia.,,X05b
60,"Motion Industries, Inc. (Genuine Parts Company)",motionindustries.com,United States,"Industrial parts (bearings, power transmission) distribution","~11,000",10k+,core,Part of Genuine Parts Co. (NYSE listed); GPC revenue >$23B,Large industrial-parts distributor whose reliability/logistics story fits F1's just-in-time supply-chain needs.,,X05a
61,MRC Global,mrcglobal.com,United States,"Pipes, valves & fittings distribution","~2,500",1k-5k,core,high,"NYSE-listed global pipe, valve and fitting distributor serving energy and industrial B2B accounts worldwide.",,X05b
62,MSA Safety,msasafety.com,United States,Safety equipment & PPE,"~5,000",1k-5k,core,high,"NYSE-listed global safety-equipment leader (~$1.7B revenue) selling into industrial, fire and utility B2B accounts worldwide.",yes,X05b
63,"MSC Industrial Direct Co., Inc.",mscdirect.com,United States,Industrial MRO products distribution,"~6,700",5k-10k,core,NYSE listed; revenue >$3.5B,Metalworking and MRO product distribution ties directly to how F1 teams source workshop consumables.,yes,X05a
64,"Noritake Co., Limited",noritake.co.jp,Japan,Industrial abrasives and grinding wheels (tableware group's industrial arm),"~11,000 (group)",10k+,core,Tokyo Stock Exchange listed; group revenue >$1B,Diversified industrial group with an abrasives division relevant to precision-grinding work in motorsport manufacturing.,,X05a
65,Novolex,novolex.com,United States,Packaging & shipping supplies,"~9,000",5k-10k,core,high,Apollo-owned major North American packaging manufacturer (~$3B revenue) with broad retail/industrial B2B relationships.,yes,X05b
66,O'Neal Industries,onealsteel.com,United States,Metals service centers,"~4,000",1k-5k,core,medium,Large private family-owned US metals service center network with deep manufacturing customer relationships.,,X05b
67,Olympic Steel,olysteel.com,United States,Metals service centers,"~1,600",1k-5k,core,high,Nasdaq-listed metals service center (~$2B revenue) serving manufacturing and construction B2B customers.,,X05b
68,OSG Corporation,osgtool.com,Japan,"Cutting tools, taps, drills and thread-forming tools","~8,000",5k-10k,core,Tokyo Stock Exchange listed; revenue >$1B,Global precision cutting-tool maker with automotive OEM ties that could extend into F1 technical sponsorship.,,X05a
69,"OTC DAIHEN, Inc. (Daihen Corporation)",otc-daihen.co.jp,Japan,Arc-welding robots and equipment,"~2,000",1k-5k,core,Parent Daihen Corp Tokyo Stock Exchange listed; revenue >$1B (group),Robotic welding systems used in precision component manufacturing align with an F1 constructor's fabrication needs.,,X05a
70,Packaging Corporation of America,packagingcorp.com,United States,Corrugated & paper packaging,"~16,000",10k+,core,high,NYSE-listed major US containerboard and corrugated packaging producer with billions in revenue.,yes,X05b
71,Panasonic Corporation (Welding Systems division),panasonic.com,Japan,Industrial welding robots and systems,"~230,000 (group)",10k+,core,Tokyo Stock Exchange listed; group revenue >$60B,Automated welding/robotics expertise ties to the precision-manufacturing story F1 constructors already tell.,yes,X05a
72,Portwest,portwest.com,Ireland,Workwear & protective clothing,"~4,000",1k-5k,core,medium,Large private global workwear/PPE manufacturer distributing to industrial buyers in 130+ countries.,,X05b
73,Positec Group (Worx),positecgroup.com,China,"Power tools and outdoor equipment (Worx, Rockwell)","~7,000",5k-10k,core,Shenzhen-listed (Positec 300 psn.); revenue >$2B,Worx's DIY/prosumer growth story could use F1's global broadcast reach to build premium credibility.,yes,X05a
74,Pratt Industries,prattindustries.com,United States,Corrugated & paper packaging,"~10,000",5k-10k,core,high,Visy Industries-owned 100%-recycled packaging producer with billions in revenue and deep industrial customer relationships.,,X05b
75,ProAmpac,proampac.com,United States,Packaging & shipping supplies,"~5,000",1k-5k,core,high,Large private flexible-packaging manufacturer (multi-billion-dollar revenue) serving global industrial and consumer accounts.,yes,X05b
76,QXO (Beacon Roofing Supply),qxo.com,United States,Broadline MRO distribution,"~7,000",5k-10k,core,high,Public building-products distribution giant (~$9B revenue) now under QXO's aggressive growth platform — a quiet-giant B2B buyer.,,X05b
77,Reece Group,reece.com.au,Australia,"Pipes, valves & fittings distribution","~11,000",10k+,core,high,"ASX-listed plumbing, HVAC and pipe/fittings distributor (owns MORSCO in the US) with deep trade relationships.",,X05b
78,"Reliance, Inc.",reliance.com,United States,Metals service centers,"~14,500",10k+,core,high,NYSE-listed largest US metals service center network (~$14B revenue) with deep manufacturing B2B relationships.,,X05b
79,Rexel S.A.,rexel.com,France,Electrical and industrial equipment distribution,"~27,000",10k+,core,Euronext Paris listed; revenue >EUR19B,Electrical distribution expertise is relevant to the power-management systems used trackside and in hospitality.,yes,X05a
80,Rothenberger AG,rothenberger.com,Germany,Professional pipe and plumbing tools,"~2,100",1k-5k,core,"Private/family-owned; revenue undisclosed, industry estimates >EUR300M",Global leader in pipe-working tools with export ambitions that F1's international calendar could support.,,X05a
81,Rubix Group (Brammer),rubixgroup.com,United Kingdom,Industrial MRO products distribution,"~9,000",5k-10k,core,Private (Advent International); revenue >EUR2.5B,"Europe's largest industrial MRO distributor, with the marketing scale to support a pan-European F1 platform.",,X05a
82,Russel Metals,russelmetals.com,Canada,Metals service centers,"~4,500",1k-5k,core,high,"TSX-listed one of North America's largest metals distribution networks, with strong industrial B2B relationships.",,X05b
83,Ryerson Holding,ryerson.com,United States,Metals service centers,"~4,000",1k-5k,core,high,NYSE-listed metals distribution and processing company (~$4B+ revenue) serving industrial manufacturing accounts.,,X05b
84,"Samuel, Son & Co.",samuel.com,Canada,Metals service centers,"~7,000",5k-10k,core,high,Large private Canadian metals distribution and manufacturing conglomerate with deep North American industrial relationships.,,X05b
85,Screwfix,screwfix.com,United Kingdom,Broadline MRO distribution,"~13,000",10k+,core,high,Kingfisher-owned trade tools retailer (~£2B+ revenue) with a huge UK/Ireland tradesperson customer base.,,X05b
86,Sealed Air,sealedair.com,United States,Packaging & shipping supplies,"~15,500",10k+,core,high,"NYSE-listed global packaging giant (Cryovac, Bubble Wrap) with billions in revenue and major industrial/retail B2B accounts.",yes,X05b
87,Signode Industrial Group,signode.com,United States,Packaging & shipping supplies,"~9,000",5k-10k,core,high,Crown Holdings-owned global industrial packaging/strapping leader serving manufacturing and logistics B2B accounts worldwide.,yes,X05b
88,Sioen Industries,sioen.com,Belgium,Workwear & protective clothing,"~4,300",1k-5k,core,medium,Euronext Brussels-listed protective-fabrics and workwear group with an established industrial and offshore-sector customer base.,,X05b
89,SiteOne Landscape Supply,siteone.com,United States,Broadline MRO distribution,"~5,000",1k-5k,core,high,NYSE-listed landscape/irrigation distributor (~$4B revenue) built on branch-level contractor relationships.,,X05b
90,Skechers,skechers.com,United States,Workwear & protective clothing,"~9,000",5k-10k,core,high,NYSE-listed global footwear giant (Skechers Work division) with large consumer marketing budgets and existing sports-sponsorship experience.,yes,X05b
91,Smurfit WestRock,smurfitwestrock.com,Ireland,Corrugated & paper packaging,"~100,000",10k+,core,high,NYSE-listed global corrugated packaging giant formed by the 2024 Smurfit Kappa/WestRock merger — a true quiet giant.,yes,X05b
92,Snap-on Incorporated,snapon.com,United States,Power tools & hand tools manufacturing,"~13,000",10k+,core,high,"NYSE-listed premium tools manufacturer with decades of motorsport sponsorship history (NASCAR, drag racing) — direct F1 affinity.",yes,X05b
93,Sonepar S.A.,sonepar.com,France,Electrical products distribution,"~45,000",10k+,core,Private/family-owned; revenue >EUR30B,"One of the world's largest electrical distributors, with the marketing budget to support a global platform like F1.",yes,X05a
94,Sonoco Products,sonoco.com,United States,Packaging & shipping supplies,"~21,000",10k+,core,high,NYSE-listed global diversified packaging company with deep industrial and consumer B2B relationships.,yes,X05b
95,"Southwire Company, LLC",southwire.com,United States,"Wire, cable and electrical tools","~9,000",5k-10k,core,Private/family-owned; revenue >$8B,Large electrical-tools and wire manufacturer with the scale and US market focus to match F1's American growth.,yes,X05a
96,Stora Enso,storaenso.com,Finland,Corrugated & paper packaging,"~21,000",10k+,core,high,Helsinki-listed renewable packaging and paper materials giant with deep industrial B2B relationships across Europe.,yes,X05b
97,SunSource,sun-source.com,United States,Fluid power & process distribution,"~3,200",1k-5k,core,medium,Large private fluid power and process-equipment distributor serving industrial OEM and MRO B2B customers.,,X05b
98,TAKKT AG,takkt.com,Germany,Packaging & shipping supplies,"~1,600",1k-5k,core,medium,"Frankfurt-listed B2B mail-order group (KAISER+KRAFT) for packaging, warehouse and workplace equipment across Europe.",,X05b
99,"Techtronic Industries Co. Ltd (TTI / Milwaukee, Ryobi)",ttigroup.com,Hong Kong,"Cordless power tools, outdoor equipment (Milwaukee, Ryobi, Ryobi)","~48,000",10k+,core,HKEX-listed; revenue >$14B,Milwaukee's heavy-duty trade-tool image and TTI's marketing budget scale well to a paddock tool-truck sponsorship.,yes,X05a
100,Textron Inc. (Klauke crimping tools),klauke.com,Germany,Crimping and cutting tools for electrical connections (Klauke brand),"~35,000 (Textron group)",10k+,core,Parent Textron Inc. NYSE listed; group revenue >$12B,Crimping/cable-connection tools relevant to the wiring harness work throughout an F1 car and garage.,,X05a
101,The Toro Company,thetorocompany.com,United States,"Outdoor and construction equipment, professional tools","~9,000",5k-10k,core,NYSE listed; revenue >$4.5B,Large US-listed equipment maker with marketing scale suited to F1's growing North American audience.,,X05a
102,Toolstation,toolstation.com,United Kingdom,Broadline MRO distribution,"~6,000",5k-10k,core,medium,Travis Perkins-owned trade tools/hardware retailer with a fast-growing pan-European branch network and trade-customer base.,,X05b
103,Turtle & Hughes,turtle.com,United States,Electrical & industrial distribution,~800,250-1k,core,medium,Employee-owned US electrical/industrial distributor (~$1B+ revenue) with a national relationship-based sales force.,,X05b
104,Tyrolit - Schleifmittelwerke Swarovski KG,tyrolit.com,Austria,"Grinding, cutting and dressing abrasive tools","~5,600",5k-10k,core,Private (Swarovski family); revenue ~EUR1B,Swarovski-family ownership brings luxury-brand marketing sophistication that could translate well into F1 hospitality/branding.,,X05a
105,Uline,uline.com,United States,Packaging & shipping supplies,"~9,000",5k-10k,core,high,Privately-held US packaging/shipping-supplies giant with multi-billion-dollar revenue and a huge catalog B2B customer base.,,X05b
106,UniFirst,unifirst.com,United States,Uniform & workwear rental,"~14,000",10k+,core,high,NYSE-listed uniform and workwear rental leader with deep route-driver relationships across thousands of industrial accounts.,,X05b
107,US LBM,uslbm.com,United States,Broadline MRO distribution,"~8,500",5k-10k,core,high,Large building-materials distributor (~$6B+ revenue) with extensive contractor and builder relationships to entertain.,,X05b
108,Uvex Group,uvex.com,Germany,Safety equipment & PPE,"~2,700",1k-5k,core,medium,German PPE/eyewear group with existing motorsport-adjacent ties (ski/sports eyewear and helmets) — natural affinity for F1 visibility.,,X05b
109,Veritiv,veritiv.com,United States,Packaging & shipping supplies,"~7,000",5k-10k,core,high,Clearlake Capital-owned packaging and print distributor (~$7B revenue) with deep B2B account relationships.,,X05b
110,VF Corporation (Dickies),vfc.com,United States,Workwear & protective clothing,"~14,000",10k+,core,high,"NYSE-listed apparel conglomerate (Dickies, Timberland) with multi-billion-dollar revenue and global brand marketing budgets.",yes,X05b
111,Victorinox AG,victorinox.com,Switzerland,"Swiss Army knives, multi-tools, cutlery","~2,500",1k-5k,core,Private/family-owned; revenue estimated >$500M,Swiss precision-craft branding pairs naturally with F1's own precision-engineering marketing themes.,yes,X05a
112,Vontier Corporation (Matco Tools),vontier.com,United States,Professional automotive tools and mobile tool distribution (Matco),"~9,000",5k-10k,core,NYSE listed; revenue >$3B,Matco's mobile tool-truck network serving auto techs is a ready-made activation channel for F1 fan engagement.,yes,X05a
113,"W.W. Grainger, Inc.",grainger.com,United States,"Industrial MRO (maintenance, repair, operations) supplies distribution","~26,000",10k+,core,NYSE listed; revenue >$16B,MRO supply-chain reliability is exactly what keeps a race team's garage stocked and running.,yes,X05a
114,Wajax Corporation,wajax.com,Canada,Broadline MRO distribution,"~3,500",1k-5k,core,medium,TSX-listed Canadian industrial products and engineered solutions distributor with national branch relationships.,,X05b
115,Watsco,watsco.com,United States,Broadline MRO distribution,"~7,000",5k-10k,core,high,NYSE-listed largest HVAC distributor in the Americas — a relationship-driven B2B business with deep dealer entertainment budgets.,,X05b
116,WESCO International,wesco.com,United States,Broadline MRO distribution,"~20,000",10k+,core,high,S&P 400 electrical/industrial distributor (absorbed Anixter) with a large enterprise sales force built for client entertainment.,yes,X05b
117,White Cap,whitecap.com,United States,Broadline MRO distribution,"~6,500",5k-10k,core,high,"Large specialty construction-supplies distributor (Clayton, Dubilier & Rice-backed) with a national contractor relationship network.",,X05b
118,Winsupply,winsupplyinc.com,United States,Broadline MRO distribution,"~8,000",5k-10k,core,high,Large private network of locally-owned distribution companies (plumbing/electrical/industrial) with strong contractor relationships.,,X05b
119,Wolseley UK,wolseley.co.uk,United Kingdom,"Pipes, valves & fittings distribution","~5,600",5k-10k,core,medium,"Clayton, Dubilier & Rice-owned UK plumbing/heating distributor with a large branch network and contractor relationships.",,X05b
120,Worthington Industries,worthingtonindustries.com,United States,Metals service centers,"~5,300",5k-10k,core,high,NYSE-listed steel processing and metals manufacturing company with strong industrial B2B relationships.,,X05b
121,Alpha Pro Tech,alphaprotech.com,United States,Safety equipment & PPE,~350,250-1k,sentiment,low,Nasdaq-listed protective apparel and building-products manufacturer with a growing industrial distribution footprint.,,X05b
122,Antalis,antalis.com,France,Packaging & shipping supplies,"~4,000",1k-5k,sentiment,medium,Kokusai Pulp & Paper-owned pan-European packaging and paper distributor with a large B2B account base.,,X05b
123,August Rüggeberg GmbH & Co. KG (Pferd),pferd.com,Germany,"Files, burs and abrasive tools","~2,100",1k-5k,sentiment,Private/family-owned; revenue undisclosed,Precision filing/deburring tools used in composite and metal component finishing map onto F1 fabrication shops.,,X05a
124,Bearing Distributors Inc. (BDI),bdiparts.com,United States,Bearings & power transmission distribution,"~1,700",1k-5k,sentiment,medium,Large private US bearings and power-transmission distributor with deep industrial MRO customer relationships.,,X05b
125,Bessey Tool GmbH & Co. KG,bessey.de,Germany,Clamping technology and hand tools,~750,250-1k,sentiment,Private/family-owned; revenue undisclosed,Clamping tools used throughout composite layup and fabrication give a credible product tie to F1 build shops.,,X05a
126,Beta Utensili S.p.A.,beta-tools.com,Italy,"Professional hand and power tools, tool trolleys",~700,250-1k,sentiment,Private (Bahco/SNA-unaffiliated Italian group); revenue undisclosed,Existing motorsport heritage (long-time Ducati Corse MotoGP tool supplier) shows real appetite for trackside branding; F1 is a logical extension.,,X05a
127,Blåkläder,blaklader.com,Sweden,Workwear & protective clothing,~500,250-1k,sentiment,low,Private Swedish workwear manufacturer with a strong European trade and industrial customer following.,,X05b
