#,company,domain,hq_country,niche,employees_est,size_band,tag,affordability,why_f1,source_batch
42,GlobalWafers Co,globalwafers.com.tw,Taiwan,Wafers / Substrates,13000,10k+,core,Public (TWSE:6488); FY2024 revenue >NT$75B (~$2.4B); world's #3 silicon wafer maker,Major Taiwan-headquartered wafer supplier with global fabs (incl. new US plant); unsponsored in F1,S5a
43,Gudeng Precision Industrial,gudeng.com,Taiwan,EUV Reticle Pods / Precision Components,2000,1k-5k,core,Public (TPEx:3680); estimated annual revenue >NT$8B (~$250M) as key ASML EUV pod supplier,Critical EUV/DUV reticle pod and precision-parts supplier in ASML's supply chain; unsponsored in F1,S5a
44,"Hanmi Semiconductor Co., Ltd.",hanmisemi.com,South Korea,,728,250-1k,core,,Dominant thermal compression bonder maker for HBM packaging (SK hynix/Samsung supply chain); verified via web search; explosive AI-driven growth story; unclaimed F1 category.,S5b
45,"Hanwha Semitech Co., Ltd. (Hanwha Precision Machinery)",hanwhasemitech.com,South Korea,,1500,1k-5k,core,,"Hanwha's semiconductor die-bonding/packaging equipment arm, backed by the wider Hanwha conglomerate's balance sheet (explicit dup-ok per brief); unclaimed F1 category.",S5b
46,Hemlock Semiconductor,hscpoly.com,United States,Hyperpure Polysilicon (Wafer Materials),1500,1k-5k,core,"Private JV (Corning majority-owned with Shin-Etsu/Mitsubishi); large-scale polysilicon producer, revenue estimated well over $500M/yr","Major US-based hyperpure polysilicon supplier for semiconductor-grade silicon wafers, benefiting from CHIPS Act-driven expansion; F1-clean",S5a
47,Heraeus Holding,heraeus.com,Germany,Sputtering Targets / Precious Metals Materials,17300,10k+,core,Privately held; group FY2024 revenue >EUR27B (incl. precious-metals trading); Electronics segment core semiconductor-materials unit,Global leader in sputtering targets and bonding wire for semiconductor fabs; F1-clean,S5a
48,Hirata Corporation,hirata.co.jp,Japan,Fab Automation / Material Handling,3000,1k-5k,core,Public (TSE:6258); FY2024 revenue >JPY130B (~$870M),"Factory automation and semiconductor equipment integrator (EFEM, wafer handling); F1-clean",S5a
49,Hitachi High-Tech Corporation,hitachi-hightech.com,Japan,Etch / Deposition (Hitachi subsidiary),15000,10k+,core,Wholly owned Hitachi Ltd subsidiary; parent Hitachi FY2024 revenue >JPY9T (~$60B),"Etch, deposition and metrology equipment maker under Hitachi's industrial umbrella; no F1 sponsorship",S5a
50,Hwatsing Technology,hwatsing.com,China,CMP / Dicing / Grinding / Polish,1900,1k-5k,core,Public (SSE:688120); FY2025 revenue >RMB4.6B (~$650M),"China's leading CMP (chemical-mechanical polishing) equipment maker, rapidly expanding into new equipment categories; unsponsored in F1",S5a
51,Ichor Systems,ichorsystems.com,United States,"Subsystems / Components (vacuum, RF, gas/fluid delivery)",3000,1k-5k,core,Public (NASDAQ:ICHR); FY2024 revenue >$900M,Leading gas and fluid delivery subsystems supplier to Applied Materials/Lam; unsponsored in F1,S5a
52,"ISC Co., Ltd.",isc21.co.kr,South Korea,,700,250-1k,core,,Leading semiconductor test socket / pogo-pin maker for memory and logic device test; unclaimed F1 category.,S5b
53,JEOL Ltd.,jeol.com,Japan,,4000,1k-5k,core,,Electron microscopy and e-beam lithography/metrology tool maker used in semiconductor failure analysis; unclaimed F1 category.,S5b
54,JSR Corporation,jsr.co.jp,Japan,"Process Materials (resist, slurry, targets, chemicals)",8000,5k-10k,core,"Public (TSE:4185, being taken private by JIC in 2024-25 deal valuing it >$6B); photoresist revenue segment alone >$1B","World's top photoresist/semiconductor-materials maker (absorbing Inpria, EMD's stake); no F1 sponsorship",S5a
55,Jusung Engineering,jestech.co.kr,South Korea,Deposition (CVD/ALD/PVD/Epi),500,250-1k,core,"Public (KOSDAQ:036930); FY2024 revenue ~KRW409B (~$294M), up 44% YoY","Korean CVD/PECVD deposition and thermal equipment maker; F1-clean, fast-growing order backlog",S5a
56,"KCTECH Co., Ltd.",kctech.co.kr,South Korea,CMP Slurry / Pad Materials,700,250-1k,core,Public (KOSDAQ:089890); estimated annual revenue ~$200M,"Korean CMP consumables (slurry, pads, cleaning solutions) maker serving Samsung/SK hynix; unsponsored in F1",U05
57,Kingsemi Co,kingsemi.com,China,Litho Coater / Wet Cleaning,1400,1k-5k,core,Public (SSE:688037); FY2023 revenue >RMB1.72B (~$240M),Leading Chinese lithography coating and wafer-cleaning equipment maker (state-linked); F1-clean,S5a
58,KLA Corporation,kla.com,United States,,15000,10k+,core,,Global #1 process-control/inspection & metrology equipment maker; dup ok across subsector files; not F1-affiliated.,S5b
59,Kokusai Electric,kokusai-electric.com,Japan,Thermal / Anneal / Diffusion,3600,1k-5k,core,"Public (TSE:6525, 2023 IPO from KKR); FY2024 revenue >JPY162B (~$1.1B)",Global leader in batch thermal/ALD deposition tools (spun from Hitachi Kokusai); newly public with fresh capital markets visibility push; F1-clean,S5a
60,Kulicke & Soffa Industries Ltd.,kns.com,Singapore,,4300,1k-5k,core,,World-leading wire/die-bonding equipment maker for advanced packaging; unclaimed F1 category.,S5b
61,Kurita Water Industries,kurita.com,Japan,Ultrapure Water Systems (Wet Processing),8300,5k-10k,core,Public (TSE:6370); FY2024 revenue >JPY320B (~$2.1B); semiconductor UPW systems a key growth segment,World-leading ultrapure water treatment systems critical to fab wet processing; F1-clean,S5a
62,Kurt J. Lesker Company,lesker.com,United States,"Subsystems / Components (vacuum, RF, gas/fluid delivery)",650,250-1k,core,Privately held; estimated annual revenue $200-300M across vacuum components and thin-film deposition systems,Long-established vacuum technology and deposition components supplier to fabs/research labs; unsponsored in F1,S5a
63,Lam Research,lamresearch.com,United States,Etch,18000,10k+,core,Public (NASDAQ:LRCX); FY2024 revenue >$14B; global #1 in etch and #2 in deposition,Leading etch/deposition equipment maker with massive engineering marketing budget; F1-clean,S5a
64,Lasertec Corporation,lasertec.co.jp,Japan,,1850,1k-5k,core,,"Monopoly supplier of EUV mask-blank inspection & metrology tools; dup ok; unclaimed F1 category, Japan GP home-market tie-in.",S5b
65,"Leeno Industrial Co., Ltd.",leeno.com,South Korea,,550,250-1k,core,,Test socket / pogo-pin maker serving memory and logic test; unclaimed F1 category.,S5b
66,Leybold GmbH,leybold.com,Germany,"Subsystems / Components (vacuum, RF, gas/fluid delivery)",3000,1k-5k,core,Part of Atlas Copco Vacuum Solutions; estimated standalone segment revenue >$800M,"Major vacuum pump/system supplier to semiconductor and coating industries; F1-clean, deep German industrial heritage",S5a
67,Marketech International Corp,marketech-intl.com,Taiwan,Epitaxy / Deposition Equipment & Distribution,1000,250-1k,core,Public (TWSE:5301); estimated annual revenue >NT$8B (~$250M) across equipment distribution and self-developed epitaxy tools,Major Taiwan semiconductor-equipment distributor and epitaxy/deposition toolmaker; unsponsored in F1,S5a
68,Mattson Technology,mattson.com,United States,Etch,650,250-1k,core,Owned by Beijing E-Town Dragon investment consortium; estimated annual revenue $200-300M on dry strip/RTP/etch systems,"US-headquartered strip, thermal (RTP) and etch equipment maker with China-consortium capital backing; unsponsored in F1",S5a
69,Merck KGaA (EMD Electronics),emdgroup.com,Germany,Specialty Gases / Photoresists (Materials),64000,10k+,core,"Public parent (FRA:MRK); group FY2024 revenue >EUR21B; Electronics (EMD Electronics, incl. Versum) a major growth pillar","Parent of EMD Electronics, a top-tier semiconductor materials/specialty gas supplier (post-Versum/Intermolecular acquisitions); F1-clean",S5a
70,Mitsubishi Gas Chemical Company,mgc.co.jp,Japan,Semiconductor Process Chemicals,9000,5k-10k,core,Public (TSE:4182); FY2024 revenue >$5B,Major hydrogen peroxide and process-chemical supplier to global wafer fabs; unsponsored in F1,U05
71,MKS Instruments,mksinst.com,United States,"Subsystems / Components (vacuum, RF, gas/fluid delivery)",9200,5k-10k,core,Public (NASDAQ:MKSI); FY2024 revenue >$3.6B,"Critical vacuum, RF power, gas/flow control subsystems supplier across every fab process step; unsponsored in F1",S5a
72,MPI Corporation,mpi-corporation.com,Taiwan,,922,250-1k,core,,Global leader in wafer probers and photonics/RF test solutions; verified via annual report and earnings release; unclaimed F1 category.,S5b
73,Muehlbauer Group,muehlbauer.de,Germany,IC Packaging & Test Handling Equipment,1500,1k-5k,core,Privately held; estimated annual revenue >$300M,German IC packaging and test-handling equipment maker with smart-card/RFID heritage; unsponsored in F1,U05
74,Murata Machinery (Muratec),muratec.net,Japan,Fab Automation / Material Handling,4000,1k-5k,core,"Privately held; group estimated annual revenue >$2B, semiconductor AMHS a core growth segment",Automated material handling systems (AMHS/OHT) supplier for advanced fabs; unsponsored in F1,S5a
75,Nanotronics Imaging Inc.,nanotronics.co,United States,,300,250-1k,core,,AI-powered semiconductor/advanced-manufacturing inspection platform (nSpec/nSight) backed by major growth investors; fits GROWTH gate; unclaimed sponsor category.,S5b
76,National Silicon Industry Group (NSIG),nsig.com,China,Wafers / Substrates,3000,1k-5k,core,Public (SSE:688126); state-backed semiconductor-grade silicon wafer producer with revenue >RMB3.5B (~$490M),"China's flagship 300mm semiconductor wafer producer (Shanghai), central to domestic self-sufficiency push; unsponsored in F1",S5a
77,Naura Technology Group,naura.com,China,Diversified Process Equipment (Etch/Dep/Clean/Thermal),11000,10k+,core,Public (SZSE:002371); FY2024 revenue >RMB29B (~$4B); China's largest semiconductor equipment maker,"China's national-champion diversified process-equipment supplier (etch, CVD/PVD, clean, thermal); unsponsored in F1",S5a
78,Nidec-Read Corporation,nidec-read.com,Japan,,900,250-1k,core,,Electrical test equipment maker (board/component/connector test) adjacent to semiconductor device test; Nidec Group backing; unclaimed F1 category.,S5b
79,Nikon Corporation (Precision Equipment),nikon.com,Japan,,19000,10k+,core,,"Semiconductor lithography stepper/scanner maker (Precision Equipment division); global optics brand; unclaimed F1 category, Japan GP tie-in.",S5b
80,Nissan Chemical Corporation,nissanchem.co.jp,Japan,CMP Slurry / Photoresist Ancillary Materials,7000,5k-10k,core,Public (TSE:4021); FY2024 revenue >JPY280B (~$1.9B); Performance Materials includes semiconductor process chemicals,Leading supplier of CMP slurry additives and photoresist ancillary chemicals to global fabs; F1-clean,S5a
81,Nissin Ion Equipment,nissin-ion.co.jp,Japan,Ion Implant,700,250-1k,core,Sumitomo Electric Industries affiliate; estimated annual revenue >$300M on ion implant systems,Established ion implant equipment maker for power semiconductor and logic fabs; unsponsored in F1,S5a
82,Nordson Corporation,nordson.com,United States,,7700,5k-10k,core,,"Parent of Nordson Test & Inspection (DAGE X-ray, CyberOptics AOI, ASYMTEK dispense) serving advanced packaging; explicitly named X-ray/optical inspection candidate; not F1-affiliated.",S5b
83,Nova Ltd,novami.com,Israel,,1612,1k-5k,core,,Process-control metrology leader for advanced-node fabs; verified revenue/headcount via SEC 20-F and press release; unclaimed sponsor category.,S5b
84,OCI Company Ltd,oci.co.kr,South Korea,Polysilicon / Specialty Chemicals,3000,1k-5k,core,Public (KRX:010060); FY2024 revenue >$2B,Major Korean polysilicon and specialty-chemicals producer supplying the wafer/solar materials chain; unsponsored in F1,U05
85,Oerlikon Group,oerlikon.com,Switzerland,Thin-Film Coating Systems (Balzers),12000,10k+,core,Public (SIX:OERL); FY2024 revenue >CHF2.6B; Surface Solutions (Balzers) division serves electronics coating,"Balzers thin-film coating systems division serves semiconductor/electronics manufacturing; F1-clean, Swiss precision-engineering brand fit",S5a
86,Olympus Corporation,olympus-global.com,Japan,,29000,10k+,core,,Optical/industrial microscopy systems used for semiconductor wafer and package inspection; unclaimed F1 category.,S5b
87,Onto Innovation Inc.,ontoinnovation.com,United States,,2500,1k-5k,core,,"Leading process-control/metrology & inspection equipment maker (advanced packaging, specialty devices); not an F1 sponsor; dup-ok across subsector files.",S5b
88,Organo Corporation,organo.co.jp,Japan,Ultrapure Water Systems (Wet Processing),2600,1k-5k,core,Public (TSE:6368); FY2024 revenue >JPY150B (~$1B); dominant semiconductor UPW systems supplier,Leading ultrapure-water and wet-process chemical delivery systems maker for fabs; unsponsored in F1,S5a
89,Oxford Instruments plc,oxinst.com,United Kingdom,Plasma Etch/Deposition (Plasma Technology),2400,1k-5k,core,Public (LSE:OXIG); FY2024 revenue >GBP470M,"Plasma Technology division supplies etch/deposition tools for compound semiconductor and R&D fabs; F1-clean, UK-GP home-market fit",S5a
90,Park Systems Corp,parksystems.com,South Korea,,600,250-1k,core,,Leading Atomic Force Microscopy (AFM) metrology tool maker for advanced-node defect/CD measurement; rapid growth story tied to HBM/AI chip boom; unclaimed F1 category.,S5b
91,Pfeiffer Vacuum Technology,pfeiffer-vacuum.com,Germany,"Subsystems / Components (vacuum, RF, gas/fluid delivery)",4300,1k-5k,core,Owned by Busch Group; estimated annual revenue >EUR900M on vacuum pump systems,"Leading vacuum pump maker for semiconductor process chambers; F1-clean, strong German-engineering brand alignment",S5a
92,"Photronics, Inc.",photronics.com,United States,,5000,1k-5k,core,,"World's leading independent photomask manufacturer, the lithography-adjacent input every fab needs; unclaimed F1 category.",S5b
93,Piotech Inc,piotech.com,China,Deposition (CVD/ALD/PVD/Epi),1700,1k-5k,core,"Public (SSE:688072); FY2025 revenue ~RMB6.26B (~$870M), sales up 124% YoY in Q3 2025",Fast-growing Chinese PECVD/ALD deposition equipment leader riding domestic capex boom; F1-clean,S5a
94,Plansee Group,plansee.com,Austria,Sputtering Targets / Refractory Metals,15000,10k+,core,Privately held; group FY2024 revenue >EUR1.9B,Leading refractory-metal sputtering target and component maker for semiconductor deposition tools; unsponsored in F1,S5a
95,proteanTecs Ltd.,proteantecs.com,Israel,,300,250-1k,core,,"Deep-data chip health/test analytics platform used across wafer test and in-field monitoring flows; meets GROWTH gate ($200M+ raised, $1B+ valuation); unclaimed F1 category.",S5b
96,PSK Inc,psk.co.kr,South Korea,Strip / Clean / Thermal,1000,250-1k,core,Public (KOSDAQ:319660); FY2024 revenue >$291M,"Korean dry strip, cleaning and thermal equipment specialist serving Samsung/SK hynix; unsponsored in F1",S5a
97,PVA TePla AG,pvatepla.com,Germany,Plasma / Vacuum Systems & SiC Crystal Growth,900,250-1k,core,"Public (FRA:TPE); FY2024 revenue >EUR200M, record order backlog on SiC/AI-chip demand","Plasma treatment and SiC crystal-growth equipment maker riding power-semiconductor boom; F1-clean, growing brand-visibility budget",S5a
98,Resonac Holdings,resonac.com,Japan,"Process Materials (resist, slurry, targets, chemicals)",20000,10k+,core,Public (TSE:4004); FY2024 revenue >JPY1.5T (~$10B); Semiconductor & Electronics a core high-growth segment,"Major semiconductor materials maker (CMP slurry, photoresist, packaging materials) formed from Showa Denko/Hitachi Chemical merger; unsponsored in F1",S5a
99,Rorze Corporation,rorze.com,Japan,Fab Automation / Material Handling,1200,1k-5k,core,Public (TSE:6323); FY2024 revenue >JPY60B (~$400M),Leading wafer-handling robotics and FOUP automation supplier inside fab process tools; unsponsored in F1,S5a
100,SAES Getters S.p.A.,saesgetters.com,Italy,Vacuum Gettering Materials,1600,1k-5k,core,Public (Borsa Italiana:SG); estimated annual revenue ~$300M,"Global leader in getter materials used in vacuum semiconductor process chambers; unsponsored in F1, Italian GP home-market fit",U05
101,Scientech Corporation,scientech.com.tw,Taiwan,Clean / Wet Processing,1500,1k-5k,core,Public (TWSE:3583); estimated annual revenue >NT$6B (~$200M) on wet processing/cleaning equipment,Leading Taiwanese wet-processing and cleaning equipment maker serving TSMC's supply base; F1-clean,S5a
102,SCREEN Holdings (SCREEN Semiconductor Solutions),screen.co.jp,Japan,Clean / Wet Processing,8000,5k-10k,core,"Public (TSE:7735); group FY2024 revenue >JPY480B (~$3.2B), semiconductor segment the core profit driver",Global #1 wafer-cleaning equipment maker (also coater/developer); no F1 sponsorship despite huge semiconductor-cycle marketing budgets,S5a
103,SEMES Co Ltd,semes.com,South Korea,Clean / Wet Processing,5500,5k-10k,core,Wholly owned Samsung Electronics affiliate; estimated annual revenue >$2B on clean/etch/deposition tools,"Samsung's captive-turned-merchant semiconductor equipment arm (clean, etch, deposition); no F1 sponsorship despite Samsung's own broader marketing scale",S5a
104,SFA Engineering Corp,sfa.co.kr,South Korea,,3500,1k-5k,core,,Korean semiconductor & display automation/material-handling equipment leader; unclaimed F1 category.,S5b
105,"Shenyang Piotech Technology Co., Ltd.",piotech.com.cn,China,,1800,1k-5k,core,,Chinese deposition (PECVD/ALD) equipment maker with growing presence in advanced packaging dielectric deposition; dup-ok; unclaimed F1 category.,S5b
106,Shibaura Mechatronics Corporation,shibaura.co.jp,Japan,,1350,1k-5k,core,,"Dicing, etch and coating equipment maker for semiconductor and FPD fabs; unclaimed F1 category.",S5b
107,Shin-Etsu Chemical,shinetsu.co.jp,Japan,Wafers / Substrates,27000,10k+,core,Public (TSE:4063); FY2024 revenue >JPY2.5T (~$16B); world's #1 silicon wafer and photoresist supplier,Global silicon-wafer/electronic-materials leader with enormous marketing capacity; unsponsored in motorsport,S5a
108,Shinkawa Ltd.,shinkawa.co.jp,Japan,,900,250-1k,core,,Long-established wire-bonding equipment maker directly competing with K&S/ASMPT; unclaimed F1 category.,S5b
109,SiCarrier Technology,sicarrier.com,China,Diversified Process Equipment (state-backed),2000,1k-5k,core,"Privately/state-backed; 2025 revenue (ex-litho) estimated RMB4.5B (~$620M), reportedly targeting RMB65B valuation and IPO by 2027",GROWTH-PROFILE: Shenzhen state-backed rising chip-tool champion securing billion-yuan orders across etch/deposition/litho; unsponsored in F1,S5a
110,Siltronic AG,siltronic.com,Germany,Wafers / Substrates,4100,1k-5k,core,Public (FRA:WAF); FY2024 revenue >EUR1.4B; global top-4 silicon wafer maker,"Included per brief (majors/mid-tier crossover, dup OK); leading European wafer supplier, unsponsored in F1",S5a
