#,company,domain,hq_country,niche,employees_est,size_band,tag,affordability,why_f1,already_in_earlier_list,source_batch
11,Blackmagic Design Pty Ltd,blackmagicdesign.com,Australia,Media Production Hardware & Storage,"~2,000",1k-5k,core,"Privately held; industry estimates place annual revenue well above $500M, profitable","Iconic media-production hardware brand (cameras, storage, DaVinci Resolve) with an existing motorsport-camera-technology crossover story.",yes,W11
12,Carbonite (OpenText),carbonite.com,USA,Cloud Backup for SMB/Consumer,~500 (product line),250-1k,core,"Owned by OpenText Corp (Nasdaq/TSX: OTEX); parent revenue >$5.8B, clears core gate",OpenText-backed backup brand seeking renewed consumer/SMB visibility; F1 offers a mainstream stage distinct from OpenText's enterprise brand.,yes,W11
13,Celestica Inc,celestica.com,Canada,EMS & Rack-Scale Storage/Networking Integration,"~26,000",10k+,core,"TSX/NYSE-listed; revenue ~$9.7B (2024), strong profitability growth on AI/data-center segment",Rack-scale AI/data-center integrator riding a strong stock re-rating; capital available for a headline sponsorship push.,yes,P11b
14,ChangXin Memory Technologies (CXMT),cxmt.com,China,DRAM Manufacturing,"6,000+",5k-10k,core,"China's leading DRAM fab; headcount and multi-fab capex clear the 6,000+ employee gate",Rapidly scaling DRAM maker expanding overseas sales channels; F1 exposure would support brand-building beyond China (geopolitical vetting advised).,,P11b
15,ChipMOS Technologies Inc,chipmos.com,Taiwan,Memory OSAT Packaging & Test,"~8,000",5k-10k,core,"Nasdaq/TWSE dual-listed; revenue ~$700M (2024), memory-focused OSAT specialist",Memory-focused packaging/test specialist; headcount and revenue clear the sponsorship affordability gates comfortably.,yes,P11b
16,Converge Technology Solutions Corp,convergetp.com,Canada,Storage & Data Center Solutions Integrator,"~2,600",1k-5k,core,"TSX-listed (CTS); revenue >$1.4B, clears core gate",North American hybrid IT/storage integrator built through acquisition roll-up; F1 offers brand consolidation value across its many legacy brands.,,V11
17,Corsair Gaming Inc,corsair.com,USA,"Consumer Memory, SSD & PC Components","~1,900",1k-5k,core,Nasdaq-listed (CRSR); revenue ~$1.4B (2024),High-performance memory/SSD brand with strong gaming-community equity; F1's growing crossover with sim-racing/gaming audiences is a direct fit.,yes,P11b
18,D&H Distributing Company,dandh.com,USA,IT Hardware & Storage Distribution,"~1,800",1k-5k,core,"Private; reported revenue >$5B, clears core gate on revenue",Large family-owned North American IT distributor with storage/server lines; F1 would be a bold differentiation move versus larger public rivals.,,V11
19,Data#3 Limited,data3.com,Australia,IT/Storage Solutions & Services,"~1,700",1k-5k,core,"ASX-listed; FY2024 revenue ~AUD 1.9B, clears core gate",Australia's largest listed IT services/storage integrator seeking international brand visibility via a global sports platform.,,T11
20,DataDirect Networks Inc (DDN),ddn.com,USA,HPC & AI Storage Systems,~700,250-1k,core,"Private; est. revenue $300-400M/yr, profitable, decades-long HPC/AI storage leader",Storage systems purpose-built for HPC/AI workloads; F1's real-time simulation/telemetry data pipelines are a direct case-study fit.,yes,P11b
21,Datto Inc (a Kaseya company),datto.com,USA,Backup & Business Continuity Appliances,"~2,000",1k-5k,core,"Last public revenue prior to 2022 Kaseya acquisition was >$550M, clears core revenue scale",MSP-focused backup-appliance leader with historically disclosed enterprise-scale revenue; disaster-recovery story fits F1's operational-continuity theme.,yes,T11
22,Digital China Holdings Limited,digitalchina.com,China,IT/Storage Distribution at Scale,"10,000+",5k-10k,core,"Hong Kong-listed; revenue >$10B, comfortably clears core gate",China's largest IT/storage distributor seeking international brand recognition beyond its domestic market.,,T11
23,Diodes Incorporated,diodes.com,USA,Power & Signal ICs for Storage/Server Boards,"~7,000",5k-10k,core,"Nasdaq-listed (DIOD); revenue ~$1.2B (2024), profitable",Component supplier to storage/server board makers; reliability-under-extreme-conditions story mirrors race-car electronics.,yes,P11b
24,Exclusive Networks SA,exclusive-networks.com,France,Cybersecurity & Data Infrastructure Distribution,"~2,700",1k-5k,core,"Euronext-listed; revenue >€5B, comfortably clears core gate",Global cybersecurity/data-infrastructure distributor headquartered in France; F1's French Grand Prix presence is a natural home-market tie-in.,yes,T11
25,Foxconn Industrial Internet (FII),fii-foxconn.com,China,Cloud & Storage Server Manufacturing,"10,000+",5k-10k,core,"Shanghai-listed; revenue tens of billions USD, cloud/networking segment growing fast on AI-server demand",Hon Hai/Foxconn's server-manufacturing arm; scale and cash position support a marquee international sponsorship.,yes,P11b
26,FSP Technology Inc,fsp-group.com,Taiwan,Server & Storage Power Supplies,"~2,000",1k-5k,core,"TWSE-listed; revenue ~$700M, clears core gate",Server/storage power-supply maker seeking global brand recognition beyond its OEM-heavy business; F1 offers consumer-facing brand halo.,,V11
27,Giga-Byte Technology Co Ltd,gigabyte.com,Taiwan,Server Motherboards & Storage Systems,"~3,000",1k-5k,core,"TWSE-listed; revenue ~$5-6B (2024), profitable across server and consumer segments",Consumer PC-gaming brand equity already exists (AORUS); extending into enterprise server/storage via F1 makes brand-crossover sense.,yes,P11b
28,GigaDevice Semiconductor Inc,gigadevice.com,China,NOR/NAND Flash & DRAM ICs,"~1,700",1k-5k,core,"Shanghai STAR-listed; revenue ~$800M (2024), profitable","Auto-grade flash memory supplier (ADAS, infotainment); F1's car-electronics tie-in is a strong pitch angle.",yes,P11b
29,GlobalSCAPE (a Fortra brand),globalscape.com,USA,Managed File Transfer,~100 (product line),100-250,core,"Owned by Fortra (HGGC-backed); parent revenue >$700M, clears core gate",Long-established MFT brand under Fortra ownership seeking renewed visibility distinct from its GoAnywhere sibling product.,,W11
30,Innodisk Corporation,innodisk.com,Taiwan,Industrial Flash & DRAM Modules,"~1,000",250-1k,core,"TWSE-listed (parent Apacer/ Innodisk group); revenue ~$250M+, at $200M gate",Industrial/embedded storage supplier to harsh-environment electronics; car-team ECU/telemetry storage is a direct use-case pitch.,yes,P11b
31,Inspur Electronic Information Industry Co,inspur.com,China,Server & Storage Systems OEM,"10,000+",5k-10k,core,"Shenzhen-listed; revenue ~$10B+ (2024), one of world's top server/storage system makers",Top-3 global server/storage OEM by unit shipments; motorsport sponsorship would boost brand outside its China/APAC core market.,yes,P11b
32,Inventec Corporation,inventec.com,Taiwan,Server & Storage ODM,"10,000+",5k-10k,core,TWSE-listed; revenue ~$14B (2024),Major server/storage ODM for hyperscalers; motorsport branding could help win direct enterprise (non-white-label) accounts.,yes,P11b
33,Kimball Electronics Inc,kimballelectronics.com,USA,EMS for Industrial & Storage Systems,"~4,500",1k-5k,core,"Nasdaq-listed (KE); revenue ~$1.5B, clears core gate",Global EMS provider serving industrial and data-infrastructure customers; F1 would raise brand awareness beyond its automotive-heavy legacy image.,,V11
34,Kingston Technology Company Inc,kingston.com,USA,Memory Modules & Consumer/Enterprise SSD,"~4,000",1k-5k,core,"Private; est. revenue ~$8B/yr, world's largest independent memory maker, profitable for decades",Category leader with deep pockets and no current F1 tie; performance-memory brand fits F1 enthusiast demographic directly.,yes,P11b
35,Kioxia Holdings Corporation,kioxia.com,Japan,NAND Flash Memory,"~7,500",5k-10k,core,"Revenue ~$8B (FY2024); Tokyo Stock Exchange IPO Dec 2024, market cap multi-billion USD",Newly public NAND leader seeking global brand elevation post-IPO; F1 broadcast reach ideal for consumer/enterprise NAND awareness.,yes,P11b
36,Lattice Semiconductor Corp,latticesemi.com,USA,FPGAs for Storage/Server Control Planes,"~1,100",1k-5k,core,"Nasdaq-listed (LSCC); revenue ~$460M (2024), profitable low-power FPGA leader",Low-power FPGA supplier used in storage-controller and server management-plane designs; efficient-computing story fits F1's efficiency-engineering ethos.,yes,P11b
37,Logicalis Group,logicalis.com,United Kingdom,Global Storage & IT Infrastructure Integration,"~7,000",5k-10k,core,"Subsidiary of JSE-listed Datatec; group revenue ~$2B, clears core gate",Global storage/IT infrastructure integrator operating across 27+ countries; motorsport gives a unified international brand platform.,,T11
38,Macronix International Co Ltd,macronix.com,Taiwan,NOR Flash Memory,"~5,500",5k-10k,core,"TWSE-listed; revenue ~$1B (2024), long-profitable NOR flash leader",World's largest NOR flash supplier (auto/industrial code storage); automotive-electronics ties make F1 a coherent brand extension.,yes,P11b
39,MaxLinear Inc,maxlinear.com,USA,Storage/Networking Connectivity ICs,"~1,000",250-1k,core,"Nasdaq-listed (MXL); revenue ~$300-400M annualized, public company with institutional backing",Data-infrastructure connectivity chipmaker seeking brand differentiation in a crowded interconnect-silicon field.,yes,P11b
40,Microchip Technology Inc - Adaptec Storage Solutions,microchip.com,USA,RAID Adapters & Storage ICs,"~20,000 (corporate)",10k+,core,Nasdaq-listed; corporate revenue ~$4B+ (FY2024),Adaptec RAID brand is a legacy enterprise-storage name looking for renewed visibility; motorsport sponsorship differentiates vs. Broadcom.,yes,P11b
41,Micron Technology Inc,micron.com,USA,DRAM & NAND Memory,"~48,000",10k+,core,FY2024 revenue ~$25B; no F1 team sponsorship found in search - clear to approach,Largest US memory maker chasing AI-memory demand story; F1's data/compute theme is a natural marketing tie-in Micron hasn't yet claimed.,yes,P11b
42,MiTAC Computing Technology Corp,mitaccomputing.com,Taiwan,Server & Storage Systems ODM,"~5,000",1k-5k,core,"Part of TWSE-listed MiTAC Holdings; group revenue ~$2B+, dedicated server/storage compute division",Mid-sized server/storage systems builder seeking brand differentiation against larger ODM rivals via sports marketing.,,P11b
43,Montage Technology Co Ltd,montage-tech.com,China,DDR5 Memory Interface Chips,~900,250-1k,core,"Shanghai STAR-listed; revenue ~$400M+ (2024), profitable DDR5 RCD/buffer leader",Dominant DDR5 server-memory interface chipmaker seeking global enterprise brand recognition beyond China customer base.,yes,P11b
44,N2WS (OpenText),n2ws.com,USA,AWS-Native Backup & DR,~100 (product line),100-250,core,"Owned by OpenText Corp (Nasdaq/TSX: OTEX); parent revenue >$5.8B, clears core gate",Cloud-native AWS backup purpose-built for always-on workloads mirrors F1's mission-critical uptime needs.,yes,W11
45,Nanya Technology Corp,nanya.com,Taiwan,DRAM Manufacturing,"~2,700",1k-5k,core,"TWSE-listed; revenue >$1B in up-cycles, part of Formosa Plastics Group balance sheet strength",Taiwan's only major DRAM fab; conglomerate backing (Formosa Group) supports sustained sponsorship spend.,yes,P11b
46,Netac Technology Co Ltd,netac.com,China,Flash Storage Products,~800,250-1k,core,"Shenzhen-listed; revenue ~$300M+ (2024), at $200M gate",Consumer flash brand expanding into automotive/industrial storage; motorsport association would boost premium positioning.,,P11b
47,New H3C Group (Unisplendour),h3c.com,China,Enterprise Storage & Server Systems,"10,000+",5k-10k,core,"Parent Unisplendour is Shenzhen-listed; group revenue multi-billion USD, major enterprise storage/server vendor",Full-stack enterprise storage/server vendor (ex-HPE JV lineage) seeking independent global brand identity via sponsorship.,yes,P11b
48,New Kinpo Group,kinpo.com.tw,Taiwan,EMS for Storage/Server Electronics,"10,000+",5k-10k,core,"TWSE-listed group; combined revenue in the multi-billion-USD range, clears core gate",Diversified Taiwanese EMS group with storage/server electronics manufacturing scale seeking global brand differentiation.,,T11
49,nVent Electric plc,nvent.com,USA,Data Center Rack Enclosures & Thermal Management,"~12,000",10k+,core,"NYSE-listed (NVT); revenue ~$3.1B (2024), profitable, growing data-center segment",Rack enclosure/thermal specialist for hyperscale storage; motorsport's extreme thermal-management needs make an easy case study.,yes,P11b
50,Parade Technologies Ltd,paradetech.com,Taiwan,SerDes/Retimer & Display Interconnect ICs,~700,250-1k,core,"TWSE-listed; revenue ~$300M+ (2024), profitable, retimer chips used in enterprise SSD/server links",High-speed retimer supplier to server/storage backplanes; precision signal-integrity story resonates with F1 engineering audiences.,,P11b
51,PC Connection Inc (Connection),connection.com,USA,IT/Storage Solutions Provider,"~2,400",1k-5k,core,"Nasdaq-listed (CNXN); revenue ~$2.6B, clears core gate",Public IT/storage solutions provider seeking brand differentiation from larger CDW/Insight rivals.,yes,T11
52,Phison Electronics Corp,phison.com,Taiwan,SSD Controllers,"~3,200",1k-5k,core,"TWSE-listed; revenue ~$2B (2024), profitable NAND controller leader",World's largest independent SSD controller maker; F1's precision-engineering ethos maps to controller performance story.,yes,P11b
53,Plexus Corp,plexus.com,USA,EMS for Data Infrastructure Hardware,"~19,000",10k+,core,"Nasdaq-listed (PLXS); revenue ~$4B, comfortably clears core gate",Precision manufacturer serving data-infrastructure/storage OEMs; engineering-excellence brand story aligns with F1's positioning.,,T11
54,PNY Technologies Inc,pny.com,USA,"Memory, SSD & Storage Products","~1,000",250-1k,core,"Private; est. revenue $1B+/yr, decades-profitable US memory/storage/GPU distributor",Legacy US memory/storage brand with deep OEM relationships; F1 sponsorship would refresh a somewhat dated brand image.,,P11b
55,Powerchip Semiconductor Manufacturing Corp (PSMC),powerchip.com,Taiwan,DRAM & Memory Foundry,"~5,000",1k-5k,core,"TWSE-listed; multi-billion-dollar fab investments, long-established memory foundry",DRAM/foundry capacity investor building international customer base; F1 fits its 'precision manufacturing' brand push.,,P11b
56,Powertech Technology Inc (PTI),pti.com.tw,Taiwan,Memory OSAT Packaging & Test,"~9,000",5k-10k,core,"TWSE-listed; revenue ~$1.5B (2024), largest pure-play memory OSAT",World's largest memory-only packaging/test house; precision-manufacturing brand story fits F1's engineering-excellence positioning.,yes,P11b
57,Presidio Inc,presidio.com,USA,Storage & IT Infrastructure Integration,"~2,800",1k-5k,core,"BC Partners-owned; revenue >$4B, clears core gate",Enterprise IT/storage solutions integrator with private-equity capital backing a growth-marketing push.,yes,T11
58,QNAP Systems Inc,qnap.com,Taiwan,NAS & Storage Systems,"~1,000",250-1k,core,"TWSE-listed; revenue ~$300M+ (2024), profitable NAS/surveillance-storage maker",Synology's chief NAS rival; F1 sponsorship would be a differentiator in the prosumer/SMB storage race.,,P11b
59,Quanta Computer Inc (QCT - Quanta Cloud Technology),quantatw.com,Taiwan,Server & Storage ODM,"10,000+",5k-10k,core,TWSE-listed; group revenue ~$55B; QCT unit is a major hyperscaler server/storage builder,One of the world's largest server ODMs; F1 sponsorship would differentiate QCT's brand from white-label anonymity.,yes,P11b
60,Quantum Corporation,quantum.com,USA,Tape & Secondary/Archive Storage Systems,"~1,000",250-1k,core,"Nasdaq-listed (QMCO); FY2024 revenue ~$400M, clears core revenue gate",Legacy storage brand mid-turnaround seeking a marketing catalyst; archival-storage-for-media narrative fits F1's video/telemetry archive needs.,,T11
61,Rambus Inc,rambus.com,USA,Memory Interface & Security Silicon,~800,250-1k,core,"Nasdaq-listed (RMBS); revenue >$400M (2024), profitable IP licensing model",Long-time memory-interface IP leader (DDR5 chipsets); no F1 conflict found - fresh entry into motorsport marketing.,yes,P11b
62,Redington Limited,redingtongroup.com,India,IT/Storage Distribution at Scale,"~3,500",1k-5k,core,"NSE-listed; revenue >$9B, comfortably clears core gate",One of Asia's largest IT/storage distributors seeking global brand elevation; F1's growing Indian fanbase supports a home-market activation angle.,,T11
63,Samtec Inc,samtec.com,USA,High-Speed Server & Storage Interconnects,"~9,000",5k-10k,core,"Private, employee-owned; reported revenue >$1B, near/above core gate on scale",High-speed interconnect specialist for storage/AI infrastructure; F1's high-bandwidth telemetry theme is an on-brand marketing angle.,,V11
64,SanDisk Corporation,sandisk.com,USA,Flash Memory & Storage Devices,"~2,000",1k-5k,core,"Nasdaq-listed (SNDK); spun off from Western Digital in 2025, revenue >$2B annualized, well above core gate",Newly re-independent flash/storage brand actively rebuilding its standalone marketing identity post-spinoff; F1 offers a high-visibility platform for that relaunch.,,V11
65,Sanmina Corporation,sanmina.com,USA,EMS & Storage/Server Manufacturing,"~30,000",10k+,core,"Nasdaq-listed; revenue ~$8B (FY2024), profitable",Precision manufacturer for storage/server OEMs; F1 engineering-precision narrative aligns naturally with its brand story.,yes,P11b
66,Schneider Electric IT (APC brand),apc.com,France,Data Center Rack & Power Infrastructure,"10,000+ (Secure Power division)",5k-10k,core,"Parent Schneider Electric SE is Euronext-listed; group revenue €38B+, dedicated Secure Power/APC rack-power division",APC racks/UPS power the vast majority of data centers; parent's scale and sustainability-marketing focus fits F1's hybrid-power narrative.,,P11b
67,Seagate Technology Holdings,seagate.com,USA,HDD & Nearline Storage,"~20,000",10k+,core,"FY2024 revenue ~$6.5B; Nasdaq-listed, profitable on recovering HDD cycle",Rival to any WD F1 deal; mass-capacity HDD growth (AI data lakes) mirrors F1's telemetry-data narrative.,yes,P11b
68,Shenzhen Longsys Electronics Co (Lexar/FORESEE),longsys.com,China,NAND Flash Modules & SSD (Lexar brand),"~2,500",1k-5k,core,"Shenzhen-listed; revenue >$1B (2024), owner of globally-recognized Lexar consumer brand",Lexar is a known Western consumer storage/memory-card brand actively expanding gaming/creator marketing - a natural F1 fit.,,P11b
69,Silicon Motion Technology Corp,siliconmotion.com,Taiwan,NAND/SSD Controller ICs,"~1,600",1k-5k,core,"Nasdaq-listed (SIMO); revenue ~$800M (2024), profitable",Consumer & auto SSD controller leader; F1 gives visibility to OEM/Tier-1 buyers evaluating controller suppliers.,yes,P11b
70,Sims Lifecycle Services,simslifecycleservices.com,Australia,IT Asset Disposition & Data Destruction,"~1,000",250-1k,core,"Part of Sims Limited (ASX-listed, SGM); parent revenue >$3B, well above core gate",Global ITAD and secure data-destruction arm of a large public recycler; F1's sustainability and data-security themes both fit its positioning.,,V11
71,SK hynix Inc,skhynix.com,South Korea,DRAM & HBM Memory,"~30,000",10k+,core,2024 revenue ~$58B (record HBM-driven); no F1 conflict found in search,HBM memory boom leader wants Western consumer-brand recognition beyond Korea; F1 fits its AI-infrastructure narrative.,yes,P11b
72,SMART Modular Technologies (Penguin Solutions),smartm.com,USA,Enterprise Memory & Storage Modules,"~1,000",250-1k,core,Nasdaq-listed parent Penguin Solutions; group revenue ~$700M+ (FY2024),Specialty/ruggedized memory modules for mission-critical systems; performance-under-stress story maps to race-car electronics.,,P11b
73,Solidigm Technology,solidigm.com,USA,Enterprise/Datacenter SSD,"~2,500",1k-5k,core,~$1.6B+ annual revenue; wholly owned by SK hynix (no F1 conflict found in search),Ex-Intel NAND unit rebuilding standalone brand for hyperscaler SSDs; F1 gives instant global enterprise credibility.,,P11b
74,Stericycle Inc (Shred-it),shredit.com,USA,Secure Data & Media Destruction at Scale,"~15,000",10k+,core,"Nasdaq-listed (SRCL); revenue ~$2.7B (parent), well above core gate","Shred-it, its secure destruction brand, is a category leader in enterprise data destruction; parent-company scale supports a significant sponsorship budget.",yes,V11
75,Sugon (Dawning Information Industry Co),sugon.com,China,HPC Server & Storage Systems,"~6,000",5k-10k,core,"Shanghai STAR-listed; revenue ~$2B+ (2024), leading China HPC/storage systems vendor",HPC storage/compute systems vendor; F1's simulation-heavy engineering workflows are a natural case-study for its HPC pitch.,yes,P11b
76,Super Micro Computer Inc,supermicro.com,USA,Server & Storage ODM,"~6,000",5k-10k,core,"Nasdaq-listed (SMCI); FY2024 revenue ~$15B; regained Nasdaq compliance Feb 2025 after filing delay, financially recovered","AI-server/storage ODM at massive revenue scale post-recovery; needs a clean, high-visibility brand rebuild - F1 offers exactly that halo.",yes,P11b
77,Synology Inc,synology.com,Taiwan,NAS & Storage Systems,"~1,700",1k-5k,core,"Private/TWSE-related; est. revenue ~$500M+/yr, profitable global NAS market leader",Consumer-to-SMB NAS category leader with strong brand loyalty; F1 sponsorship would extend reach into enterprise/prosumer data buyers.,yes,P11b
78,Team Group Inc (Teamgroup),teamgroupinc.com,Taiwan,Memory Modules & Consumer/Gaming SSD,"~1,000",250-1k,core,"TWSE-listed; revenue ~NT$16B (~$500M, 2024), profitable memory/SSD brand",Performance-gaming memory/SSD brand already active in esports sponsorship; motorsport is a logical next step in its performance-brand strategy.,,P11b
79,Transcend Information Inc,transcend-info.com,Taiwan,"Memory Cards, USB & SSD","~1,200",1k-5k,core,"TWSE-listed; revenue ~$400-500M/yr, long profitable track record","Rugged/industrial storage lines (dashcams, telematics) align naturally with in-car data capture used in racing.",,P11b
80,TTM Technologies Inc,ttm.com,USA,PCB Manufacturing for Storage/Server Systems,"~15,000",10k+,core,"Nasdaq-listed (TTMI); revenue ~$2.4B, clears core gate",Precision circuit-board manufacturer for storage/server/data-center hardware; engineering-precision positioning fits F1's brand story.,yes,T11
81,Unitrends (Kaseya),unitrends.com,USA,Backup Appliances & BCDR for MSPs,~300 (product line),250-1k,core,"Owned by Kaseya (Insight Partners-backed); parent revenue >$1.5B, clears core gate",Kaseya's MSP-channel brand-building playbook (IT Nation events) extends naturally to a dedicated BCDR sponsorship angle.,,W11
82,Universal Scientific Industrial Co (USI),usiglobal.com,Taiwan,EMS for Storage/Server Modules,"10,000+",5k-10k,core,TWSE-listed; revenue ~$6B+ (2024),SiP/module manufacturer for storage and server electronics; F1's miniaturized-electronics engineering theme is a strong technical fit.,,P11b
83,Veritas Technologies LLC,veritas.com,USA,Enterprise Data Protection Software,"~4,500",1k-5k,core,"Carlyle Group-owned; historically disclosed revenue >$1.8B, clears core gate",Legacy enterprise-backup leader (NetBackup) undergoing a Cohesity-driven restructuring; F1 sponsorship would support its brand-relevance push.,yes,T11
84,Vicor Corporation,vicorpower.com,USA,Power Modules for Data Center Racks,"~1,400",1k-5k,core,Nasdaq-listed (VICR); revenue ~$350-400M (2024),High-density power module maker for AI/storage racks; power-density innovation parallels F1 hybrid-power-unit engineering directly.,yes,P11b
85,Western Digital Corporation,westerndigital.com,USA,HDD & Enterprise SSD,"~65,000",10k+,core,"FY2024 revenue ~$13B, Nasdaq market cap ~$25B+; comfortably clears $200M revenue gate",Global storage brand needing consumer/enterprise brand parity; F1's data-heavy engineering story fits WD's 'store everything' positioning.,yes,P11b
86,Winbond Electronics Corp,winbond.com,Taiwan,NOR/Specialty Flash & DRAM Memory,"~5,000",1k-5k,core,"TWSE-listed; revenue ~NT$40B (~$1.3B, 2024)","Specialty memory maker (auto, industrial, code-storage) seeking brand differentiation from larger DRAM/NAND rivals.",yes,P11b
87,Wiwynn Corporation,wiwynn.com,Taiwan,Cloud Server & Storage ODM,"~4,500",1k-5k,core,"TWSE-listed; revenue >$10B (2024), fast-growing hyperscaler ODM (Meta/Microsoft supplier)",Hyperscaler-grade server/storage builder scaling internationally; F1 gives instant global enterprise-buyer visibility outside Asia.,yes,P11b
88,World Wide Technology Inc,wwt.com,USA,Storage & Data Center Integration,"~10,000",5k-10k,core,"Privately held; revenue >$20B, comfortably clears core gate",One of the largest privately held US IT/storage integrators; deep-pocketed and building a national consumer-facing brand.,yes,T11
89,XFusion Digital Technologies Co Ltd,xfusion.com,China,Server & Storage Systems (ex-Huawei),"10,000+",5k-10k,core,Spun off from Huawei's server/storage business in 2021; large-scale manufacturer with multi-billion-dollar revenue base,Fast-scaling ex-Huawei server/storage spinout building an independent global brand; F1 offers instant international credibility.,yes,T11
90,Yageo Corporation,yageo.com,Taiwan,Passive Components for Server & Storage Boards,"~11,000",10k+,core,"TWSE-listed; revenue >$2B, well above core gate",World's largest passive-component maker (resistors/capacitors) supplying storage/server boards; scale supports a significant sponsorship investment.,,V11
91,Yangtze Memory Technologies Co (YMTC),ymtc.com,China,3D NAND Flash Manufacturing,"10,000+",5k-10k,core,"State-backed NAND fab; employee count and capex scale (multi-billion-dollar fabs) clear the 6,000+ headcount gate",China's national NAND champion seeking legitimacy/visibility for export markets despite US entity-list status; F1 as global-image play (flag geopolitical sensitivity for vetting).,,P11b
92,Zhejiang Dahua Technology Co Ltd,dahuatech.com,China,Video Surveillance & Storage Systems,"10,000+",5k-10k,core,"Shenzhen-listed; revenue >$4B, clears core gate",Major surveillance/storage systems vendor scaling internationally; motorsport sponsorship supports global brand growth (flag for geopolitical vetting).,,T11
93,Zyxel Communications Corp,zyxel.com,Taiwan,Networked Storage (NAS) & Networking Hardware,"~2,500",1k-5k,core,"TWSE-listed; revenue ~$500M, clears core gate",Networking and NAS-storage hardware maker seeking broader brand recognition outside APAC; F1 offers a global stage for its SMB/prosumer storage line.,yes,V11
94,AIC Inc,aicipc.com,Taiwan,JBOD/Storage Enclosures & Server Chassis,~600,250-1k,adjacent,"TWSE-listed; revenue near $200M gate, established OEM chassis/JBOD maker for hyperscalers",Specialist storage-enclosure OEM at the funding/revenue gate threshold; sponsorship would raise profile beyond OEM anonymity.,,P11b
95,Alphawave Semi (Alphawave IP Group plc),awavesemi.com,United Kingdom,High-Speed Connectivity IP & Chiplets,~750,250-1k,adjacent,"LSE-listed; revenue ~$190M (2023) nearing $200M gate, fast-growing AI/data-infra connectivity supplier","UK-based connectivity-IP challenger building brand against US rivals (Astera, Credo); F1's UK motorsport heartland is a natural home audience.",,P11b
96,ASRock Rack Inc,asrockrack.com,Taiwan,Server & Storage Motherboards,~600,250-1k,adjacent,"Subsidiary of TWSE-listed ASRock; parent revenue ~$2B, storage/server division scaling with AI demand",Enterprise arm of a well-known consumer motherboard brand; F1 sponsorship would fast-track enterprise credibility.,yes,P11b
97,Avnet Inc,avnet.com,USA,Component & Storage Distribution at Scale,"~15,000",10k+,adjacent,Nasdaq-listed; revenue ~$20B+ (FY2024),Major storage/semiconductor distributor; F1 sponsorship would differentiate from rival Arrow/TD SYNNEX in brand visibility.,yes,P11b
