#,company,domain,hq_country,niche,employees_est,size_band,tag,affordability,why_f1,already_in_master,source_batch
18,EvenUp,evenuplaw.com,United States,AI for personal injury claims valuation/demand packages,500,250-1k,growth-projected,high,"Hit unicorn status on a $135M Series D (2024, cumulative raise well above $200M); plaintiff firms are a lucrative, brand-conscious buyer segment that overlaps with F1's US audience growth.",yes,X09b
19,Everlaw,everlaw.com,United States,Cloud e-discovery and litigation platform,400,250-1k,growth-projected,high,Raised a $202M Series D at a $2B valuation; well-capitalized e-discovery leader with government and AmLaw 100 clients seeking mainstream brand visibility.,yes,X09b
20,Filevine,filevine.com,United States,Legal case management SaaS,600,250-1k,growth-projected,high,Raised roughly $210M and reached unicorn valuation (~$1B) in 2022; scale and plaintiff/litigation-firm customer base support growth-projected sponsorship interest.,yes,X09b
21,Harvey,harvey.ai,United States,Generative AI assistant for law firms & in-house legal,600,250-1k,growth-projected,high,"Raised $200M at an $11B valuation (Mar 2026, total capital >$1.2B across 2025-26 rounds); a global brand campaign in F1 would put Harvey in front of the GCs and managing partners at every major sponsor and law firm simultaneously.",yes,X09b
22,Icertis,icertis.com,United States,Enterprise contract intelligence / CLM platform,2200,1k-5k,growth-projected,high,Raised over $500M and was valued near $5B; scale and global enterprise footprint (Microsoft-backed) make F1's international sponsor ecosystem a natural extension of its brand ambitions.,yes,X09b
23,Ironclad,ironcladapp.com,United States,Contract lifecycle management (CLM) platform,700,250-1k,growth-projected,high,"Raised $333M total at a $3.2B valuation; its enterprise legal-ops buyer base (GCs, procurement, sales ops) is exactly the executive audience F1 hospitality programs are built to reach.",yes,X09b
24,Legora,legora.com,Sweden,"AI workspace for lawyers (research, drafting, review)",350,250-1k,growth-projected,high,"Rebranded from Leya in 2025, raised an $80M Series B then $150M Series C at a $1.8B valuation in under a year; an F1 partnership fits its US/European enterprise expansion push and premium positioning against Harvey.",yes,X09b
25,PatSnap,patsnap.com,United Kingdom,AI-powered patent and IP analytics platform,900,250-1k,growth-projected,high,"Raised over $300M including a SoftBank Vision Fund 2 round, reaching unicorn valuation; scale supports a growth-projected sponsorship case targeting global R&D and IP leaders.",yes,X09b
26,Rocket Lawyer,rocketlawyer.com,United States,Consumer and small-business online legal services,600,250-1k,growth-projected,high,Raised over $220M and reached a reported ~$1B+ valuation; consumer legal brand with an advertising-driven growth model well suited to F1's broadcast reach.,yes,X09b
27,A&O Shearman,aoshearman.com,United Kingdom,Post-merger transatlantic M&A & finance giant,8000,5k-10k,sentiment,core,Newly merged transatlantic giant seeking a signature global sponsorship platform to unify its combined US and European client base.,yes,X09a
28,Actionstep,actionstep.com,New Zealand,Cloud legal practice management software,250,250-1k,sentiment,low,PE-backed mid-size practice management vendor with global reach; included for category coverage.,,X09b
29,Addleshaw Goddard,addleshawgoddard.com,United Kingdom,UK corporate & real estate leader,1800,1k-5k,sentiment,core,"Large UK full-service firm with disclosed revenue near £500m, well matched to British Grand Prix client hospitality.",,X09a
30,AffiniPay,affinipay.com,United States,"Legal payments and practice management (MyCase, PracticePanther)",700,250-1k,sentiment,medium,PE-backed (Bain Capital) payments and practice-management platform spanning multiple legal-tech brands; scale supports sentiment-tier consideration.,,X09b
31,Akin Gump Strauss Hauer & Feld,akingump.com,United States,Global public policy & private equity practice,2000,1k-5k,sentiment,core,Public policy and PE practice combination gives it clients across government and sponsor-side finance who value discreet hospitality access.,,X09a
32,Al Tamimi & Company,tamimi.com,United Arab Emirates,Largest law firm in the Middle East/Gulf,850,250-1k,sentiment,sentiment,"Largest independent Gulf firm (17 regional offices, 400+ lawyers) headquartered in a current F1 host city, making Abu Dhabi/Gulf race hospitality a home-market fit.",,X09a
33,Alexi,alexi.com,Canada,AI legal research and memo drafting for litigators,80,100-250,sentiment,low,Canadian AI legal-research vendor with growing litigation-firm adoption; sentiment-tier given early funding scale.,,X09b
34,Allen & Gledhill,allenandgledhill.com,Singapore,Singapore's leading full-service firm,900,250-1k,sentiment,sentiment,"Singapore's top full-service firm, home-market positioned to entertain regional clients at the Singapore Grand Prix.",,X09a
35,Allens,allens.com.au,Australia,Leading Australian full-service business firm,1700,1k-5k,sentiment,sentiment,"Top-tier Australian firm without individually disclosed revenue (alliance structure), well positioned for Melbourne race-weekend client entertaining.",,X09a
36,Anaqua,anaqua.com,United States,"IP management software (patents, trademarks)",700,250-1k,sentiment,medium,PE-backed (Astorg) IP management leader serving corporate IP departments and law firms; sentiment-tier pending disclosed revenue.,yes,X09b
37,Anderson Mori & Tomotsune,amt-law.com,Japan,Top-tier Japan corporate & finance practice,1200,1k-5k,sentiment,sentiment,Top-tier Tokyo firm whose corporate clients include automakers and suppliers embedded in F1's engineering ecosystem.,,X09a
38,Ankura,ankura.com,United States,"Legal, forensic and business advisory (incl. e-discovery)",3000,1k-5k,sentiment,medium,"PE-backed (Berkshire Partners) advisory firm with a large legal/forensics practice; scale is significant but revenue disclosure limited, so tagged sentiment.",yes,X09b
39,Arnold & Porter,arnoldporter.com,United States,Global regulatory & life sciences leader,2100,1k-5k,sentiment,core,Regulatory and life-sciences practice serves health and pharma clients that are an active F1 sponsorship category.,,X09a
40,Assembly Software,assemblysoftware.com,United States,"Legal case management software portfolio (Needles, CASEpeer, Bill4Time)",400,250-1k,sentiment,medium,PE-backed (Alpine Investors) roll-up of multiple case-management brands serving plaintiff firms; scale supports sentiment-tier interest.,,X09b
41,Atticus,atticus.com,United States,Disability and legal claims assistance platform,150,100-250,sentiment,low,Consumer legal-claims platform (~$48M raised); included for category coverage.,,X09b
42,Axiom,axiomlaw.com,United States,Alternative legal services provider (flexible legal talent),2000,1k-5k,sentiment,medium,"Large, PE-backed ALSP serving Fortune 500 legal departments; reported revenue approaches core thresholds but is not fully confirmed, so tagged sentiment.",yes,X09b
43,AZB & Partners,azbpartners.com,India,India's leading PE/VC & M&A practice,700,250-1k,sentiment,sentiment,Dominant India private equity practice advising the same sponsor and conglomerate families active in global sports investment.,,X09a
44,Baker McKenzie,bakermckenzie.com,United States,"Cross-border tax, M&A & global mobility leader",13000,10k+,sentiment,core,Largest headcount law firm globally with multinational corporate clients for whom F1's global calendar mirrors its own cross-border footprint.,yes,X09a
45,BakerHostetler,bakerlaw.com,United States,US full-service litigation & privacy leader,2200,1k-5k,sentiment,core,National litigation and data-privacy practice serves tech and consumer clients that are prime F1 sponsorship categories.,,X09a
46,Bird & Bird,twobirds.com,United Kingdom,"World's leading sports, media & tech law practice",3000,1k-5k,sentiment,core,Pre-eminent global sports law practice already advising federations and teams; motorsport sponsorship is a direct extension of its own practice brand.,,X09a
47,"Blake, Cassels & Graydon (Blakes)",blakes.com,Canada,Leading Canadian business law firm,1300,1k-5k,sentiment,core,"Top-tier Canadian firm tracked in Canadian Lawyer revenue rankings, well positioned for Canadian Grand Prix client hospitality.",,X09a
48,BSA Ahmad Bin Hezeem & Associates,bsabh.com,United Arab Emirates,"UAE corporate, banking & disputes practice",200,100-250,sentiment,sentiment,Dubai-based corporate practice with strong banking-client ties well positioned to leverage a UAE Grand Prix sponsorship for regional profile.,,X09a
49,Burford Capital,burfordcapital.com,United Kingdom,World's largest publicly listed litigation funder,180,100-250,sentiment,core,Publicly listed (NYSE/LSE) with disclosed revenue above US$400m; sponsorship visibility supports investor relations and claimant-referral pipelines from law firm partners.,,X09a
50,Casepoint,casepoint.com,United States,Cloud e-discovery and legal hold platform,300,250-1k,sentiment,low,PE-backed mid-size e-discovery vendor serving government and corporate legal clients; included for category coverage.,yes,X09b
51,Clayton Utz,claytonutz.com,Australia,Leading Australian corporate & disputes firm,1800,1k-5k,sentiment,core,"Top-6 Australian firm by disclosed AFR revenue, positioned to host clients at the season-opening Melbourne race.",,X09a
52,Clifford Chance,cliffordchance.com,United Kingdom,"Magic Circle M&A, banking & capital markets",6500,5k-10k,sentiment,core,Magic Circle firm whose banking and sponsor-side clients already attend races; branded hospitality boxes are a premium alternative to Wimbledon/Ascot entertaining.,yes,X09a
53,CMS,cms.law,Germany,Pan-European full-service network leader,9000,5k-10k,sentiment,core,"Pan-European verein anchored in Germany and the UK, both current or recent host nations, well suited to regional client hospitality packages.",,X09a
54,Cognia Law,cognialaw.com,United Kingdom,Flexible legal resourcing and managed legal services,200,100-250,sentiment,low,Smaller UK-based ALSP; included for category coverage rather than confirmed sponsorship-scale budget.,,X09b
55,Cooley,cooley.com,United States,Leading venture capital & tech/life sciences firm,3000,1k-5k,sentiment,core,Venture-backed client base skews toward founders and investors who are prime targets for premium lifestyle sponsorship hospitality.,yes,X09a
56,Corsearch,corsearch.com,United States,Brand protection and trademark/IP research software,900,250-1k,sentiment,medium,PE-backed (Novacap) brand-protection and IP data platform; scale supports sentiment-tier interest.,yes,X09b
57,Covington & Burling,cov.com,United States,"Global regulatory, tech policy & life sciences",2800,1k-5k,sentiment,core,"Tech and life-sciences regulatory clients mirror F1's own sponsor categories, from data platforms to health-tech partners.",,X09a
58,"Cravath, Swaine & Moore",cravath.com,United States,Elite Wall Street M&A & litigation boutique,1200,1k-5k,sentiment,core,"Ultra-elite, high-margin firm where a small number of premium hospitality slots could deliver outsized relationship value with top-tier clients.",,X09a
59,Crowell & Moring,crowell.com,United States,Government contracts & regulatory specialist,1300,1k-5k,sentiment,core,"Government contracts and regulatory clients for whom a non-lobbying, sport-based entertaining channel is a valued alternative.",,X09a
60,CS Disco,csdisco.com,United States,"AI-powered e-discovery (public company, NYSE: LAW)",500,250-1k,sentiment,medium,"Publicly traded (NYSE: LAW) with reported revenue in the $130-140M range — below the $200M core threshold, but its public listing gives verifiable financial credibility for sentiment-based inclusion.",yes,X09b
61,Cuatrecasas,cuatrecasas.com,Spain,Top-tier Iberian & Latin America firm,2000,1k-5k,sentiment,core,"Iberian-Latin American bridge firm with disclosed revenue near €500m, serving clients across two regions with strong F1 fandom.",,X09a
62,Cyril Amarchand Mangaldas,cyrilamarchandmangaldas.com,India,India's largest law firm by headcount,1100,1k-5k,sentiment,sentiment,"India's largest firm by lawyer count, serving conglomerates whose owners are increasingly F1 team and race investors.",,X09a
63,Davis Polk & Wardwell,davispolk.com,United States,Elite capital markets & M&A advisor,2200,1k-5k,sentiment,core,"Deep capital markets ties to banks and sponsors already active in F1, supporting warm-introduction hospitality invites.",yes,X09a
64,Debevoise & Plimpton,debevoise.com,United States,"Elite M&A, insurance & white-collar practice",2000,1k-5k,sentiment,core,"Insurance and asset-management clients overlap with F1 team investors, making shared hospitality a relationship-building tool.",,X09a
65,DeepJudge,deepjudge.ai,Switzerland,AI-powered legal knowledge search for law firms,60,100-250,sentiment,low,Series A-stage (~$24M) knowledge-search vendor to BigLaw; too early for gated affordability but notable for its European BigLaw client roster.,,X09b
66,Definely,definely.com,United Kingdom,AI-powered contract drafting and review tools (Word add-in),80,100-250,sentiment,low,Early-stage drafting-automation vendor used by major UK/US law firms; included on sentiment given limited disclosed funding.,,X09b
67,Dennemeyer,dennemeyer.com,Luxembourg,"IP management, prosecution and renewal services",2000,1k-5k,sentiment,medium,Large privately-held global IP services group with offices worldwide; sentiment-tier pending confirmed revenue disclosure.,yes,X09b
68,Dentons,dentons.com,United Kingdom,World's largest law firm by lawyer headcount,20000,10k+,sentiment,core,"Largest lawyer headcount on earth, spread across nearly every F1 host country, ideal for a distributed hospitality and client-referral network.",,X09a
69,Descrybe.ai,descrybe.ai,United States,AI-powered legal research and case-law summarization,25,100-250,sentiment,low,"Early-stage legal research AI vendor; included for category coverage, low current affordability.",,X09b
70,DLA Piper,dlapiper.com,United Kingdom,Largest global full-service network by lawyer count,9000,5k-10k,sentiment,core,"Present in 40+ countries including every F1 host market, giving a natural excuse to fly in clients from each region to a home race.",yes,X09a
71,DocVerify,docverify.com,United States,Electronic signature and online notarization platform,50,100-250,sentiment,low,Small e-signature/notary vendor; included for completeness.,,X09b
72,Elevate,elevateservices.com,United States,Alternative legal services and legal managed services,1200,1k-5k,sentiment,medium,Established global ALSP serving corporate legal departments; included on scale evidence.,yes,X09b
73,Eve,eve.legal,United States,AI litigation platform for plaintiff-side law firms,120,100-250,sentiment,medium,"Reported Series B funding and rapid growth serving plaintiff firms, but disclosed funding sits below the $150M funded gate; sponsorship fit rests on trajectory rather than confirmed scale.",,X09b
74,Eversheds Sutherland,eversheds-sutherland.com,United Kingdom,Global full-service transatlantic network,5500,5k-10k,sentiment,core,Transatlantic full-service network for which a global sponsorship narrative supports its US-UK growth ambitions.,,X09a
75,Exterro,exterro.com,United States,"E-discovery, data governance and compliance software",600,250-1k,sentiment,medium,PE-backed (Leeds Equity Partners) e-discovery and governance vendor with a large enterprise legal customer base; included on scale/backing evidence.,,X09b
76,Factor,factor.law,United States,Alternative legal services (owned by KPMG),600,250-1k,sentiment,medium,"ALSP acquired by KPMG in 2023, giving it Big Four financial backing; tagged sentiment pending independently disclosed revenue.",yes,X09b
77,Fasken,fasken.com,Canada,Leading Canadian full-service business firm,1700,1k-5k,sentiment,core,National full-service Canadian firm with mining and energy clients that overlap with F1's global industrial sponsor base.,,X09a
78,Fenwick & West,fenwick.com,United States,Silicon Valley tech & IP boutique-scale elite,1100,1k-5k,sentiment,core,High-margin tech-focused boutique where a compact hospitality program could target a concentrated set of high-value clients.,yes,X09a
79,Fieldfisher,fieldfisher.com,United Kingdom,"European tech, sports & media specialist",1800,1k-5k,sentiment,core,Established sports and media practice makes motorsport sponsorship a credible extension of the firm's own sector positioning.,,X09a
80,Freshfields,freshfields.com,United Kingdom,Magic Circle M&A & disputes powerhouse,6000,5k-10k,sentiment,core,Elite deal and disputes practice for whom paddock hospitality offers the kind of exclusive access that differentiates pitches to FTSE/Fortune GCs.,yes,X09a
81,Garrigues,garrigues.com,Spain,Spain and Portugal's largest law firm,2400,1k-5k,sentiment,core,"Iberia's largest firm by disclosed revenue, based in a country with deep F1 driver and sponsor heritage.",,X09a
82,Genie AI,genieai.co,United Kingdom,AI legal document generation and contract drafting,50,100-250,sentiment,low,Small but well-known AI drafting platform for SME legal teams; early-stage funding keeps this a sentiment-tier prospect.,,X09b
83,Gibson Dunn,gibsondunn.com,United States,"Elite litigation, M&A & white-collar defense",4000,1k-5k,sentiment,core,Top-tier revenue-per-lawyer firm where premium client hospitality is core to retaining Fortune 500 general counsel relationships.,yes,X09a
84,Gide Loyrette Nouel,gide.com,France,Leading French international business firm,1300,1k-5k,sentiment,sentiment,"Leading French international firm without publicly disclosed revenue, but well placed to entertain clients using its home country's F1 heritage.",,X09a
85,Gleiss Lutz,gleisslutz.com,Germany,Leading German corporate & disputes firm,700,250-1k,sentiment,sentiment,Top German corporate firm with strong automotive-sector ties suited to motorsport-themed client entertaining.,,X09a
86,Goodwin Procter,goodwinlaw.com,United States,"Life sciences, tech & private equity leader",3500,1k-5k,sentiment,core,Large private equity and fund-formation practice touches investors with existing motorsport ownership interests.,,X09a
87,Gowling WLG,gowlingwlg.com,United Kingdom,UK-Canada cross-border full-service firm,3000,1k-5k,sentiment,core,"Cross-border UK-Canada firm with disclosed Lawyer UK revenue in the hundreds of millions, spanning two markets with strong F1 fan growth.",,X09a
88,Greenberg Traurig,gtlaw.com,United States,One of the largest US full-service firms,5500,5k-10k,sentiment,core,Large full-service footprint across Florida and Latin America aligns with the Miami and Las Vegas Grands Prix and Sao Paulo round.,,X09a
89,Hadef & Partners,hadefpartners.com,United Arab Emirates,Leading UAE-founded regional corporate practice,250,250-1k,sentiment,sentiment,Longstanding UAE-founded firm for whom Abu Dhabi Grand Prix hospitality is a natural home-region client entertaining venue.,,X09a
90,Harbour Litigation Funding,harbourlitigationfunding.com,United Kingdom,Leading European litigation funder,60,100-250,sentiment,sentiment,"Privately held with undisclosed revenue but among Europe's largest funders by AUM; smaller, targeted hospitality invites would suit its scale.",,X09a
91,HaystackID,haystackid.com,United States,"E-discovery, forensics and managed review services",600,250-1k,sentiment,medium,Established mid-size e-discovery and investigations provider serving AmLaw firms; included on scale/backing evidence.,yes,X09b
92,Hello Divorce,hellodivorce.com,United States,Online divorce and family law self-service platform,50,100-250,sentiment,low,"Small consumer legal-tech platform; included for completeness, low current affordability.",,X09b
93,Hengeler Mueller,hengeler.com,Germany,Elite German M&A advisory firm,600,250-1k,sentiment,sentiment,"Germany's most elite M&A boutique-scale firm, advising the automotive dealmakers closest to F1's manufacturer ecosystem.",,X09a
94,Herbert Smith Freehills Kramer,hsfkramer.com,United Kingdom,Global disputes & M&A powerhouse post-Kramer merger,5000,1k-5k,sentiment,core,Newly combined transatlantic disputes and M&A brand seeking a marquee global platform to launch its merged identity to clients.,,X09a
95,HFW (Holman Fenwick Willan),hfw.com,United Kingdom,"World-leading shipping, aviation & insurance firm",1300,1k-5k,sentiment,sentiment,Leading transport and insurance sector firm with undisclosed revenue; logistics clients closely track F1's own freight and travel operations.,,X09a
96,Hogan Lovells,hoganlovells.com,United Kingdom,"Global regulatory, life sciences & finance leader",5500,5k-10k,sentiment,core,Dual US-UK headquarters and automotive/life-sciences regulatory practice give it a direct sector tie to F1 manufacturer partners.,yes,X09a
97,Holland & Knight,hklaw.com,United States,Large US full-service national firm,4000,1k-5k,sentiment,core,"National full-service platform with strong Florida presence, well placed for Miami Grand Prix client hospitality.",,X09a
98,iManage,imanage.com,United States,"Document and email management, AI-powered knowledge work platform",1800,1k-5k,sentiment,medium,Large PE-backed (Leeds Equity/Astorg) document management leader across BigLaw and corporate legal; reported revenue in the hundreds of millions supports sentiment-tier inclusion.,yes,X09b
99,Innovation Asset Group,innovationassetgroup.com,United States,IP portfolio management and patent analytics software,100,100-250,sentiment,low,Independent IP portfolio management vendor; included for category coverage.,,X09b
100,Integreon,integreon.com,United States,Legal process outsourcing and managed services,2500,1k-5k,sentiment,medium,Large global legal/business process outsourcing provider; included on headcount scale.,yes,X09b
101,IPRally,iprally.com,Finland,AI-powered patent search and prior-art discovery,30,100-250,sentiment,low,"Early-stage European patent-search AI vendor; included for category coverage, low current affordability.",,X09b
102,IPwe,ipwe.com,United States,AI and blockchain-based patent marketplace/analytics,60,100-250,sentiment,low,Niche patent-tech vendor; included for completeness with limited disclosed funding.,,X09b
103,Ivo,ivo.law,United States,AI contract review platform,70,100-250,sentiment,low,Series A-stage (~$16M) contract-review AI with growing in-house legal customer base; affordability limited at current scale.,,X09b
104,J Sagar Associates,jsalaw.com,India,Top-tier India corporate & regulatory firm,500,250-1k,sentiment,sentiment,Top-tier India regulatory and corporate practice for whom global sport hospitality offers a rare high-prestige client touchpoint.,,X09a
105,Jones Day,jonesday.com,United States,"Global M&A, IP & appellate litigation leader",5000,1k-5k,sentiment,core,Large global automotive and industrials client base for whom F1's manufacturer ecosystem is a direct commercial overlap.,,X09a
106,Josef,joseflegal.com,Australia,No-code legal chatbot and workflow automation,50,100-250,sentiment,low,Established but modestly-sized legal automation vendor; included for completeness.,,X09b
107,JunHe,junhe.com,China,Top-tier China corporate & finance practice,1200,1k-5k,sentiment,sentiment,Leading Chinese firm for outbound M&A clients who are prime targets for hospitality at the Chinese Grand Prix.,,X09a
108,Juro,juro.com,United Kingdom,Browser-native contract collaboration and CLM,130,100-250,sentiment,low,"Raised a ~$23M Series B; growing CLM vendor for legal and sales teams, included on trajectory rather than confirmed funded scale.",yes,X09b
109,Jus Mundi,jusmundi.com,France,AI-powered international law and arbitration research,120,100-250,sentiment,low,Niche international-arbitration research platform (~$25M raised); included for European legal-tech coverage.,,X09b
110,Justia,justia.com,United States,Free legal research and lawyer marketing platform,300,250-1k,sentiment,low,"Established but privately-held legal information site; included for completeness, modest disclosed scale.",,X09b
111,K&L Gates,klgates.com,United States,"Global regulatory, energy & sports law practice",3200,1k-5k,sentiment,core,Firm has an established sports law group; motorsport hospitality is a logical showcase for that practice to prospective league and team clients.,,X09a
112,Khaitan & Co,khaitanco.com,India,India's leading full-service corporate firm,1200,1k-5k,sentiment,sentiment,"India's bar rules bar public advertising, so F1's under-the-radar client hospitality model is an especially attractive marketing channel for a firm this size.",,X09a
113,Kim & Chang,kimchang.com,South Korea,South Korea's largest and most profitable firm,3000,1k-5k,sentiment,sentiment,"Korea's largest and most profitable professional services firm, serving conglomerate clients for whom global sport sponsorship access carries high prestige value.",,X09a
114,King & Wood Mallesons,kwm.com,China,Leading China-Australia cross-border firm,3500,1k-5k,sentiment,core,Disclosed combined revenue above US$1bn; cross-border China-Australia base overlaps with two long-running F1 host markets.,yes,X09a
115,Kirkland & Ellis,kirkland.com,United States,"Private equity, M&A & restructuring powerhouse",6000,5k-10k,sentiment,core,World's highest-revenue law firm; PE and portfolio-company sponsors already race and grid hospitality is a natural extension of its deal-closing client entertainment budget.,yes,X09a
116,Klarity,klarity.ai,United States,AI contract review automation for legal and finance teams,100,100-250,sentiment,low,Growth-stage AI contract-review vendor; included on trajectory rather than confirmed funded-tier scale.,,X09b
117,Latham & Watkins,lw.com,United States,"Global M&A, capital markets & finance leader",5800,5k-10k,sentiment,core,"Top-3 global revenue firm with deep energy, sports and finance client rosters that hospitality-driven race-weekend entertaining is built to court.",yes,X09a
118,LawDepot,lawdepot.com,Canada,DIY legal document templates and generation,150,100-250,sentiment,low,Long-established self-serve legal documents platform; included for category coverage.,,X09b
119,LawGeex,lawgeex.com,Israel,AI contract review automation,100,100-250,sentiment,low,Established AI contract-review vendor (~$52M raised) serving enterprise legal teams; sentiment-tier given funding scale.,,X09b
120,LEAP Legal Software,leap.com.au,Australia,Cloud legal practice management software (global),1300,1k-5k,sentiment,medium,"Large, PE-backed global practice-management vendor operating across US/UK/Australia; scale supports sentiment-tier consideration pending confirmed revenue.",,X09b
121,Lee & Ko,leeko.com,South Korea,Leading South Korea full-service firm,1200,1k-5k,sentiment,sentiment,Leading Korean firm advising chaebol clients whose leadership are frequent luxury and motorsport sponsorship targets.,,X09a
122,Legal Templates,legaltemplates.net,United States,Online legal document templates for consumers/SMBs,80,100-250,sentiment,low,Consumer legal-documents site; included for completeness with modest scale.,,X09b
123,LegalMation,legalmation.com,United States,"AI litigation document automation (pleadings, discovery responses)",60,100-250,sentiment,low,Niche litigation-automation AI vendor; included for category coverage with modest disclosed funding.,,X09b
124,LegalOn Technologies,legalontech.com,United States,AI contract review platform (US/Japan),250,250-1k,sentiment,low,Raised a ~$50M Series C with strong US and Japanese enterprise adoption; sentiment-tier given funding below the $150M gate.,,X09b
125,Lighthouse,lighthouseglobal.com,United States,AI-driven e-discovery and managed review services,1000,250-1k,sentiment,medium,PE-backed (Marlin Equity Partners) global e-discovery and managed-review provider with scale near core thresholds; sentiment-tier pending confirmed revenue.,yes,X09b
126,Linklaters,linklaters.com,United Kingdom,Magic Circle finance & capital markets leader,6200,5k-10k,sentiment,core,Magic Circle finance practice with sovereign wealth and banking clients already embedded in F1's Gulf-region sponsor ecosystem.,yes,X09a
127,LinkSquares,linksquares.com,United States,AI contract management and analytics,350,250-1k,sentiment,medium,Cumulative funding near but not confirmed above $150M (Series C was $100M); solid enterprise CLM adoption supports sentiment-based inclusion.,yes,X09b
128,Litera,litera.com,United States,"Legal document drafting, proofing and workflow software",1500,1k-5k,sentiment,medium,PE-backed (Hg Capital) global legal-tech platform (via acquisition of Kira Systems and others) with reported revenue in the hundreds of millions; sentiment-tier pending exact confirmation.,yes,X09b
129,Litify,litify.com,United States,Legal case and matter management software (built on Salesforce),250,250-1k,sentiment,low,PE-backed case management vendor for plaintiff and personal-injury firms; sentiment-tier given undisclosed revenue.,,X09b
130,Luminance,luminance.com,United Kingdom,AI contract negotiation and legal document review,220,100-250,sentiment,medium,Reported a ~$75M raise pushing cumulative funding toward but not confirmed past $150M; strong enterprise legal/compliance customer base gives sentiment-based sponsorship rationale.,,X09b
