#,company,domain,hq_country,niche,employees_est,size_band,tag,affordability,why_f1,already_in_master,source_batch
14,HubSpot,hubspot.com,United States,"CRM, Marketing & Customer Service Platform",8800,5k-10k,core,Public (NYSE: HUBS); FY2024 revenue ~$2.6B; confirmed not a current F1 sponsor,Large public CRM/CX platform with multi-billion revenue and a marketing-led brand well suited to sports sponsorship.,yes,X11a
15,Intuit,intuit.com,US,Email/marketing automation (Mailchimp),18000,10k+,core,High,"Public company (NASDAQ: INTU) with revenue well over $200M (multi-billion-dollar business); owner of Mailchimp, giving a large SMB/marketing-audience overlap for sponsorship visibility.",yes,X11b
16,Klaviyo,klaviyo.com,US,Email/SMS marketing automation,2100,1k-5k,core,High,Public company (NYSE: KVYO) with annual revenue around $900M; scale clears the core revenue gate and its e-commerce brand customer base overlaps with F1 sponsorship audiences.,yes,X11b
17,Monday.com,monday.com,Israel,Work OS / Project Management,2000,1k-5k,core,Public (NASDAQ: MNDY); FY2023 revenue ~$730M,"Public work-management platform already active in sports sponsorship (e.g., football), a natural F1 prospect.",yes,X11a
18,Nord Security,nordsecurity.com,Lithuania,Password management (NordPass) & consumer/business security,2000,1k-5k,core,High,Reported revenue in the hundreds of millions with a large global user base under the NordVPN/NordPass umbrella; Lithuanian-founded scale-up with strong European brand ambitions.,,X11b
19,Paycom,paycom.com,United States,HCM & Payroll,7900,5k-10k,core,Public (NYSE: PAYC); FY2023 revenue ~$1.8B,Highly profitable public HCM leader with a consumer ad presence (Super Bowl-level spend) that fits F1.,yes,X11a
20,Paycor,paycor.com,United States,HCM & Payroll,2900,1k-5k,core,Public (NASDAQ: PYCR); FY2023 revenue ~$602M,Public HCM platform with $600M+ revenue and national ad budget suited to a top-tier motorsport platform.,yes,X11a
21,Paylocity,paylocity.com,United States,HCM & Payroll,6700,5k-10k,core,Public (NASDAQ: PCTY); FY2024 revenue ~$1.17B,Large public payroll/HCM vendor with strong margins and appetite for brand-building spend.,yes,X11a
22,Qualtrics,qualtrics.com,US,Experience management platform,5000,1k-5k,core,High,"Revenue exceeds $1.5B annually (formerly NASDAQ: XM, taken private by Silver Lake/CPPIB in 2023 for $12.5B); scale and enterprise reach comfortably clear the core revenue gate.",yes,X11b
23,Sage Group (Sage HR),sage.com,United Kingdom,"HR, Payroll & Accounting Suite",11000,10k+,core,Public (LSE: SGE); FY2023 revenue ~£2.2B,Large listed UK software group with a British heritage and scale for a premier motorsport partnership.,yes,X11a
24,Sprinklr,sprinklr.com,United States,Unified Customer Experience Management,4000,1k-5k,core,Public (NYSE: CXM); FY2024 revenue ~$780M,Public enterprise CXM platform at meaningful revenue scale with an existing history of high-profile brand marketing.,yes,X11a
25,Squarespace,squarespace.com,US,Website builder/e-commerce platform,1800,1k-5k,core,High,Taken private by Permira in a ~$6.9B deal (2024) with revenue exceeding $1B; well-known consumer/SMB brand with a track record of premium sports and cultural sponsorships.,yes,X11b
26,Wix,wix.com,Israel,Website builder/no-code platform,5700,5k-10k,core,High,Public company (NASDAQ: WIX) with revenue exceeding $1.5B; Israeli global consumer/SMB brand with strong existing appetite for large-scale sports and entertainment marketing.,yes,X11b
27,Zendesk,zendesk.com,United States,Customer Support / Helpdesk Platform,6000,5k-10k,core,"Private equity-owned (Hellman & Friedman/Permira, acquired for $10.2B in 2022); last public revenue ~$1.7B (2021)",Category-defining CX platform with billion-dollar-plus revenue history and global enterprise reach.,yes,X11a
28,Zoho Corporation,zoho.com,India,"Collaboration & Project Management (Zoho Projects, part of broader Zoho suite)",15000,10k+,core,"Private, founder-owned and profitable; reported group revenue crossed $1B (2022-2023)","Billion-dollar-revenue, profitable global SaaS company with an India growth story that maps well to F1's Indian fan growth.",yes,X11a
29,BambooHR,bamboohr.com,United States,Core HRIS for SMB,1500,1k-5k,funded-150m,"Private; $160M growth investment from Gronor Ventures (2019), no further disclosed rounds",Category-defining SMB HRIS with durable cash flow and a consumer-facing brand worth building.,yes,X11a
30,Connecteam,connecteam.com,Israel,Workforce Management for Deskless Teams,350,250-1k,funded-150m,"Private; $120M Series C (2022), cumulative funding ~$156M","Fast-growing deskless-workforce management platform at the funding gate, expanding internationally.",yes,X11a
31,Dixa,dixa.com,Denmark,Conversational Customer Service Platform,350,250-1k,funded-150m,"Private; $105M Series C (2021), cumulative funding ~$155M","Well-funded Nordic CX platform expanding across Europe, at the funding gate for brand investment.",,X11a
32,Factorial,factorialhr.com,Spain,HR & Payroll for SMB,800,250-1k,funded-150m,"Private; $120M Series C (2022) at >$1B valuation, cumulative funding ~$180M",Southern European HR unicorn expanding across EU markets that overlap heavily with F1's fanbase.,yes,X11a
33,Mixpanel,mixpanel.com,US,Product analytics,500,250-1k,funded-150m,Medium,"Raised over $277M in venture funding (valuation ~$865M in 2021); brand looking to expand enterprise recognition beyond its product-led SMB base, fitting an F1 awareness play.",yes,X11b
34,Moss,getmoss.com,Germany,Corporate Cards & Spend Management,350,250-1k,funded-150m,"Private; $180M Series B (equity+debt, 2022), disclosed equity portion ~$145M",Fast-growing German spend-management scale-up at the funding gate seeking brand differentiation.,,X11a
35,Mural,mural.co,United States,Visual Collaboration / Whiteboard,700,250-1k,funded-150m,"Private; $118M Series B (2021) at $2.05B valuation, cumulative funding ~$176M",Well-funded visual-collaboration unicorn near the growth-projected gate seeking category differentiation.,yes,X11a
36,Namely,namely.com,United States,HR Platform for Mid-Market,500,250-1k,funded-150m,"Private; cumulative disclosed funding ~$254M (last major round 2018), PE-owned since",Established mid-market HR platform with historical growth-equity backing seeking renewed brand momentum.,yes,X11a
37,Staffbase,staffbase.com,Germany,Employee communications/intranet,800,250-1k,funded-150m,Medium,Raised approximately $189M reaching unicorn status (~$1.15B valuation) in its 2021 Series E; German-founded global employee-comms leader with strong European motorsport market fit.,,X11b
38,360Learning,360learning.com,France,Collaborative learning platform,400,250-1k,growth-projected,Medium-High,Raised roughly $240M including a $200M Series D (2021); French-founded scale-up investing in international brand recognition to compete with larger LMS incumbents.,yes,X11b
39,Absorb LMS,absorblms.com,Canada,Learning management system,300,250-1k,growth-projected,Medium-High,"Acquired by PE firm Welsh, Carson, Anderson & Stowe (WCAS); well-capitalized enterprise LMS vendor with resources to fund a brand-building sponsorship.",,X11b
40,ActiveCampaign,activecampaign.com,US,Marketing automation/CRM,1000,250-1k,growth-projected,Medium-High,"Raised roughly $360M total, including a $240M round from Susquehanna at a ~$3B valuation (2021); large marketing-automation platform with resources for global brand campaigns.",yes,X11b
41,Ada,ada.cx,Canada,AI Customer Service Automation,350,250-1k,growth-projected,"Private; $130M Series C (2021) at $1.2B valuation, cumulative funding ~$190M",Well-funded AI customer-service unicorn positioning for enterprise brand credibility.,yes,X11a
42,Airbase,airbase.com,United States,Spend Management & Procurement,300,250-1k,growth-projected,"Private; $60M Series C (2022), cumulative funding ~$191M",Well-funded spend-management platform scaling its mid-market and enterprise customer base.,yes,X11a
43,Airtable,airtable.com,United States,No-Code Database & Workflow Platform,1000,250-1k,growth-projected,"Private; $735M Series F (2021) at $11B valuation, cumulative funding ~$1.4B",Massively funded workflow platform with the balance sheet and brand ambition for global sports marketing.,yes,X11a
44,Automattic,automattic.com,US,Website platform (WordPress.com/WordPress VIP),2000,1k-5k,growth-projected,Medium-High,"Raised roughly $300M at a $7.5B valuation (2021); parent of WordPress.com and WordPress VIP, powering a large share of the world's websites with strong brand reach.",,X11b
45,Brevo,brevo.com,France,Email/marketing automation,1000,250-1k,growth-projected,Medium-High,Formerly Sendinblue; raised over $200M total and reached unicorn status (~$1.3B+ valuation); French-founded global marketing platform with strong European motorsport affinity.,yes,X11b
46,Brex,brex.com,United States,Corporate Cards & Spend Management,1000,250-1k,growth-projected,Private; cumulative funding >$1.5B at a $12.3B valuation (2022); confirmed not a current F1 sponsor,Heavily funded fintech unicorn with a bold marketing history and appetite for premium brand platforms.,yes,X11a
47,Calendly,calendly.com,United States,Scheduling / Meeting Automation,900,250-1k,growth-projected,Private; $350M single funding round (2021) at $3B valuation after years bootstrapped,Ubiquitous scheduling brand with a large single capital raise supporting brand-marketing ambitions.,yes,X11a
48,ClickUp,clickup.com,United States,Work & Project Management,900,250-1k,growth-projected,"Private; $400M Series C (2021) at $4B valuation, cumulative funding ~$538M","Aggressively marketed, well-funded productivity challenger seeking mainstream brand visibility.",yes,X11a
49,Constant Contact,constantcontact.com,US,Email marketing platform,900,250-1k,growth-projected,Medium-High,Owned by Clearlake Capital; well-capitalized PE-backed email marketing platform serving hundreds of thousands of small businesses.,yes,X11b
50,Contentsquare,contentsquare.com,France,Digital experience analytics,1500,1k-5k,growth-projected,Medium-High,Raised over $600M with a $2.8B valuation (2021 Series F); French-origin global scale-up with European motorsport affinity and a large multinational customer roster.,yes,X11b
51,Culture Amp,cultureamp.com,Australia,Employee Engagement & Analytics,1000,250-1k,growth-projected,"Private; $100M Series F (2023) at ~$1.5B valuation, cumulative funding ~$225M","Global engagement-analytics unicorn expanding beyond ANZ/US, fits a brand-visibility sponsorship.",,X11a
52,Darwinbox,darwinbox.com,India,HCM Platform,1200,1k-5k,growth-projected,"Private; ~$140M Series D (2022, SoftBank) plus later rounds, cumulative funding ~$280M",India's leading HCM unicorn with strong SoftBank backing and India/APAC brand ambitions matching F1's growth markets.,yes,X11a
53,Dashlane,dashlane.com,US,Password/identity management (business),350,250-1k,growth-projected,Medium-High,"Raised roughly $220M total, including a 2022 round at a ~$700M valuation; well-capitalized password/identity platform building enterprise brand awareness.",yes,X11b
54,Degreed,degreed.com,US,Learning/skills platform,900,250-1k,growth-projected,Medium-High,"Raised roughly $473M total, reaching a ~$1.4B valuation (2021); enterprise skills-and-learning platform serving many Fortune 500 workforces.",yes,X11b
55,Employment Hero,employmenthero.com,Australia,"HR, Payroll & Benefits Platform",1300,1k-5k,growth-projected,"Private; $150M Series F (2024) at $2.2B valuation, cumulative funding >$300M",Well-funded APAC-born HR unicorn pushing into UK/global markets that align with F1's calendar.,yes,X11a
56,Front,front.com,United States,Shared Inbox & Customer Communication,400,250-1k,growth-projected,"Private; $65M Series D (2022) at $1.7B valuation, cumulative funding ~$204M",Well-funded customer-communication platform seeking category differentiation from larger CX incumbents.,yes,X11a
57,FullStory,fullstory.com,US,Digital experience analytics,600,250-1k,growth-projected,Medium-High,Raised roughly $330M and was valued at $1.63B in its 2021 round; positioned as an enterprise DXI platform seeking broader brand visibility to compete with larger incumbents.,yes,X11b
58,Go1,go1.com,Australia,Corporate learning content aggregator,700,250-1k,growth-projected,Medium-High,Raised roughly $400M and reached unicorn status (~$2B valuation) in 2022; Australian-founded global learning platform with strong motorsport-market cultural fit.,yes,X11b
59,Gusto,gusto.com,United States,Payroll & Benefits for SMB,2500,1k-5k,growth-projected,"Private; $175M Series E (2021) at $9.5B valuation, cumulative funding ~$746M",Well-funded SMB payroll leader with a strong consumer brand seeking mainstream visibility.,yes,X11a
60,HiBob,hibob.com,United Kingdom,HR & People Ops Platform (HRIS),1000,250-1k,growth-projected,"Private; $150M Series D (2022) at $2.45B valuation, cumulative funding ~$565M","Fast-scaling global HRIS actively expanding into new markets, fits a growth-stage brand-building sponsor.",yes,X11a
61,Intercom,intercom.com,United States,Customer Messaging & AI Support,1100,1k-5k,growth-projected,"Private; cumulative funding ~$241M (Series D, 2018) at $1.275B valuation",Well-known CX unicorn reinvesting in brand as it pivots toward AI-driven support (Fin).,yes,X11a
62,Lattice,lattice.com,United States,Performance & Compensation Mgmt,700,250-1k,growth-projected,"Private; Series F (2022) at ~$3B valuation, cumulative funding ~$328M","Well-funded people-management platform at a growth inflection, sits at the funding gate for a brand push.",yes,X11a
63,Litmos,litmos.com,US,Learning management system,300,250-1k,growth-projected,Medium-High,Owned by Francisco Partners since its 2022 carve-out from SAP; PE-backed with capital to invest in international brand visibility across enterprise training buyers.,,X11b
64,Make,make.com,Czech Republic,No-code integration/automation platform,600,250-1k,growth-projected,Medium-High,"Owned by Celonis, a company that has raised over $1B and was valued at $13B (2022); well-capitalized parent gives Make (formerly Integromat) resources for international brand campaigns.",yes,X11b
65,Mercury,mercury.com,United States,Business Banking Platform,800,250-1k,growth-projected,"Private; $300M Series C (2025) at $3.5B valuation, cumulative funding ~$450M; confirmed not a current F1 sponsor","Fast-growing, well-funded fintech targeting the same startup/tech audience that overlaps with F1's younger fanbase.",yes,X11a
66,Miro,miro.com,Netherlands,Visual Collaboration / Whiteboard,1800,1k-5k,growth-projected,"Private; $400M Series C (2021) at $17.5B valuation, cumulative funding ~$476M","One of the highest-valued collaboration unicorns, well capitalized for global brand-building.",yes,X11a
67,Navan,navan.com,United States,Travel & Expense Management,3000,1k-5k,growth-projected,"Private; $304M Series G (2022) at $9.2B valuation, cumulative funding >$1.6B; confirmed not a current F1 sponsor",Heavily funded travel/expense unicorn whose business travel focus aligns naturally with F1's global race calendar.,yes,X11a
68,Nintex,nintex.com,US,Process automation/workflow platform,700,250-1k,growth-projected,Medium-High,"Backed by TPG Capital and K1 Investment Management; large-scale process-automation vendor serving 10,000+ enterprise customers with capital to fund brand-building sponsorship.",yes,X11b
69,Notion,notion.so,United States,"Docs, Wiki & Workspace Platform",600,250-1k,growth-projected,"Private; $275M Series C (2021) at $10B valuation, cumulative funding ~$343M","Culturally prominent, well-funded productivity brand with a young, global audience overlapping F1's fanbase.",yes,X11a
70,PayFit,payfit.com,France,Payroll & HR for SMB,1000,250-1k,growth-projected,"Private; $290M Series E (2022) at $1.8B valuation, cumulative funding ~$425M",France-based payroll unicorn well-funded to build brand across F1's core European markets.,yes,X11a
71,Payhawk,payhawk.com,United Kingdom,Corporate Cards & Spend Management,500,250-1k,growth-projected,"Private; $215M Series C (2022) at $1B valuation, cumulative funding ~$255M",Well-funded UK/EU spend-management unicorn expanding its enterprise footprint.,yes,X11a
72,Pendo,pendo.io,US,Product experience/analytics,1000,250-1k,growth-projected,Medium-High,"Raised $356M total, reaching a $2.6B valuation (2021 Series F); scaling upmarket into large enterprise accounts where global sports sponsorship builds credibility.",yes,X11b
73,Personio,personio.com,Germany,HR & People Ops Platform (HRIS),1800,1k-5k,growth-projected,"Private; $200M Series E (2022) at $6.3B valuation, cumulative funding ~$500M","Europe's best-funded HR unicorn, well-capitalized for a marquee sports sponsorship push.",yes,X11a
74,Pleo,pleo.io,Denmark,Corporate Cards & Spend Management,900,250-1k,growth-projected,"Private; $200M Series C (2021) at $4.7B valuation, cumulative funding ~$425M",Well-funded European spend-management unicorn building brand across F1's core European markets.,yes,X11a
75,ProductBoard,productboard.com,United States,Product Management Platform,400,250-1k,growth-projected,"Private; $125M Series D (2023) at $1.7B valuation, cumulative funding ~$319M",Well-funded product-management unicorn seeking category-leading brand visibility.,,X11a
76,Quantum Metric,quantummetric.com,US,Digital experience analytics,700,250-1k,growth-projected,Medium-High,Raised roughly $350M and crossed a $1B+ valuation in 2021; enterprise-grade continuous product design platform actively investing in brand awareness campaigns.,yes,X11b
77,Ramp,ramp.com,United States,Corporate Cards & Spend Management,1200,1k-5k,growth-projected,Private; cumulative funding ~$1.9B at a $13B+ valuation (2025); confirmed not a current F1 sponsor,"One of the fastest-growing, best-funded fintechs in the US, actively investing in high-profile brand marketing.",yes,X11a
78,Soldo,soldo.com,United Kingdom,Corporate Cards & Spend Management,500,250-1k,growth-projected,"Private; $180M Series C (2021) at $1.2B valuation, cumulative funding ~$300M",Well-funded UK/EU spend-management unicorn with a fintech brand suited to sports marketing.,yes,X11a
79,Spendesk,spendesk.com,France,Corporate Cards & Spend Management,500,250-1k,growth-projected,"Private; $114M Series C (2022), cumulative equity funding >$260M",Well-capitalized French spend-management unicorn expanding across F1's European heartland.,yes,X11a
80,Synthesia,synthesia.io,UK,AI video/learning content platform,450,250-1k,growth-projected,Medium-High,Raised roughly $294M total including a $180M round at a $2.1B valuation (2024); fast-scaling AI video platform actively building global brand awareness.,yes,X11b
81,Tipalti,tipalti.com,United States,AP Automation & Global Payouts,1000,250-1k,growth-projected,"Private; $270M Series F (2021) at $8.3B valuation, cumulative funding ~$550M",Well-funded global payments/AP automation unicorn with strong enterprise growth and brand ambitions.,yes,X11a
82,TravelPerk,travelperk.com,Spain,Business Travel Management,1000,250-1k,growth-projected,"Private; $115M Series D extension (2022) at $1.4B valuation, cumulative funding ~$400M",Well-funded business-travel unicorn whose product is directly tied to the travel-heavy F1 paddock ecosystem.,yes,X11a
83,UserTesting,usertesting.com,US,Human insight/UX research platform,900,250-1k,growth-projected,Medium-High,"Taken private by Thoma Bravo in a ~$1.3B deal (2022); well-capitalized PE-backed platform with an enterprise customer base spanning consumer brands, a natural sponsorship audience overlap.",yes,X11b
84,Webflow,webflow.com,US,No-code website design platform,1000,250-1k,growth-projected,Medium-High,Raised roughly $335M and reached a $4B valuation (2021 Series C); design-and-marketing audience overlap with F1's creative and digital fanbase.,yes,X11b
85,Workato,workato.com,US,Enterprise integration/automation platform,900,250-1k,growth-projected,Medium-High,"Raised roughly $450M total, reaching a $5.7B valuation (2022); enterprise iPaaS leader with the capital base to support a significant sponsorship investment.",yes,X11b
86,15Five,15five.com,United States,Performance Management,350,250-1k,sentiment,"Private; cumulative disclosed funding ~$115M (Series C, 2021), no revenue disclosure meeting core gate","Established performance-management vendor at the funding gate, evaluated on growth trajectory rather than scale.",,X11a
87,airSlate,airslate.com,United States,Document Workflow & E-Signature (incl. signNow),900,250-1k,sentiment,"Private; $51.5M Series A (2021) at $1.25B valuation, limited further disclosed funding",Unicorn-valued document workflow platform (parent of signNow) with room to grow brand awareness.,,X11a
88,Articulate,articulate.com,US,E-learning authoring tools,600,250-1k,sentiment,Medium,"Long-established, profitable market leader in e-learning content authoring (Storyline/Rise) with a General Atlantic growth investment (2021); large installed base among corporate L&D teams globally.",,X11b
89,Assembled,assembled.com,United States,Workforce Management for Support Teams,150,100-250,sentiment,"Private; $51M Series B (2022) at ~$500M valuation, cumulative funding ~$70M","Well-regarded CX workforce-management vendor backed by top-tier investors, growing among modern support orgs.",,X11a
90,Axero,axerosolutions.com,US,Intranet/knowledge management,120,100-250,sentiment,Low,Bootstrapped/lightly-funded intranet vendor with a loyal mid-market customer base; smaller scale suits a modest activation-level sponsorship rather than title-level spend.,,X11b
91,Bardeen,bardeen.ai,US,AI browser automation/workflow tool,40,100-250,sentiment,Low,Early-stage automation startup with modest funding (~$16M); scale suggests a small digital or grassroots activation rather than a major sponsorship at this stage.,,X11b
92,Basecamp,basecamp.com,United States,Project Management & Team Communication,70,100-250,sentiment,"Private, bootstrapped and profitable; no external funding disclosed","Long-profitable, self-funded project-management brand with strong founder-driven public visibility.",yes,X11a
93,Bitwarden,bitwarden.com,US,Password management (business),250,250-1k,sentiment,Medium,Raised a $100M Series B from PSG Equity in 2024 at a reported $1B+ valuation; open-source password manager scaling its enterprise/business tier and brand recognition.,yes,X11b
94,Bubble,bubble.io,US,No-code app development platform,120,100-250,sentiment,Low-Medium,"Raised roughly $100M (Series A2, 2021); leading no-code app-builder platform with a large global creator community skewing toward younger, digitally engaged audiences.",yes,X11b
95,Conga,conga.com,United States,Contract Lifecycle Management & Document Automation,1800,1k-5k,sentiment,Private equity-owned (Thoma Bravo since 2020); revenue not publicly disclosed,PE-backed CLM/document-automation leader with a large enterprise install base and brand investment capacity.,yes,X11a
96,Continu,continu.com,US,Learning/enablement platform,60,100-250,sentiment,Low,"Smaller, lightly-funded modern LMS vendor with a growing mid-market customer base; fits a low-cost regional activation rather than a marquee sponsorship.",,X11b
97,Deputy,deputy.com,Australia,Employee Scheduling & Workforce Management,400,250-1k,sentiment,Private; cumulative disclosed funding ~$111M (last major round 2019),"Established shift-work scheduling platform expanding globally from its ANZ roots, at the funding gate.",yes,X11a
98,DocuWare,docuware.com,Germany,Document Management & Workflow Automation,600,250-1k,sentiment,Private equity-owned (Ricoh subsidiary since 2019); revenue not separately disclosed,Established German document-management vendor under corporate ownership with steady global growth.,,X11a
99,Dovetail,dovetailapp.com,US,Customer/user research repository,200,100-250,sentiment,Low-Medium,Raised roughly $140M with a ~$600M valuation in 2022; category-leading research repository tool expanding enterprise adoption globally.,,X11b
100,Duda,duda.co,Israel,Website builder platform (agency/reseller focus),350,250-1k,sentiment,Low-Medium,Raised roughly $100M including a $50M Series D (2021); Israeli-founded website platform serving agencies and SaaS partners with a global reseller network.,,X11b
101,Egnyte,egnyte.com,United States,Content Governance & File Sharing,700,250-1k,sentiment,Private; cumulative disclosed funding ~$137.5M (last major round 2019),"Profitable, long-established content-governance vendor with steady enterprise growth.",yes,X11a
102,Elementor,elementor.com,Israel,Website builder (WordPress page builder),600,250-1k,sentiment,Medium,"Publicly traded on the Tel Aviv Stock Exchange; profitable growth powering over 15 million websites globally, giving a large addressable audience for brand exposure.",,X11b
103,Emburse,emburse.com,United States,Travel & Expense Management,1200,1k-5k,sentiment,Private equity-owned (K1 Investment Management); revenue not publicly disclosed,PE-backed T&E platform serving global enterprises with capacity for brand investment.,yes,X11a
104,Expensify,expensify.com,United States,Expense Management,150,100-250,sentiment,Public (NASDAQ: EXFY); FY2023 revenue ~$146M,"Consumer-facing expense-management brand with a history of unconventional, high-visibility marketing stunts.",yes,X11a
105,Fellow,fellow.app,Canada,Meeting Management Software,80,100-250,sentiment,"Private; ~$21M cumulative funding (Series B, 2021)",Niche meeting-productivity vendor evaluated on trajectory given modest disclosed funding.,,X11a
106,Float,float.com,Australia,Resource & Team Planning,60,100-250,sentiment,"Private, bootstrapped and profitable; no external funding disclosed",Profitable niche resource-planning tool with an engaged creative/agency audience.,,X11a
107,Forethought,forethought.ai,United States,AI Customer Support Automation,200,100-250,sentiment,"Private; $65M Series C (2021), cumulative funding ~$92M",AI-driven CX automation vendor competing for enterprise mindshare amid a crowded field.,yes,X11a
108,Formstack,formstack.com,United States,Workflow & Document Automation,400,250-1k,sentiment,Private equity-owned (Silversmith Capital); revenue not publicly disclosed,PE-backed workflow-automation vendor with growth capital and an expanding enterprise base.,,X11a
109,Foxit Software,foxit.com,United States,PDF & Document Productivity,700,250-1k,sentiment,"Private, PE-backed (Percheron Capital); revenue not fully disclosed",Global PDF-productivity vendor with a large installed base and PE backing for growth investment.,,X11a
110,Framer,framer.com,Netherlands,No-code website builder,200,100-250,sentiment,Medium,Raised roughly $100M reaching a reported ~$2B valuation (2024); fast-growing European no-code design platform investing heavily in brand-building marketing.,,X11b
111,Fyle,fylehq.com,United States,Expense Management,150,100-250,sentiment,"Private; ~$9M cumulative disclosed funding (Series A, 2021)",Smaller expense-management vendor evaluated on growth trajectory given modest disclosed funding.,yes,X11a
112,Gladly,gladly.com,United States,Customer Service Platform (Radically Personal CX),300,250-1k,sentiment,"Private; $150M Series D-equivalent funding disclosed 2021, cumulative funding ~$149M","Enterprise CX challenger just below the funding gate, growing among consumer retail brands.",,X11a
113,Glassbox,glassbox.com,Israel,Digital experience analytics,400,250-1k,sentiment,Medium,Publicly listed (London Stock Exchange: GLX) enterprise digital-experience analytics vendor with blue-chip banking/insurance clients; smaller revenue base but public-company financial transparency and stability support a modest sponsorship entry.,,X11b
114,Gorgias,gorgias.com,United States,E-Commerce Customer Support,350,250-1k,sentiment,"Private; $30M Series C (2021), cumulative funding ~$47M","Fast-growing e-commerce-focused CX vendor with a young, consumer-brand-driven customer base.",yes,X11a
115,greytHR,greythr.com,India,HR & Payroll for SMB,600,250-1k,sentiment,"Private; growth-equity backed (Premji Invest), funding/revenue not fully disclosed",Leading Indian SMB HR/payroll vendor riding India's fast-growing F1 fan base.,yes,X11a
116,Guru,getguru.com,US,Knowledge management wiki/intranet,300,250-1k,sentiment,Low-Medium,"Raised roughly $95M; AI-enabled knowledge management platform used broadly across support, sales, and success teams looking to build enterprise brand credibility.",,X11b
117,Haiilo,haiilo.com,Germany,Employee communications/intranet,350,250-1k,sentiment,Low-Medium,Formed from the Smarp/COYO merger with modest disclosed funding; European employee-experience platform expanding brand presence internationally.,,X11b
118,Help Scout,helpscout.com,United States,Helpdesk Software for SMB,150,100-250,sentiment,"Private, largely bootstrapped; disclosed funding ~$7M seed round (2011)","Profitable, founder-led helpdesk vendor with a loyal SMB customer base and strong content-marketing brand.",,X11a
119,Homebase,joinhomebase.com,United States,Scheduling & Team Management for SMB,350,250-1k,sentiment,"Private; $71M Series D (2021), cumulative funding ~$105M",SMB workforce-management platform with a growing brand among local/hourly businesses.,yes,X11a
120,Hostinger,hostinger.com,Lithuania,Web hosting/website builder,900,250-1k,sentiment,Medium,"Reported 2023 revenue of roughly €110M (57% YoY growth) and EBITDA-profitable; Lithuanian-founded, fast-growing global hosting brand serving over 3 million customers.",yes,X11b
121,Humanity (TCP Software),humanity.com,United States,Employee Scheduling & Time Tracking,300,250-1k,sentiment,"Private equity-owned (TCP Software, backed by Genstar Capital); revenue not publicly disclosed",PE-backed workforce-scheduling platform serving large deskless-workforce customers globally.,,X11a
