#,company,domain,hq_country,niche,employees_est,size_band,tag,affordability,why_f1,already_in_master,source_batch
14,Comarch,comarch.com,Poland,IT software & services,"~6,500",5k-10k,core,Tier 1 – Enterprise ($1M+),"Warsaw-listed Polish IT group, revenue above PLN 2B; growing CEE tech brand with global telecom/finance clients.",yes,X06b
15,Compugen Inc.,compugen.com,Canada,IT solutions & managed services,~700,250-1k,core,Tier 2 – Mid-Market ($250K-1M),Long-established Canadian IT solutions provider with revenue historically above C$500M; Canadian GP (Montreal) offers a natural home-market activation.,,X06b
16,Computacenter,computacenter.com,United Kingdom,IT infrastructure reseller & managed services,"~20,000",10k+,core,Tier 1 – Enterprise ($1M+),"FTSE-listed, £8B+ revenue global reseller headquartered near Silverstone; strong UK enterprise brand fit with British GP audience.",yes,X06b
17,Connection (PC Connection),connection.com,United States,IT reseller & solutions provider,"~2,600",1k-5k,core,Tier 2 – Mid-Market ($250K-1M),"Nasdaq-listed IT reseller, $2.6B+ revenue, US Grand Prix (Austin/Miami/Vegas) proximity offers activation hooks.",yes,X06b
18,ConvergeOne,convergeone.com,United States,Collaboration & managed IT services,"~2,500",1k-5k,core,Tier 2 – Mid-Market ($250K-1M),"CVC Capital-backed managed services provider, revenue above $900M, active US enterprise rebranding push.",yes,X06b
19,Crayon,crayon.com,Norway,Software asset mgmt & cloud advisory,"~3,500",1k-5k,core,Tier 2 – Mid-Market ($250K-1M),Oslo-listed cloud/software reseller with $1B+ revenue and global growth ambitions beyond its Nordic base.,yes,X06b
20,Credera,credera.com,United States,Digital & data consulting,"~1,500",1k-5k,core,Tier 2 – Mid-Market ($250K-1M),"Part of Omnicom Precision Marketing Group; parent Omnicom ($15B+ revenue) provides balance-sheet scale, and no direct Omnicom-F1 sponsorship was found to conflict.",,X06b
21,Devoteam,devoteam.com,France,Digital & cloud consulting,"~11,000",10k+,core,Tier 1 – Enterprise ($1M+),"Euronext-listed consultancy, €1.3B+ revenue, strong presence in French GP market with growth ambitions across Europe/MEA.",yes,X06b
22,e& enterprise,enterprise.eand.com,United Arab Emirates,Enterprise IT & digital services,"~3,000",1k-5k,core,Tier 2 – Mid-Market ($250K-1M),"Etisalat/e& Group's enterprise IT arm, parent group revenue $15B+; UAE HQ in the Abu Dhabi GP market.",,X06b
23,Econocom,econocom.com,France,"IT financing, services & digital transformation","~9,000",5k-10k,core,Tier 1 – Enterprise ($1M+),"Euronext-listed, ~€2.7B revenue, French-Belgian IT services group with pan-European enterprise reach.",yes,X06b
24,Elm Company,elm.sa,Saudi Arabia,National digital services & e-government platforms,"~9,000",5k-10k,core,Tier 1 – Enterprise ($1M+),"Saudi PIF-backed national digital champion, revenue well above $200M; aligns directly with Saudi Arabia's active F1/motorsport investment strategy.",,X06b
25,Ensono,ensono.com,United States,Managed cloud & mainframe services,"~3,000",1k-5k,core,Tier 2 – Mid-Market ($250K-1M),"Charlesbank/M/C Partners-backed managed services provider, ~$500M revenue, no existing motorsport sponsorship.",yes,X06b
26,ePlus,eplus.com,United States,"IT financing, reseller & managed services","~2,000",1k-5k,core,Tier 2 – Mid-Market ($250K-1M),"Nasdaq-listed IT services firm, $2B+ revenue, no existing top-tier motorsport sponsorship.",yes,X06b
27,GFT Technologies,gft.com,Germany,Digital & IT consulting (financial services focus),"~9,000",5k-10k,core,Tier 1 – Enterprise ($1M+),"Frankfurt-listed, ~€780M revenue, strong banking/finance client base overlapping F1's sponsor category interests.",yes,X06b
28,HiQ International,hiq.se,Sweden,IT & digital consulting,"~1,600",1k-5k,core,Tier 2 – Mid-Market ($250K-1M),Nasdaq Stockholm-listed consultancy at the core revenue threshold (~SEK 2.2B); Nordic tech brand with growth ambitions.,,X06b
29,Hitachi Solutions,hitachi-solutions.com,Japan,Enterprise IT & digital solutions,"~5,000",1k-5k,core,Tier 1 – Enterprise ($1M+),Wholly owned by Hitachi Ltd. ($80B+ parent revenue); no existing Hitachi Group motorsport sponsorship identified.,,X06b
30,Inetum,inetum.com,France,IT services & digital consulting,"~28,000",10k+,core,Tier 1 – Enterprise ($1M+),"Bain Capital-backed pan-European IT services group, €2.5B+ revenue, scale supports premium sponsorship investment.",yes,X06b
31,Infosys,infosys.com,India,Global IT services & consulting,"~315,000",10k+,core,Tier 1 – Enterprise ($1M+),"NYSE/BSE-listed, $18B+ revenue global IT major with no current F1 team or series sponsorship identified.",yes,X06b
32,Insight Enterprises,insight.com,United States,IT hardware/software reseller & solutions,"~14,000",10k+,core,Tier 1 – Enterprise ($1M+),"Nasdaq-listed, $9B+ revenue global solutions integrator, no existing motorsport sponsorship despite scale to compete with F1 tech sponsors.",yes,X06b
33,iSoftStone,isoftstone.com,China,IT outsourcing & digital services,"~30,000",10k+,core,Tier 1 – Enterprise ($1M+),Shenzhen-listed large-scale Chinese IT outsourcer; China HQ — flag for optics review before any sponsorship outreach.,yes,X06b
34,Kainos,kainos.com,United Kingdom,Digital services & Workday consulting,"~3,000",1k-5k,core,Tier 2 – Mid-Market ($250K-1M),"LSE-listed digital transformation specialist, £350M+ revenue, growing US/EU footprint that benefits from global sports visibility.",,X06b
35,Knowit,knowit.se,Sweden,IT & digital consulting,"~3,500",1k-5k,core,Tier 2 – Mid-Market ($250K-1M),"Nasdaq Stockholm-listed consultancy, SEK 6B+ revenue, Nordic tech brand with room for a signature sports platform.",yes,X06b
36,Logicalis,logicalis.com,United Kingdom,Global IT solutions & managed services,"~6,500",5k-10k,core,Tier 1 – Enterprise ($1M+),"Datatec-owned global IT solutions provider, ~$1.8B revenue, operations across most F1 host regions.",yes,X06b
37,Materna,materna.de,Germany,IT services & digital infrastructure,"~2,700",1k-5k,core,Tier 2 – Mid-Market ($250K-1M),Family-owned German IT group with revenue above the $200M core threshold; no existing motorsport sponsorship identified.,,X06b
38,msg group,msg.group,Germany,IT & business consulting,"~10,000",5k-10k,core,Tier 1 – Enterprise ($1M+),"Privately held German IT/consulting group, €1.4B+ revenue, strong industrial-client overlap with F1 sponsor categories (automotive, insurance).",yes,X06b
39,NCS Group,ncs.co,Singapore,IT services & digital transformation,"~13,000",10k+,core,Tier 1 – Enterprise ($1M+),"Singtel-owned APAC IT services leader, S$2B+ revenue, headquartered in the Singapore GP host market.",,X06b
40,Netcompany,netcompany.com,Denmark,Public-sector digital transformation,"~7,000",5k-10k,core,Tier 2 – Mid-Market ($250K-1M),"Nasdaq Copenhagen-listed, ~€700M revenue, expanding across UK/Netherlands/Nordics with no existing motorsport sponsorship.",yes,X06b
41,Optiv,optiv.com,United States,Cybersecurity solutions & services,"~2,300",1k-5k,core,Tier 2 – Mid-Market ($250K-1M),"KKR-backed, $1.9B+ revenue, largest pure-play US cybersecurity solutions integrator, no existing motorsport sponsorship.",yes,X06b
42,Orange Business,orange-business.com,France,Enterprise IT & network services,"~30,000",10k+,core,Tier 1 – Enterprise ($1M+),"Orange Group's enterprise IT/digital arm, ~€4B revenue; no current active Orange-branded F1 team sponsorship found on Alpine's 2025-26 partner list, though the parent brand history warrants a final conflict check before outreach.",yes,X06b
43,PCCW Solutions,pccwsolutions.com,Hong Kong,IT services & systems integration,"~3,000",1k-5k,core,Tier 2 – Mid-Market ($250K-1M),PCCW Group subsidiary (parent revenue ~$4B); Hong Kong/China footprint aligns with F1's Asia growth markets.,,X06b
44,Presidio,presidio.com,United States,Digital infrastructure & cybersecurity services,"~2,700",1k-5k,core,Tier 2 – Mid-Market ($250K-1M),"PE-backed (BC Partners) national IT services provider, $1.5B+ revenue, active US enterprise brand-building push.",yes,X06b
45,Proact IT Group,proact.eu,Sweden,Data centre & cloud infrastructure services,"~1,000",250-1k,core,Tier 2 – Mid-Market ($250K-1M),"Nordic infrastructure specialist (part of Also Holding), revenue historically above €250M, pan-European enterprise footprint.",,X06b
46,Rimini Street,riministreet.com,United States,Third-party enterprise software support,"~2,700",1k-5k,core,Tier 2 – Mid-Market ($250K-1M),"Nasdaq-listed, ~$430M revenue, global enterprise support brand with international client base fitting F1's audience.",yes,X06b
47,SHI International,shi.com,United States,IT hardware/software reseller,"~6,000",5k-10k,core,Tier 1 – Enterprise ($1M+),"Privately held, one of the largest US IT resellers ($14B+ revenue), scale supports a premium global sports platform.",yes,X06b
48,SK C&C,skcc.co.kr,South Korea,IT services & digital transformation,"~3,000",1k-5k,core,Tier 2 – Mid-Market ($250K-1M),"SK Square-affiliated IT services arm of the SK Group, revenue above $1B, part of a conglomerate active in global tech branding.",,X06b
49,Softcat,softcat.com,United Kingdom,IT infrastructure reseller,"~2,700",1k-5k,core,Tier 2 – Mid-Market ($250K-1M),"FTSE 250 reseller, £1.5B+ revenue, consistent double-digit growth and B2B tech brand looking for premium UK sports platforms.",yes,X06b
50,SoftwareOne,softwareone.com,Switzerland,Software licensing & cloud reseller,"~9,000",5k-10k,core,Tier 1 – Enterprise ($1M+),"SIX-listed global software reseller, ~$1B revenue, global client base overlapping heavily with F1's corporate hospitality audience.",yes,X06b
51,Trace3,trace3.com,United States,IT strategy & innovation consulting,"~1,200",1k-5k,core,Tier 2 – Mid-Market ($250K-1M),"Golden Gate Capital-backed, revenue above $200M threshold, innovation-forward brand positioning fits F1's tech-forward audience.",yes,X06b
52,twoday,twoday.com,Denmark,Nordic IT consulting & digital services,"~3,000",1k-5k,core,Tier 2 – Mid-Market ($250K-1M),"PE-backed (Polaris) Nordic IT consolidator, revenue above the $200M threshold, actively building a unified pan-Nordic brand.",,X06b
53,valantic,valantic.com,Germany,Digital consulting & SAP/CRM implementation,"~3,000",1k-5k,core,Tier 2 – Mid-Market ($250K-1M),"PE-backed (Waterland) DACH digital consultancy, ~€500M revenue, expansion story aligned with brand-building sponsorships.",,X06b
54,Version 1,version1.com,Ireland,IT services & managed cloud,"~3,000",1k-5k,core,Tier 2 – Mid-Market ($250K-1M),"Fast-growing Irish/UK IT services firm, £400M+ revenue, no known top-tier sports sponsorship despite strong marketing appetite.",yes,X06b
55,World Wide Technology (WWT),wwt.com,United States,IT infrastructure & digital solutions,"~10,000",5k-10k,core,Tier 1 – Enterprise ($1M+),"Privately held, ~$20B revenue, one of the largest US IT solutions integrators; scale rivals current F1 tech sponsors.",yes,X06b
56,Zones LLC,zones.com,United States,IT lifecycle solutions & reseller,"~3,000",1k-5k,core,Tier 2 – Mid-Market ($250K-1M),"Privately held, revenue reported above $1.5B, long-established US IT solutions provider with global reach.",yes,X06b
57,Zühlke Group,zuehlke.com,Switzerland,Product & software engineering consulting,"~2,000",1k-5k,core,Tier 2 – Mid-Market ($250K-1M),"Privately held Swiss engineering/innovation consultancy, revenue above $200M-equivalent, premium brand positioning.",,X06b
58,10Pearls,10pearls.com,United States,Digital product engineering,~750,250-1k,sentiment,Tier 3 – Growth ($50K-250K),Privately held digital engineering firm below core thresholds; global delivery footprint (US/Pakistan/LatAm) is the main strategic angle.,,X06b
59,Accenture,accenture.com,Ireland,Global IT & Management Consulting,"~790,000",10k+,sentiment,core,Ex-F1 sponsor (Williams) with the scale and consulting-talent-war motive to return to the paddock,yes,X06a
60,AECOM,aecom.com,USA,Infrastructure Engineering Consulting,"~50,000",10k+,sentiment,core,Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress; global infrastructure consultancy with circuit/venue-adjacent construction expertise,yes,X06a
61,AFRY,afry.com,Sweden,Engineering & Infrastructure Consulting,"~19,000",10k+,sentiment,core,Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress; Nordic engineering consultancy expanding its industrial and energy client base globally,,X06a
62,AlixPartners,alixpartners.com,USA,Turnaround & Performance Consulting,"~3,500",1k-5k,sentiment,core,Automotive-turnaround specialists with deep OEM relationships mirroring F1's manufacturer partners,yes,X06a
63,Alten,alten.com,France,Automotive & Aerospace Engineering Services,"~57,000",10k+,sentiment,core,"Europe's largest engineering-services group, built on the automotive/aerospace R&D talent F1 teams also recruit",yes,X06a
64,Alvarez & Marsal,alvarezandmarsal.com,USA,Turnaround & Restructuring Advisory,"~10,000",5k-10k,sentiment,core,Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress; restructuring advisors court the same C-suite audience F1 hospitality targets,yes,X06a
65,Amdocs,amdocs.com,USA,Telecom Software & Managed Services,"~30,000",10k+,sentiment,core,Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress; telecom-software leader shares F1's broadcast/connectivity sponsor category adjacency,yes,X06a
66,Analysis Group,analysisgroup.com,USA,Economic & Litigation Consulting,"~1,400",1k-5k,sentiment,sentiment,Boutique economics consultancy that could use F1 client events for high-value litigation-client relationship building,,X06a
67,Applus+,applus.com,Spain,"Testing, Inspection & Certification","~25,000",10k+,sentiment,core,Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress; automotive-testing heritage (vehicle inspection) fits F1's engineering-precision brand,yes,X06a
68,Arcadis,arcadis.com,Netherlands,Design & Engineering Consulting,"~36,000",10k+,sentiment,core,Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress; global design/engineering consultancy building brand recognition beyond infrastructure niches,yes,X06a
69,Arthur D. Little,adlittle.com,USA,Innovation & Strategy Consulting,"~1,600",1k-5k,sentiment,core,"Oldest management consultancy, strong industrial/energy client base overlapping F1 sponsor categories",yes,X06a
70,Arup,arup.com,UK,Engineering & Design Consulting,"~18,500",10k+,sentiment,core,Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress; globally renowned engineering-design brand with deep UK motorsport-adjacent client network,yes,X06a
71,Assystem,assystem.com,France,Nuclear & Infrastructure Engineering,"~7,000",5k-10k,sentiment,core,Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress; energy/infrastructure engineering client base with strong hospitality budgets,yes,X06a
72,Atos / Eviden,atos.net,France,"IT Services, Cloud & Cybersecurity","~82,000",10k+,sentiment,sentiment,"Brand-rebuild need post-restructuring makes F1's marquee visibility a plausible turnaround lever, once balance sheet stabilizes",yes,X06a
73,AVL,avl.com,Austria,Powertrain & Vehicle Engineering,"~11,500",10k+,sentiment,core,Powertrain-testing pioneer with genuine motorsport engineering heritage predating many current F1 tech partners,yes,X06a
74,Bain & Company,bain.com,USA,Global Strategy Consulting,"~19,000",10k+,sentiment,core,MBB peer with heavy PE/sports-industry client base (Bain owns stakes in sports rights) already adjacent to motorsport,yes,X06a
75,BairesDev,bairesdev.com,United States,Nearshore software outsourcing,"~4,000",1k-5k,sentiment,Tier 2 – Mid-Market ($250K-1M),"Privately held LatAm-focused software outsourcer, reported unicorn-scale valuation off major growth-equity backing; strong LatAm GP (São Paulo/Mexico City) relevance.",yes,X06b
76,Baringa Partners,baringa.com,UK,Energy & Financial Services Consulting,"~1,800",1k-5k,sentiment,core,Energy-transition consultancy whose clients overlap with F1's growing sustainability-sponsor roster,,X06a
77,Berkeley Research Group,thinkbrg.com,USA,Disputes & Advisory Consulting,"~1,500",1k-5k,sentiment,core,Fast-growing disputes/advisory firm using high-profile platforms to build brand credibility with corporate clients,yes,X06a
78,Bertrandt,bertrandt.com,Germany,Automotive Engineering Services,"~11,000",10k+,sentiment,core,German automotive-engineering specialist competing for the same vehicle-development talent pool as F1 teams,yes,X06a
79,Birlasoft,birlasoft.com,India,Enterprise IT & Digital Services,"~12,000",10k+,sentiment,core,Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress across manufacturing and BFSI verticals it serves,yes,X06a
80,Booz Allen Hamilton,boozallen.com,USA,Government & Management Consulting,"~35,000",10k+,sentiment,core,Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress; large consulting/tech payroll and client-entertainment budget,yes,X06a
81,Boston Consulting Group,bcg.com,USA,Global Strategy Consulting,"~32,000",10k+,sentiment,core,"Direct MBB rival to any consultancy that lands an F1 deal, raising competitive pressure to match",yes,X06a
82,Bureau Veritas,bureauveritas.com,France,"Testing, Inspection & Certification","~84,000",10k+,sentiment,core,Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress; global TIC leader with large industrial client-hospitality programs,yes,X06a
83,CACI International,caci.com,USA,Government IT & Defense Solutions,"~23,000",10k+,sentiment,core,Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress in a tight US defense-tech labor market,yes,X06a
84,Capgemini,capgemini.com,France,Global IT Services & Consulting,"~340,000",10k+,sentiment,core,"Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress, and its Capgemini Engineering arm gives a built-in automotive-tech story",yes,X06a
85,CGI,cgi.com,Canada,IT & Business Consulting,"~91,000",10k+,sentiment,core,Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress across its global end-to-end IT services footprint,yes,X06a
86,Charles River Associates,crai.com,USA,Economic Consulting,"~1,000",250-1k,sentiment,core,Public economic-consulting leader with disclosed financials supporting a real sponsorship budget,yes,X06a
87,CI&T,ciandt.com,Brazil,Digital Engineering & AI,"~7,000",5k-10k,sentiment,core,AI-forward Brazilian engineering brand with global ambitions and enterprise clients to entertain,yes,X06a
88,Coforge,coforge.com,India,IT Services & BPS,"~31,000",10k+,sentiment,core,"Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress as it scales into travel, BFSI and insurance verticals globally",yes,X06a
89,Columbus,columbusglobal.com,Denmark,ERP & digital transformation consulting,~700,250-1k,sentiment,Tier 3 – Growth ($50K-250K),Nasdaq Copenhagen-listed but sub-scale (~€130M revenue); would need funding/growth evidence to justify a premium F1 activation.,,X06b
90,Cornerstone Research,cornerstone.com,USA,Economic & Financial Litigation Consulting,~900,250-1k,sentiment,sentiment,Elite litigation-consulting boutique whose partners already move in the same corporate-hospitality circles as F1 sponsors,,X06a
91,Cybage Software,cybage.com,India,Software Product Engineering,"~7,000",5k-10k,sentiment,sentiment,Product-engineering specialist competing for the same senior tech talent pool F1 teams target,yes,X06a
92,Cyient,cyient.com,India,Engineering & Digital Services,"~16,000",10k+,sentiment,core,"Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress across aerospace, automotive and industrial engineering clients",yes,X06a
93,Datamatics Global Services,datamatics.com,India,IT & Business Process Services,"~9,000",5k-10k,sentiment,core,Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress in a crowded mid-cap IT services field,yes,X06a
94,Diyar United Company,diyarunited.com,Saudi Arabia,IT & smart-city solutions,"~1,500",1k-5k,sentiment,Tier 3 – Growth ($50K-250K),"Saudi IT/smart-infrastructure integrator; undisclosed financials, but strong Saudi GP host-market fit.",,X06b
95,eClerx Services,eclerx.com,India,Data Analytics & Process Management,"~12,000",10k+,sentiment,core,Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress; data-analytics specialism dovetails with F1's data-driven brand story,yes,X06a
96,EDAG Engineering,edag.com,Germany,Automotive Engineering & Vehicle Development,"~8,300",5k-10k,sentiment,core,Vehicle-development engineering house whose OEM clients already populate F1's sponsor grid,yes,X06a
97,Ejada,ejada.com,Saudi Arabia,Software & digital transformation services,"~2,000",1k-5k,sentiment,Tier 3 – Growth ($50K-250K),stc-affiliated Saudi software/digital services firm; undisclosed standalone financials but strong host-market relevance.,,X06b
98,Ekco,ek.co,Ireland,Cybersecurity & cloud managed services,~600,250-1k,sentiment,Tier 3 – Growth ($50K-250K),August Equity-backed European MSP roll-up below the $200M revenue gate; fast-growth story is the main sentiment hook.,yes,X06b
99,Elixirr,elixirr.com,UK,Challenger Strategy Consulting,~600,250-1k,sentiment,sentiment,Publicly listed 'challenger' consultancy explicitly built on premium brand positioning - a natural F1 growth-narrative fit,,X06a
100,Encora,encora.com,USA,Digital Engineering Services (PE-backed),"~9,000",5k-10k,sentiment,core,Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress; PE-backed growth story wants a marquee brand-building platform,yes,X06a
101,Endava,endava.com,UK,Digital Transformation Consulting,"~11,000",10k+,sentiment,core,Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress; UK base and payments/mobility client base align with F1's commercial partners,yes,X06a
102,EPAM Systems,epam.com,USA,Digital Engineering & Software Consulting,"~53,000",10k+,sentiment,core,Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress; premium engineering brand values F1's association with precision,yes,X06a
103,Expleo,expleogroup.com,France,Engineering & Quality Assurance Services,"~15,000",10k+,sentiment,core,Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress; aerospace/automotive quality-engineering client base overlaps F1 sponsor categories,,X06a
104,FDM Group,fdmgroup.com,United Kingdom,IT talent/consulting services,"~3,600",1k-5k,sentiment,Tier 3 – Growth ($50K-250K),Revenue near the $200M core threshold but declining recently; recruitment-led brand could use F1 employer-branding halo — needs current financial confirmation.,yes,X06b
105,FEV Group,fev.com,Germany,Powertrain & Vehicle Engineering,"~7,000",5k-10k,sentiment,core,Powertrain-engineering specialist whose e-mobility pivot mirrors F1's own hybrid/sustainability tech narrative,yes,X06a
106,Firstsource Solutions,firstsource.com,India,BPM & Customer Experience,"~28,000",10k+,sentiment,core,"Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress across healthcare, BFSI and telecom clients it serves",yes,X06a
107,FTI Consulting,fticonsulting.com,USA,Business Advisory & Litigation Consulting,"~8,000",5k-10k,sentiment,core,Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress; public disclosure gives clean evidence of affordability,yes,X06a
108,Fujitsu,fujitsu.com,Japan,Global IT Services & Systems Integration,"~124,000",10k+,sentiment,core,Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress; Japanese tech major with a long F1-adjacent motorsport-technology heritage to revive,yes,X06a
109,GBM Gulf (Gulf Business Machines),gbmme.com,United Arab Emirates,IT systems integration (IBM/enterprise partner),"~1,500",1k-5k,sentiment,Tier 3 – Growth ($50K-250K),Leading Gulf systems integrator headquartered in the Abu Dhabi GP host market — one of the strongest geographic fits on this list even without disclosed financials.,,X06b
110,Genpact,genpact.com,USA,AI-First Business Process Transformation,"~125,000",10k+,sentiment,core,"Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress at scale, rebranding around AI needs marquee visibility",yes,X06a
111,Getronics,getronics.com,Netherlands,Global IT managed services,"~4,000",1k-5k,sentiment,Tier 3 – Growth ($50K-250K),Legacy global IT services brand that has changed ownership multiple times in recent years; current standalone revenue needs verification before core classification.,,X06b
112,GlobalLogic,globallogic.com,USA,Digital Product Engineering (Hitachi),"~30,000",10k+,sentiment,core,Hitachi-owned engineering house with deep automotive/embedded-software client base mirroring F1 sponsor categories,yes,X06a
113,Grid Dynamics,griddynamics.com,USA,Digital Engineering Consultancy,"~3,700",1k-5k,sentiment,core,Fast-growing AI/engineering consultancy could use F1 for enterprise-client credibility building,yes,X06a
114,Guidehouse,guidehouse.com,USA,Public Sector & Advisory Consulting,"~20,000",10k+,sentiment,core,Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress at scale across public-sector and commercial consulting,yes,X06a
115,Happiest Minds Technologies,happiestminds.com,India,Digital Transformation & IoT,"~5,300",5k-10k,sentiment,sentiment,IoT/digital-first brand near the affordability gate; a smaller regional or driver-level deal could fit,yes,X06a
116,HCLTech,hcltech.com,India,IT Services & Engineering R&D,"~220,000",10k+,sentiment,core,Fights the same global tech/engineering talent war and hosts the same enterprise clients F1 paddocks are built to impress; strong engineering R&D unit fits F1 tech storytelling,yes,X06a
117,Hexaware Technologies,hexaware.com,India,IT Services & Automation,"~31,000",10k+,sentiment,core,Newly re-listed public company needing global brand-awareness plays post-IPO,yes,X06a
118,HTC Global Services,htcinc.com,United States,IT services & staffing (India delivery),"~5,000",1k-5k,sentiment,Tier 3 – Growth ($50K-250K),"Privately held US/India IT services firm; financials not publicly disclosed, so core-gate status needs direct evidence.",,X06b
119,IAV,iav.com,Germany,Automotive R&D Engineering,"~8,000",5k-10k,sentiment,core,Automotive R&D engineer owned by OEM/supplier groups already active in motorsport-adjacent technology,yes,X06a
120,Improving,improving.com,United States,Software & IT consulting,~700,250-1k,sentiment,Tier 3 – Growth ($50K-250K),Regional US IT consultancy below core revenue/headcount thresholds; would need funding evidence to justify premium activation.,,X06b
121,Indegene,indegene.com,India,Healthcare & Life Sciences Digital,"~6,500",5k-10k,sentiment,core,Healthcare-tech specialist could use F1's global stage for post-IPO brand building,yes,X06a
