#,company,domain,hq_country,niche,employees_est,size_band,tag,affordability,why_f1,already_in_earlier_list,source_batch
1,Access Group,theaccessgroup.com,UK,Business management software (finance/HR/ERP) for mid-market,4800,1k-5k,core,Hg Capital-backed; revenue reported >£500M — core gate (a),UK mid-market software champion with Hg backing seeking scaled brand exposure,,P02a
12,AvidXchange,avidxchange.com,USA,AP automation & B2B payments,1700,1k-5k,core,Public (Nasdaq: AVDX); FY revenue ~$430M,Public AP-automation leader with the balance sheet to fund a marquee sports platform.,yes,P02b
13,Basware,basware.com,Finland,e-Invoicing & purchase-to-pay,1500,1k-5k,core,"Publicly listed (Nasdaq Helsinki); FY revenue ~€180-200M and growing, decades of profitability",European e-invoicing leader with a customer base concentrated in F1's home markets.,yes,P02b
14,Beeline,beeline.com,USA,Vendor management system (VMS) / contingent workforce,1000,250-1k,core,PE-owned (New Mountain Capital); est. annual revenue $200M+ from Fortune 500 VMS contracts,Leading Fieldglass rival managing billions in contingent-labor spend for large enterprises.,,P02b
15,Bill.com,bill.com,USA,AP/AR automation for SMB/mid-market,2900,1k-5k,core,Public (NYSE: BILL); revenue >$1.2B — core gate (a),Public AP/AR automation leader with balance sheet to fund a headline sponsorship,yes,P02a
16,BlackLine,blackline.com,USA,Financial close & account reconciliation automation,1800,1k-5k,core,Public (NASDAQ: BL); revenue >$650M — core gate (a),Category-creating close/consolidation leader with scale for a marquee finance-tech sponsorship,yes,P02a
17,Board International,board.com,Switzerland,"Unified FP&A, BI and predictive analytics platform, Vector Capital-backed",1300,1k-5k,core,Vector Capital-backed; revenue estimated >$200M — core gate (a),European FP&A/BI platform seeking a premium global stage against Anaplan/OneStream,yes,P02a
18,Bottomline Technologies,bottomline.com,USA,AP automation & business payments (Paymode-X),1900,1k-5k,core,"Taken private by Thoma Bravo (2022, ~$2.6B deal); pre-deal revenue ~$460M",Established B2B payments/AP network with PE scale behind a fresh brand push.,yes,P02b
19,C.H. Robinson,chrobinson.com,USA,Freight brokerage & digital procurement (Navisphere),15000,10k+,core,Public (Nasdaq: CHRW); FY revenue >$17B,Global logistics giant with a digital freight-procurement platform and scale to sustain top-tier sponsorship.,yes,P02b
20,CCH Tagetik,tagetik.com,Italy,Corporate performance management & financial consolidation software,700,250-1k,core,"Owned by Wolters Kluwer (public, Euronext: WKL); parent revenue >€5.5B — core gate","Italian-rooted CPM leader backed by a large public information-services group, well suited to F1's Italian fanbase.",,W19
21,CDW,cdw.com,USA,IT indirect-spend procurement,15000,10k+,core,Public (Nasdaq: CDW); FY revenue >$21B,Large-cap IT procurement company with an established US sports-sponsorship history to build on.,yes,P02b
22,Comarch,comarch.com,Poland,EDI & e-invoicing,6500,5k-10k,core,"Public (Warsaw Stock Exchange); group revenue >$500M, 6,000+ employees","Public European IT group with a strong EDI/e-invoicing line and 6,000+ headcount clearing the scale gate.",,P02b
23,Conexiom,conexiom.com,Canada,Sales order & AP document automation,200,100-250,core,"Owned by Ricoh (public, Tokyo-listed); parent revenue >$14B",Document-automation platform backed by a global public parent with deep sponsorship experience.,,P02b
24,Conga,conga.com,USA,"CPQ, contract lifecycle & revenue management, Thoma Bravo-owned",1300,1k-5k,core,Thoma Bravo-owned; revenue estimated >$300M — core gate (a),PE-backed CPQ/revenue platform seeking unified global brand recognition,,P02a
25,Corpay (Nvoicepay),corpay.com,USA,AP payment automation,11000,10k+,core,Public (NYSE: CPAY); FY revenue >$3.9B,Large-cap corporate-payments company already active in golf sponsorship; F1 extends its global reach.,yes,P02b
26,CoStar Real Estate Manager,costar.com,USA,Lease accounting & real-estate management software,6000,5k-10k,core,"Owned by CoStar Group (public, NASDAQ: CSGP); parent revenue >$2.7B — core gate",Real-estate/lease-accounting arm of a large public data company with sponsorship-scale budget.,,W19
27,Coupa Software,coupa.com,USA,Business Spend Management (procurement/AP/expense),3000,1k-5k,core,Taken private by Thoma Bravo 2023 for $8B; pre-deal revenue >$700M — core gate (a),Category-leading spend-management platform with the budget to headline a finance-tech F1 activation,yes,P02a
28,DAT Freight & Analytics,dat.com,USA,Freight rate & sourcing marketplace,800,250-1k,core,Owned by Roper Technologies (NYSE: ROP); parent FY revenue >$5.6B,"North America's largest freight marketplace, backed by a public industrial-software conglomerate.",,P02b
29,DATEV eG,datev.de,Germany,"Tax, accounting & payroll software cooperative for German tax advisors/SMEs",8500,5k-10k,core,Cooperative (eG); FY revenue >€1.3B — core gate,Germany's dominant tax/accounting-software cooperative with massive scale and a natural German-GP tie-in.,,V02
30,Descartes Systems Group,descartes.com,Canada,Logistics network & freight procurement/customs,2100,1k-5k,core,Public (Nasdaq: DSGX/TSX: DSG); FY revenue ~$550M,Public logistics-network platform underpinning global freight procurement and customs compliance.,yes,P02b
31,Digiwin Software,digiwin.com,Taiwan,Cloud ERP for Greater China/Taiwan manufacturing SMEs,3500,1k-5k,core,Public (Shanghai/Taiwan-listed group); reported group revenue >$400M — core gate,Greater China's leading manufacturing ERP vendor seeking global brand recognition as it expands beyond Taiwan/mainland China.,,W19
32,dLocal,dlocal.com,Uruguay,Cross-border payments (emerging markets B2B),900,250-1k,core,Public (Nasdaq: DLO); FY revenue ~$600M,Public emerging-markets payments platform seeking global brand recognition to support international expansion.,yes,P02b
33,DocuSign,docusign.com,USA,e-Signature & contract lifecycle management,7000,5k-10k,core,Public (Nasdaq: DOCU); FY revenue ~$2.8B,Large-cap contract/agreement platform with brand budget to spare and a consumer-facing name.,yes,P02b
34,Dun & Bradstreet,dnb.com,USA,Supplier master data & third-party risk,6000,5k-10k,core,Public (NYSE: DNB); FY revenue >$2.3B,Public data provider whose supplier-risk/master-data products sit inside most large procurement stacks.,yes,P02b
35,E2open,e2open.com,USA,Supply chain & logistics execution platform,3000,1k-5k,core,Public (NYSE: ETWO); FY revenue >$600M,"Public end-to-end supply-chain platform spanning procurement, logistics and trade compliance.",yes,P02b
36,Echo Global Logistics,echo.com,USA,Freight brokerage & procurement technology,2000,1k-5k,core,"Acquired by The Jordan Company (2021, ~$1.3B deal); multi-billion-dollar freight volume under management",PE-backed freight-procurement technology platform with logistics scale relevant to F1's global race calendar.,yes,P02b
37,ePlus,eplus.com,USA,IT indirect-spend procurement & financing,1900,1k-5k,core,Public (Nasdaq: PLUS); FY revenue >$2B,Public IT-procurement and financing platform serving indirect-spend buyers at enterprise scale.,yes,P02b
38,Esker,esker.com,France,AP/AR & procure-to-pay automation,900,250-1k,core,Public (Euronext Paris); FY revenue ~€180-200M and growing double digits,Public European AP/P2P automation vendor with a decades-long profitable track record.,yes,P02b
39,Fastenal,fastenal.com,USA,MRO & indirect-spend vendor-managed inventory,23000,10k+,core,Public (Nasdaq: FAST); FY revenue >$7B,Large-cap MRO/indirect-spend distributor with an industrial-buyer base overlapping F1 engineering suppliers.,,P02b
40,GEP,gep.com,USA,Procurement & supply chain software/services,1700,1k-5k,core,"Private, profitably scaled; revenue estimated >$300M — core gate (a)","Global procurement platform serving F1-adjacent industrials (auto, manufacturing) wanting brand halo",,P02a
41,Global Payments (MineralTree),globalpayments.com,USA,AP automation (MineralTree),27000,10k+,core,Public (NYSE: GPN); FY revenue >$9B,Fortune 500 payments company with an AP-automation unit and existing sports-sponsorship appetite.,yes,P02b
42,Grainger,grainger.com,USA,Indirect/MRO spend B2B marketplace,26000,10k+,core,Public (NYSE: GWW); FY revenue >$16B,Large-cap MRO/indirect-spend platform with ample sponsorship budget and industrial-buyer alignment.,,P02b
43,Insight Enterprises,insight.com,USA,IT indirect-spend procurement & services,14000,10k+,core,Public (Nasdaq: NSIT); FY revenue >$9B,Large-cap IT procurement/reseller platform with global enterprise reach and sponsorship budget.,yes,P02b
44,insightsoftware,insightsoftware.com,USA,"Reporting, FP&A & close/consolidation platform rollup, TA Associates/Clearlake-owned",3000,1k-5k,core,TA Associates/Clearlake-backed rollup; revenue reported >$500M — core gate (a),PE-backed CFO-stack consolidator wanting one global brand across its many acquisitions,,P02a
45,Intuit,intuit.com,USA,"SMB accounting & tax software at massive scale (QuickBooks, TurboTax)",18000,10k+,core,Public (NASDAQ: INTU); revenue >$16B — core gate (a)/(b),Category-defining accounting/tax software giant with ample budget for global sports marketing,yes,P02a
46,ION Group,iongroup.com,United Kingdom,"Treasury, trading & risk-management software conglomerate",13000,10k+,core,"Privately controlled fintech conglomerate (Andrea Pignataro/ION Investment Group, with Carlyle and Eldridge as backers) built through dozens of billion-dollar acquisitions; reported multi-billion-dollar revenue — core gate (a)/(b)","One of the largest treasury/trading software groups globally, with deep-pocketed ownership and existing motorsport-adjacent finance clientele.",,T02
47,IRIS Software Group,iris.co.uk,UK,"Accounting, payroll & compliance software at scale",2700,1k-5k,core,Hg/Leonard Green-backed; revenue reported >£400M — core gate (a),Accounting-software leader for UK accountancy firms wanting elevated brand cachet,,P02a
48,ISN (ISNetworld),isnetworld.com,USA,Contractor/supplier prequalification & risk,700,250-1k,core,"Privately held, highly profitable; est. annual revenue $300M+ across the largest hirer/contractor network in North America",Dominant contractor-prequalification network in energy/industrial sectors with F1-adjacent supplier overlap.,,P02b
49,Jack Henry & Associates,jackhenry.com,USA,Core banking & financial-services software,7000,5k-10k,core,Public (NASDAQ: JKHY); FY revenue >$2.1B — core gate,"Public core-banking-software leader serving thousands of US financial institutions, seeking differentiated national brand exposure.",yes,V02
50,Jaggaer,jaggaer.com,USA,"Source-to-pay procurement software, Cinven-owned",1300,1k-5k,core,Cinven-owned; revenue estimated >$200M — core gate (a),PE-backed procurement suite wanting differentiated marketing vs. Coupa/SAP Ariba,yes,P02a
51,Kinaxis,kinaxis.com,Canada,Integrated business/supply-chain planning (RapidResponse),2100,1k-5k,core,Public (TSX: KXS); revenue >$450M — core gate (a),Public integrated-planning platform whose supply-chain use-case maps directly onto F1 logistics,yes,P02a
52,Kingdee International,kingdee.com,China,Cloud ERP challenger to SAP/Oracle across the Chinese enterprise market,11000,10k+,core,"Public (HKEX: 0268); large-cap Chinese cloud-ERP leader reporting over 10,000 employees and growing cloud revenue — core gate (b)",Publicly listed Chinese cloud-ERP challenger seeking premium global brand association as it expands beyond China.,,T02
53,Lexware (Haufe Group),lexware.de,Germany,Accounting & business software for German SMB,1700,1k-5k,core,Part of privately held Haufe Group; group revenue est. >€400M — core gate,"Established German SMB accounting-software brand backed by a well-capitalized parent, German-GP-relevant.",,V02
54,Linx,linx.com.br,Brazil,Retail/wholesale management ERP for Brazilian businesses,2500,1k-5k,core,"Owned by StoneCo (public, Nasdaq: STNE); parent revenue >$1B — core gate","Brazil's leading retail-ERP brand under a public fintech parent, positioned for a marquee São Paulo GP tie-in.",,W19
55,Magnit,magnitglobal.com,USA,Vendor management system (VMS) / extended workforce,1200,1k-5k,core,PE-owned (Madison Dearborn Partners); est. annual services revenue $200M+,Major VMS/MSP platform (formerly PRO Unlimited) competing directly with SAP Fieldglass.,,P02b
56,Manutan,manutan.com,France,Indirect/MRO spend B2B marketplace,2700,1k-5k,core,Public (Euronext Paris); FY revenue ~€1.2B,Public indirect-spend distributor/marketplace serving industrial buyers across F1's home markets.,,P02b
57,Marqeta,marqeta.com,USA,Card-issuing infrastructure for corporate spend/AP fintechs,700,250-1k,core,Public (Nasdaq: MQ); FY revenue >$500M,"Public card-issuing infrastructure powering many corporate spend/AP platforms, seeking category-defining brand visibility.",yes,P02b
58,Moody's Analytics,moodysanalytics.com,USA,Third-party/supplier risk & compliance (KY3P),14000,10k+,core,Public parent Moody's Corp (NYSE: MCO); FY revenue >$6B,Public data/analytics giant with a dedicated third-party-risk platform used by large procurement teams.,,P02b
59,MSC Industrial Supply,mscdirect.com,USA,MRO & indirect-spend procurement marketplace,7000,5k-10k,core,Public (NYSE: MSM); FY revenue ~$3.9B,Public industrial MRO marketplace with brand budget and an engineering-heavy customer base.,,P02b
60,MYOB,myob.com,Australia,Accounting & business management software for Australia/NZ SMB,2200,1k-5k,core,"KKR-owned (2019 take-private, ~AUD 2B); revenue estimated >AUD 400M — core gate",Australia/NZ's leading SMB accounting brand with PE backing and Australian-GP relevance for regional brand-building.,yes,W19
61,Nuvei,nuvei.com,Canada,Payment processing infrastructure (B2B/AP rails),1800,1k-5k,core,"Taken private by Advent International (2024, ~$6.3B deal); pre-deal revenue >$1.1B",Large-cap global payments processor with PE backing and prior sports-sponsorship activity to expand on.,yes,P02b
62,"OBIC Co., Ltd.",obic.co.jp,Japan,Dominant ERP suite (OBIC7) for Japanese mid-market enterprises,2000,1k-5k,core,"Public (TSE: 4684); TTM revenue ~$897M, market cap ~$10.4B — core gate (b)","Japan's most profitable ERP vendor, with the balance sheet and brand ambition to headline a global motorsport platform.",yes,T02
63,OneStream,onestreamsoftware.com,USA,Unified CPM/FP&A and consolidation platform,1700,1k-5k,core,"Public (NASDAQ: OS) since 2024; revenue >$300M, market cap >$1B — core gate (a)",Newly public CPM leader wanting a marquee campaign to build category awareness,,P02a
64,Pagero,pagero.com,Sweden,e-Invoicing & compliance network,500,250-1k,core,Acquired by Thomson Reuters (2024) for ~$1B; parent Thomson Reuters revenue >$6.8B,Global e-invoicing network now backed by a media/data giant with sponsorship budget to match.,,P02b
65,PAR Technology,partech.com,USA,Restaurant point-of-sale & back-office software,1500,1k-5k,core,Public (NYSE: PAR); FY revenue estimated >$300M — core gate,Public restaurant-technology platform seeking a marquee global campaign to build brand awareness beyond POS circles.,,W19
66,Paycom,paycom.com,USA,Payroll & HCM software at scale,7500,5k-10k,core,Public (NYSE: PAYC); revenue >$1.8B — core gate,Public-scale payroll/HCM platform with the balance sheet to fund a marquee global sports campaign.,yes,V02
67,Paymerang (REPAY),paymerang.com,USA,AP automation & B2B disbursements,700,250-1k,core,Owned by REPAY Holdings (Nasdaq: RPAY); parent revenue >$200M,Public payments group's AP-automation unit looking to build consumer-facing brand recognition.,,P02b
68,Payoneer,payoneer.com,USA,Global B2B payouts for supplier/AP payments,2000,1k-5k,core,Public (Nasdaq: PAYO); FY revenue ~$800M,Public global-payouts platform used by marketplaces and enterprises to pay suppliers worldwide.,yes,P02b
69,Plex Systems,plex.com,USA,Cloud manufacturing ERP & MES platform,900,250-1k,core,"Owned by Rockwell Automation (public, NYSE: ROK); parent revenue >$8B — core gate",Manufacturing-cloud ERP platform backed by a public industrial-automation giant with deep sponsorship capacity.,yes,V02
70,PROS Holdings,pros.com,USA,AI-driven CPQ & dynamic pricing software,1300,1k-5k,core,Public (NYSE: PRO); revenue >$260M — core gate (a),Public pricing/CPQ leader wanting a differentiated growth-marketing platform,yes,P02a
71,QAD,qad.com,USA,"Manufacturing-vertical ERP, Thoma Bravo-owned",2200,1k-5k,core,Acquired by Thoma Bravo 2021 for ~$2B; revenue est. >$350M — core gate (a),Automotive/manufacturing ERP brand fits F1's supply-chain and precision-manufacturing narrative,yes,P02a
72,Quadient (Beanworks),quadient.com,France,AP automation (Beanworks),4000,1k-5k,core,Public (Euronext Paris); FY group revenue ~€1.1B,Public parent with a growth AP-automation unit seeking a premium brand halo in enterprise finance.,yes,P02b
73,Randstad Sourceright,randstadsourceright.com,Netherlands,VMS / MSP services procurement,2000,1k-5k,core,"Public parent Randstad NV (Euronext Amsterdam); FY revenue >€25B, 40,000+ employees","Global VMS/MSP arm of a public staffing giant, directly rivaling SAP Fieldglass in services procurement.",,P02b
74,RELX (LexisNexis Risk Solutions),relx.com,UK,Supplier & third-party risk data,36000,10k+,core,Public (LSE: REL); FY group revenue >£9B,FTSE-listed data giant whose risk-solutions arm underpins supplier due-diligence in procurement.,yes,P02b
75,RS Group,rsgroup.com,UK,Indirect/MRO spend B2B marketplace,9000,5k-10k,core,Public (LSE: RS1); FY revenue >£2.9B,UK-headquartered industrial/MRO procurement marketplace with existing motorsport-engineering customer ties.,,P02b
76,RSM,rsm.global,USA,"Audit, tax & ERP/finance-systems consulting for mid-market",64000,10k+,core,Global professional-services network; combined member-firm revenue >$9B — core gate (possible overlap with a separate GRC-sector list not verifiable here),"Major global accounting/ERP-advisory network serving mid-market clients, with scale to headline a sponsorship.",yes,V02
77,RXO (Coyote Logistics),rxo.com,USA,Freight brokerage & digital procurement,8500,5k-10k,core,Public (NYSE: RXO); FY revenue >$4B,Public digital freight brokerage with scale and brand appetite for global sports marketing.,,P02b
78,Sapiens International,sapiens.com,Israel,Insurance-vertical core & finance software,5200,5k-10k,core,Public (NASDAQ: SPNS); revenue est. ~$500M — core gate (a),Insurance-tech platform vendor wanting premium-brand association for its financial-services clientele,yes,P02a
79,Scanmarket (Unit4),scanmarket.com,Denmark,Sourcing & contract management,200,100-250,core,Owned by Unit4 (PE-backed by TA Associates/Advent); parent est. annual revenue $400M+,Sourcing platform backed by a large PE-owned ERP group with global mid-market reach.,,P02b
80,SD Worx,sdworx.com,Belgium,Payroll & HR services across Europe,8500,5k-10k,core,Privately held; reported group revenue >€900M across 150+ countries — core gate,One of Europe's largest payroll/HR providers with the scale and Belgian-GP-adjacent footprint to headline a sponsorship.,,W19
81,SEEBURGER,seeburger.com,Germany,EDI & e-invoicing integration,1100,1k-5k,core,"Privately held; est. group revenue ~€180-220M, decades of profitability",Established European EDI/e-invoicing vendor with deep automotive/industrial customer ties.,yes,P02b
82,Seres,seres.eu,France,e-Invoicing & document exchange network,600,250-1k,core,Owned by Docaposte (La Poste Group); parent group revenue in the billions — core gate,"French e-invoicing veteran backed by La Poste's postal-group scale, positioned for a home-market F1 tie-in.",,W19
83,SHI International,shi.com,USA,IT indirect-spend procurement,6000,5k-10k,core,"Privately held; FY revenue >$14B, 6,000+ employees","One of the largest privately held IT procurement resellers, with revenue and headcount clearing scale gates.",yes,P02b
84,Silverfin,silverfin.com,Belgium,Cloud accounting & compliance platform for accounting firms,300,250-1k,core,Owned by Visma; parent group revenue >€2.2B — core gate,"European accounting-automation platform backed by Visma's scale, well positioned around F1's Belgian/Dutch fan base.",,W19
85,Sovos Compliance,sovos.com,USA,"Tax & regulatory reporting compliance software, Hg-backed",2200,1k-5k,core,Hg Capital-backed; revenue estimated >$400M — core gate (a),Hg-backed global tax-compliance platform expanding via premium brand marketing,yes,P02a
86,Strada,strada.co,USA,Global payroll & HR business-process outsourcing (spun off from Alight),30000,10k+,core,Large-scale independent global payroll/HR BPO spun out of Alight's Payroll & Professional Services unit — core gate on headcount/scale,Newly independent global payroll BPO with the scale and fresh-brand rationale to invest in visibility.,,V02
87,Synertrade,synertrade.com,France,Source-to-pay suite,300,250-1k,core,Subsidiary of Econocom Group (Euronext Paris); parent revenue >€2.7B,European S2P platform backed by a large public parent with the balance sheet to sponsor.,,P02b
88,Thomson Reuters Tax & Accounting,tax.thomsonreuters.com,Canada,"Tax & accounting software (ONESOURCE, CS Professional Suite)",26000,10k+,core,Public (TSX/NYSE: TRI); group revenue >$6.8B — core gate (a)/(b),Global professional-information giant with a tax/accounting arm seeking category differentiation,,P02a
89,TOTVS,totvs.com,Brazil,Leading Latin American vertical ERP + fintech,13000,10k+,core,Public (B3: TOTS3); revenue ~R$4.9B (~$950M) — core gate (a)/(b),LatAm's dominant ERP brand seeking a global stage as it expands beyond Brazil,,P02a
90,Transporeon,transporeon.com,Germany,Freight procurement & transportation management,1600,1k-5k,core,Acquired by Trimble (2022) for ~€1.88B; parent Trimble (Nasdaq: TRMB) revenue >$3.6B,Leading European freight-procurement network now backed by a public logistics-tech giant.,yes,P02b
91,Tungsten Automation,tungstenautomation.com,USA,AP capture & e-invoicing (formerly Kofax),1800,1k-5k,core,PE-owned (Clearlake/TA Associates); est. annual revenue $300M+,Established AP/document-automation vendor with global enterprise revenue base.,yes,P02b
92,Uber Freight,uberfreight.com,USA,Digital freight marketplace / procurement,2000,1k-5k,core,Parent Uber Technologies (NYSE: UBER); FY revenue >$37B,Freight-procurement arm of a global consumer-tech giant with major sports-marketing precedent.,yes,P02b
93,Unit4,unit4.com,Netherlands,"People-centric ERP for services/nonprofit/public sector, TA Associates/Advent-backed",2700,1k-5k,core,TA Associates/Advent-backed; ARR reported >$400M — core gate (a),Services-sector ERP challenger wanting visibility beyond its Euro-centric base,yes,P02a
94,Unite (Mercateo),unite.eu,Germany,B2B indirect-spend marketplace,900,250-1k,core,Privately held; group revenue reported ~€1B,Large European B2B indirect-spend marketplace with revenue scale to fund brand-building sponsorship.,,P02b
95,Vertex Inc,vertexinc.com,USA,Tax technology / indirect tax compliance,1700,1k-5k,core,Public (NASDAQ: VERX); revenue >$600M — core gate (a),Public tax-tech leader seeking a marquee platform to build enterprise brand awareness,yes,P02a
96,Visma,visma.com,Norway,SMB/mid-market accounting & business software (Nordics/Benelux),14000,10k+,core,PE consortium-backed (Hg et al.); revenue >€2.2B — core gate (a)/(b),Dominant Nordic business-software group with the scale to fund a marquee sponsorship,yes,P02a
97,Wave,waveapps.com,Canada,Free accounting & invoicing software for micro-business,250,250-1k,core,"Owned by H&R Block (public, NYSE: HRB); parent revenue >$3B — core gate",Consumer-facing accounting brand backed by a public tax-services giant with sponsorship-scale budget.,,W19
98,Wesco International,wesco.com,USA,Distribution & supply chain/indirect procurement outsourcing,20000,10k+,core,Public (NYSE: WCC); FY revenue >$22B,Large-cap supply-chain-services company offering procurement outsourcing to industrial clients.,yes,P02b
99,WEX Inc,wexinc.com,USA,Corporate payments & AP disbursement processing,5300,5k-10k,core,Public (NYSE: WEX); FY revenue >$2.6B,Large-cap corporate payments processor with fleet/AP scale and an existing history of sports sponsorship spend.,yes,P02b
100,Wise plc,wise.com,UK,Cross-border B2B payments (Wise Platform/Business),5000,1k-5k,core,Public (LSE: WISE); FY revenue >£1B,Public cross-border payments company with growing B2B/business-payments line and consumer brand appetite.,yes,P02b
101,Workiva,workiva.com,USA,"Connected reporting, compliance & financial disclosure platform",3000,1k-5k,core,Public (NYSE: WK); revenue >$680M — core gate (a),Public reporting/compliance platform with budget for a differentiated global campaign,yes,P02a
102,Xero,xero.com,New Zealand,Cloud accounting software for small business,4700,1k-5k,core,Public (ASX: XRO); revenue >NZ$1.7B — core gate (a),Global cloud-accounting challenger to QuickBooks/Sage seeking brand parity via marquee sponsorship,yes,P02a
103,Xometry,xometry.com,USA,On-demand manufacturing sourcing marketplace,800,250-1k,core,Public (Nasdaq: XMTR); FY revenue ~$460M,Public indirect-spend/manufacturing marketplace with a technical-buyer audience overlapping F1 engineering fans.,,P02b
104,Yonyou,yonyou.com,China,China's #1 ERP and enterprise cloud-service vendor,19000,10k+,core,"Public (Shanghai: 600588); FY revenue ~CNY 8.5B (~$1.2B+) and ~19,000 employees — core gate (a)/(b)",China's dominant ERP vendor with the revenue scale to underwrite a marquee global sports platform.,,T02
105,Zellis,zellis.com,UK,Payroll & HR software for large UK enterprises,1800,1k-5k,core,PE-backed (Blackstone/Bain Capital); reported revenue estimated >£250M — core gate,UK's leading enterprise payroll platform with PE backing seeking marquee British-motorsport visibility.,,W19
106,Zoho Corporation,zoho.com,India,Bootstrapped SaaS suite incl. Zoho Books/Finance Plus for SMB-to-mid-market,15000,10k+,core,"Private, profitable, bootstrapped; revenue estimated >$1B — core gate (a)/(b)",Profitable global SaaS challenger wanting mainstream brand recognition without VC pressure,yes,P02a
107,Zuora,zuora.com,USA,Subscription billing & revenue management platform,1500,1k-5k,core,Public (NYSE: ZUO); revenue >$460M — core gate (a),Category-creating billing/CPQ platform seeking scaled brand visibility,yes,P02a
108,Blackbaud,blackbaud.com,USA,Nonprofit-vertical ERP & fundraising/finance software,3300,1k-5k,adjacent,Public (NASDAQ: BLKB); revenue est. ~$1.1B — core gate (a),Nonprofit-sector vertical ERP leader seeking mission-aligned but high-visibility marketing,,P02a
109,Cornerstone OnDemand,cornerstoneondemand.com,USA,"HR/talent & learning management suite, Clearlake-owned",2000,1k-5k,adjacent,Taken private by Clearlake 2021 for $5.2B — growth-projected gate (d),PE-backed HR/talent suite rebuilding its brand narrative post-buyout,yes,P02a
110,HiBob,hibob.com,UK,HR/payroll platform (Bob) for mid-market,1000,250-1k,adjacent,"Funding >$450M, valuation $2.45B (2022) — growth-projected gate (d)",Well-funded HR-tech challenger seeking mainstream brand recognition,yes,P02a
111,Insperity,insperity.com,USA,PEO/HR services & software at scale,4300,1k-5k,adjacent,Public (NYSE: NSP); revenue >$6.9B — core gate (a),Scaled PEO/HR platform seeking differentiated brand marketing,yes,P02a
112,Justworks,justworks.com,USA,PEO/HR platform for SMB,1000,250-1k,adjacent,Public (NASDAQ: JW); revenue >$400M — core gate (a),Newly public PEO platform investing in brand-building post-IPO,yes,P02a
113,Papaya Global,papayaglobal.com,Israel,Global payroll & workforce payments platform,500,250-1k,adjacent,"Funding >$400M, valuation $3.7B (2022) — growth-projected gate (d)",Global payroll unicorn seeking brand elevation to match its enterprise ambitions,yes,P02a
114,Paychex,paychex.com,USA,Payroll & HR software for SMB,16000,10k+,adjacent,Public (NASDAQ: PAYX); revenue >$5.3B — core gate (a)/(b),Scaled SMB payroll leader seeking premium brand marketing to move upmarket,yes,P02a
