#,company,domain,hq_country,niche,employees_est,size_band,tag,affordability,why_f1,already_in_earlier_list,source_batch
46,FICO (Fair Isaac Corp),fico.com,United States,Fraud Prevention / Risk Scoring,4000,1k-5k,core,"Public NYSE:FICO; FY2023 revenue $1.66B, high-margin and profitable.",FICO Falcon protects the majority of global card transactions; wants global brand lift beyond its US-centric credit-score identity.,,P14b
47,FIS (Fidelity National Information Services),fisglobal.com,US,Compliance & risk solutions for banks,"55,000+",10k+,core,Public company (NYSE: FIS); FY2023 revenue >$9.8B,"Financial-infrastructure-trust narrative fits F1's growing banking-sector sponsor category, reaching bank CROs.",yes,P14a
48,Fiserv,fiserv.com,US,Risk & compliance solutions for banks,"40,000+",10k+,core,Public company (NYSE: FI); FY2023 revenue >$19.6B,Payments-and-compliance-precision story appeals to bank CFOs who see F1 sponsorship as a premium client-hospitality vehicle.,yes,P14a
49,Fitch Group (Fitch Solutions),fitchsolutions.com,United States,Credit Risk Data,4000,1k-5k,core,Private (Hearst-owned); Fitch Group FY revenue est. >$1.4B.,Credit/insurance risk-data arm of a top-3 global ratings house; Hearst-backed brand-building opportunity.,,P14b
50,Forvis Mazars,forvismazars.com,US,"Audit, risk & regulatory compliance advisory network","28,000+ (global network)",10k+,core,Global professional-services network formed by the 2024 Forvis/Mazars merger; combined global revenue >$3B,Newly merged top-10 global audit-and-advisory network seeking a premium marketing platform to build brand recognition outside the Big 4's existing F1 sponsorships.,,V14
51,FTI Consulting,fticonsulting.com,US,"Risk, forensic & regulatory compliance advisory","8,000+",5k-10k,core,Public company (NYSE: FCN); FY2023 revenue >$3.4B,Global forensic-and-regulatory-risk advisory leader; public scale and Fortune 500 client roster support premium sponsorship.,yes,T14
52,Gallagher (Gallagher Bassett risk tech),ajg.com,United States,Insurance Risk Software (Claims/Risk Management),52000,10k+,core,Public NYSE:AJG; FY2023 revenue $9.7B.,Gallagher Bassett's claims/risk-management technology sits inside a top-3 global insurance broker with global brand ambitions.,yes,P14b
53,GB Group (GBG),gbg.com,UK,Identity verification & fraud/compliance data,"1,200+",1k-5k,core,Public company (LSE: GBG); FY2023 revenue >£260M,Publicly listed global identity-verification and fraud-data leader; public scale and profitability support premium international sponsorship targeting bank/fintech compliance buyers.,,V14
54,Global Relay,globalrelay.com,Canada,Surveillance & Conduct,1200,1k-5k,core,"Private, founder-owned and profitable; est. annual revenue >$250M given its scale as one of two dominant global archiving/surveillance vendors.","Major compliance-archiving and communications-surveillance vendor for global financial firms; profitable, well-capitalized private company.",,P14b
55,Grant Thornton,grantthornton.com,US,"Audit, risk & regulatory advisory","9,000+",5k-10k,core,Private partnership (member of Grant Thornton International); est. US annual revenue >$2.4B,Top-6 audit-and-advisory firm outside the Big 4 seeking premium sport-marketing visibility to differentiate its brand.,yes,T14
56,Guidehouse,guidehouse.com,US,"Risk, regulatory & compliance advisory (incl. government)","20,000+",10k+,core,Majority owned by Veritas Capital; est. annual revenue >$3B,Large-scale risk-and-regulatory advisory firm with deep government/financial-services relationships; PE scale supports premium sponsorship.,yes,T14
57,Guidewire Software,guidewire.com,US,Insurance core systems with risk & compliance modules,"2,700+",1k-5k,core,Public company (NYSE: GWRE); FY2024 revenue >$900M,Insurance-technology leader; F1's title/team insurance partners create a warm intro for Guidewire's underwriting-risk pitch.,yes,P14a
58,HealthStream,healthstream.com,US,Healthcare compliance training & credentialing software,"1,300+",1k-5k,core,Public company (Nasdaq: HSTM); FY2023 revenue >$280M,Healthcare workforce-compliance-training leader serving most US hospitals; public brand seeking mainstream visibility.,,T14
59,HID Global (Assa Abloy),hidglobal.com,Sweden,KYC / Identity Verification,53000,10k+,core,Assa Abloy (Public STO:ASSA B); FY2023 revenue SEK128.4B (~$12B).,Physical and digital identity/credentialing leader inside a global industrial giant with substantial marketing capacity.,yes,P14b
60,Howden Group Holdings,howdengroup.com,UK,Insurance & reinsurance broking,"19,000+",10k+,core,"Private, employee-owned with General Atlantic/CDPQ investment; group revenue >$2.5B",Fast-growing global broker with strong European base and Lloyd's heritage; motorsport-adjacent risk expertise fits F1 sponsorship storytelling.,yes,W16
61,Hub International,hubinternational.com,US,Insurance brokerage & risk services,"18,000+",10k+,core,PE-backed (Hellman & Friedman majority stake); one of the largest global brokers by revenue,Aggressive PE-backed growth strategy and enterprise risk-advisory client base align with F1's premium brand-building sponsors.,yes,W16
62,ICE (Intercontinental Exchange),theice.com,United States,Enterprise Risk Analytics,12000,10k+,core,Public NYSE:ICE; FY2023 revenue $9.2B.,Mortgage/fixed-income risk data and exchange infrastructure giant; global brand-building opportunity.,yes,P14b
63,Ideagen,ideagen.com,UK,"Compliance, audit & quality management software (Pentana, Q-Pulse)","1,300-1,500",1k-5k,core,"Acquired by Hg Capital in 2023 for ~£1.1B; annual revenue >£200M serving 11,000+ regulated-industry customers","Serves aviation, life-sciences and financial-services compliance teams — sectors with strong F1 team-sponsor overlap.",,P14a
64,IDEMIA,idemia.com,France,KYC / Identity Verification,15000,10k+,core,Private (Advent International-backed); FY revenue est. >EUR1.6B.,World's largest biometric identity/ID-verification company serving governments and banks; scale supports premium global brand investment.,yes,P14b
65,iManage,imanage.com,US,"Legal knowledge, document & risk-governance software","1,300+",1k-5k,core,"Backed by Leeds Equity Partners and Georgian; est. annual revenue >$300M serving 4,000+ organizations across 65 countries",Document-security-and-governance platform for Am Law 100 firms; global footprint matches F1's international legal-sponsor targets.,,T14
66,Intapp,intapp.com,US,"Risk, conflicts & compliance software for professional/financial services","1,200+",1k-5k,core,Public company (Nasdaq: INTA); FY2024 revenue >$330M,Conflicts-and-risk management platform for law/accounting/financial firms; public scale supports premium sponsorship targeting the same professional-services clientele as F1's paddock hospitality.,,T14
67,IQ-EQ,iqeq.com,Luxembourg,Investor & corporate compliance services,"5,000+",1k-5k,core,PE-backed (Astorg); large global investor-services and compliance group,Global investor-services group specializing in fund and corporate regulatory compliance at enterprise scale.,yes,W16
68,ISS STOXX,issgovernance.com,US,Governance & proxy advisory / ESG,"3,000+",1k-5k,core,Owned by Deutsche Börse Group; Deutsche Börse FY2023 revenue >€5.4B,Global governance-standard-setter fits F1's own governance-under-the-FIA-spotlight narrative; reaches GCs and IR leaders.,,P14a
69,K2 Integrity,k2integrity.com,US,"Investigations, compliance & risk consulting","1,000+",250-1k,core,Privately held global risk-advisory firm formed from the 2018 K2 Intelligence/Financial Integrity Network merger; est. annual revenue >$200M,Investigative-grade compliance and risk-advisory brand extending naturally to F1's governance and sponsor-integrity due-diligence narrative for GCs and CCOs.,,V14
70,Kroll,kroll.com,US,"Risk, compliance & investigations advisory","6,500+",5k-10k,core,"Global risk-advisory firm (owner of Resolver, Duff & Phelps heritage); est. annual revenue >$1.5B, 6,500+ employees",Investigative-grade due-diligence brand extends naturally to F1's governance and integrity narrative for GCs and CFOs.,yes,P14a
71,LegalZoom,legalzoom.com,US,Legal compliance & business-formation platform,"1,500+",1k-5k,core,Public company (Nasdaq: LZ); FY2023 revenue ~$700M,Consumer/SMB legal-compliance brand seeking mainstream visibility beyond legal-trade channels.,,T14
72,Litera,litera.com,US,Legal document & compliance workflow software,"1,000+",250-1k,core,PE-backed by Hg since 2020; est. annual revenue >$250M,Document-integrity-under-pressure story for law-firm and corporate legal departments with sponsorship-adjacent budgets.,,P14a
73,Lockton Companies,lockton.com,US,Insurance brokerage & risk advisory,"10,000+",5k-10k,core,World's largest privately held insurance broker; est. annual revenue >$3B,Largest private broker globally with a client base of risk-conscious enterprises; scale and brand ambition fit F1's global platform.,yes,W16
74,LSEG Risk Intelligence (World-Check),lseg.com,UK,Sanctions/AML screening & risk intelligence,"25,000+ (parent)",10k+,core,Public company (LSE: LSEG); FY2023 revenue >£8.1B,LSEG already runs major sports-data partnerships; World-Check's due-diligence rigor pitches well to compliance officers screening sponsors.,yes,P14a
75,MasterControl,mastercontrol.com,US,Quality management system (QMS) software,"1,000+",250-1k,core,"PE-backed (Battery Ventures majority investment, 2020); est. annual revenue >$200M serving life-sciences and manufacturing quality teams",Leading cloud QMS platform for regulated manufacturers; PE-backed scale supports premium sponsorship targeting quality/compliance leaders in F1's manufacturing-adjacent sponsor categories.,,V14
76,Milliman (MG-ALFA / Integrate),milliman.com,United States,Actuarial / Underwriting Software,5000,1k-5k,core,Private partnership; FY revenue est. >$1.4B.,Leading global actuarial-software and risk-consulting firm for insurers; scale supports premium brand investment.,,P14b
77,Mitratech,mitratech.com,US,"Legal ops, policy & compliance management",700-900,250-1k,core,"PE-backed by Vista Equity Partners & Hg; est. revenue >$300M/yr, 20,000+ customers globally",Broad compliance/legal-ops suite sold to GCs and CCOs who also influence corporate sponsorship decisions.,,P14a
78,Moody's RMS,rms.com,US,Catastrophe & operational risk modeling,"1,000+",250-1k,core,Wholly owned by Moody's Corporation (NYSE: MCO); parent FY2023 revenue >$5.9B,"Extreme-event risk-modeling narrative parallels F1's own catastrophic-risk engineering, reaching insurance CROs.",,P14a
79,MSCI ESG Research,msci.com,US,"ESG ratings, indices & climate risk data","4,600+ (parent)",1k-5k,core,Public company (NYSE: MSCI); FY2023 revenue >$2.5B,MSCI's index-and-ratings authority pairs with F1's investor and constructor-team audience for a data-integrity sponsorship pitch.,yes,P14a
80,Munich Re (ALLFINANZ),munichre.com,Germany,Actuarial / Underwriting Software,40000,10k+,core,Public XTRA:MUV2; FY2023 revenue EUR57.2B.,ALLFINANZ underwriting-rules engine sits inside the world's largest reinsurer; deep pockets for a global sport platform.,yes,P14b
81,NAVEX Global,navex.com,US,"Ethics, compliance & policy management","1,200-1,400",1k-5k,core,"Owned by Vista Equity Partners (2018 take-private); est. revenue >$250M/yr across 13,000+ customers",Ethics-and-integrity brand story pairs with F1's governance narrative; reaches CCOs who increasingly co-own sponsorship-adjacent marketing spend.,,P14a
82,NCino,ncino.com,United States,GRC Platform (Bank Operating System),1900,1k-5k,core,Public NASDAQ:NCNO; FY2024 revenue $483M.,"Bank operating system with embedded risk/compliance workflows for 1,800+ FIs; scaling international brand.",yes,P14b
83,NICE Actimize,niceactimize.com,US,Financial crime & AML compliance software,"8,500+ (parent)",5k-10k,core,Public company (Nasdaq: NICE); FY2023 revenue >$2.4B,Fraud-and-compliance precision pitch for banks; F1's banking-sector sponsors create warm intros to CROs.,,P14a
84,OneStream Software,onestream.com,US,"Financial close, consolidation & reporting (CPM) software","1,700+",1k-5k,core,"Public company (Nasdaq: OS, IPO July 2024); FY2023 revenue >$450M",Unified CPM platform for financial-close precision; newly public brand seeking global marketing visibility.,yes,T14
85,Optiv Security,optiv.com,US,Cyber risk advisory & managed compliance services,"2,000+",1k-5k,core,PE-backed by KKR since 2022; est. annual revenue >$2B,Cyber-resilience-under-race-conditions narrative for CISOs; KKR ownership signals affordability for premium sponsorship spend.,yes,P14a
86,Prevalent (Mitratech),prevalent.net,US,Third-party/vendor risk management,150-250 (unit),250-1k,core,Acquired by Mitratech (Vista Equity/Hg-backed platform) in Oct 2024; Mitratech generates est. >$300M/yr revenue,Vendor-risk precision pitch — know every supplier before the lights go out — pairs with F1's zero-failure supply-chain standard.,,P14a
87,Protiviti,protiviti.com,US,"Internal audit, risk & compliance consulting","8,000+",5k-10k,core,Wholly owned subsidiary of Robert Half (Public NYSE: RHI); parent FY2023 revenue >$5.9B,Global internal-audit and risk-consulting leader; Robert Half's public scale supports premium sponsorship investment.,yes,T14
88,Relias,relias.com,US,Healthcare compliance & workforce training software,"1,200+",1k-5k,core,Backed by Bertelsmann and Water Street Healthcare Partners/Vista Equity heritage; est. annual revenue >$300M,"Healthcare compliance-training platform serving 12,000+ organizations; scaled ownership supports premium brand investment.",,T14
89,Resolver,resolver.com,Canada,Risk intelligence & incident management,400-600,250-1k,core,"Wholly owned by Kroll LLC, a global risk-advisory firm with 6,500+ employees and est. revenue >$1.5B/yr",Kroll's investigative pedigree plus Resolver's software supports a 'find the risk before it finds you' pitch matching F1's own integrity storyline.,,P14a
90,RGA (Aura underwriting technology),rgare.com,United States,Actuarial / Underwriting Software,3200,1k-5k,core,Public NYSE:RGA; FY2023 revenue $19.9B.,Aura automated-underwriting technology sits inside a top-5 global life reinsurer expanding its consumer-facing brand.,yes,P14b
91,Riskified,riskified.com,Israel,Fraud Prevention,700,250-1k,core,Public NYSE:RSKD; FY2023 revenue ~$310M.,Public e-commerce fraud-prevention leader seeking brand differentiation in a competitive market.,yes,P14b
92,Riskonnect,riskonnect.com,US,Integrated risk management platform,"800-1,000",250-1k,core,"PE-backed by Clearlake Capital/Vector Capital consortium since 2021; est. revenue >$200M, 1,900+ global customers",Real-time risk-mitigation precision fits F1's telemetry culture; targets CROs seeking premium renewal-season hospitality.,,P14a
93,RSM US,rsmus.com,US,"Audit, risk & regulatory compliance advisory","13,000+",10k+,core,Private partnership (member of RSM International); est. US annual revenue >$3.8B,Leading middle-market audit-and-risk advisory firm seeking brand elevation via premium global sport marketing.,,T14
94,Ryan Specialty Group,ryanspecialty.com,US,Specialty insurance distribution,"5,500+",5k-10k,core,Public company (NYSE: RYAN); FY2023 revenue >$2.1B,Public specialty wholesale broker with growing international footprint; F1's global reach matches its expansion ambitions.,yes,W16
95,S&P Global Market Intelligence,spglobal.com,US,"ESG, credit & risk data","40,000+ (parent)",10k+,core,Public company (NYSE: SPGI); FY2023 revenue >$12.4B,S&P Global's ratings authority strengthens a 'rated for trust' sponsorship narrative aimed at global CFOs.,yes,P14a
96,SAS Institute,sas.com,US,"Risk analytics, fraud & compliance software","11,000+",10k+,core,Privately held; est. annual revenue >$3.2B,Analytics-precision brand aligns with F1's data-driven performance culture; reaches CROs across banking and insurance verticals.,yes,P14a
97,SCOR (ReMark underwriting technology),scor.com,France,Actuarial / Underwriting Software,2800,1k-5k,core,Public EPA:SCR; FY2023 revenue EUR19.7B.,ReMark underwriting-risk technology sits inside a top-5 global reinsurer with global brand ambitions.,yes,P14b
98,Sedgwick,sedgwick.com,United States,Insurance Risk Software (Claims/Risk Management),33000,10k+,core,Carlyle/CVC-backed; group revenue est. >$4B.,Global claims/risk-management platform and services leader; PE ownership at multi-billion scale supports premium sponsorship.,yes,P14b
99,SEI Investments,seic.com,United States,GRC Platform,5000,1k-5k,core,Public NASDAQ:SEIC; FY2023 revenue $2.0B.,Risk/compliance technology for asset managers and wealth platforms; public brand with capacity for premium sponsorship.,yes,P14b
100,Skillsoft (SumTotal Compliance),skillsoft.com,US,Compliance & ethics training software,"2,700+",1k-5k,core,Public company (NYSE: SKIL); FY2024 revenue >$500M,Ethics-training-at-scale narrative supports F1's culture-of-compliance storyline for CCOs and HR/legal leaders.,yes,P14a
101,Sphera Solutions,sphera.com,US,"ESG, EHS & operational risk software","1,700-1,900",1k-5k,core,Owned by Blackstone since 2021; est. annual revenue >$250M,Operational-risk-to-net-zero narrative fits F1's sustainability and safety storylines; reaches EHS/ESG leaders inside industrial sponsor categories.,yes,P14a
102,SS&C Technologies,ssctech.com,US,Financial services GRC & compliance software,"27,000+",10k+,core,Public company (Nasdaq: SSNC); FY2023 revenue >$5.4B,SS&C's fund-administration/compliance clients skew toward the asset-management sector increasingly visible in F1 paddock hospitality.,yes,P14a
103,Sustainalytics,sustainalytics.com,Netherlands,ESG ratings & research,"6,000+ (Morningstar parent)",5k-10k,core,Wholly owned by Morningstar Inc. (Nasdaq: MORN); FY2023 group revenue >$2.1B,ESG-ratings credibility supports F1's investor-facing sustainability reporting story; reaches asset managers and corporate IR teams.,,P14a
104,Swiss Re,swissre.com,Switzerland,Insurance Risk Software (Underwriting),15000,10k+,core,Public SIX:SREN; FY2023 revenue CHF46.6B.,Magnum/Corporate Solutions underwriting-risk technology sits inside a top-2 global reinsurer with major sponsorship capacity.,yes,P14b
